City,Health Center Name,State,address,combinedKey,contact,lat,lon,name
TULSA,"COMMUNITY HEALTH CONNECTION, INC.",OK,"2321 E 3rd St, Tulsa, OK 74104, USA","COMMUNITY HEALTH CONNECTION, INC., TULSA, OK",(918) 622-0641,36.1568909,-95.9587649,Community Health Connection/La Conexión Médica - Kendall-Whittier
ALOHA,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,OR,"226 SE 8th Ave, Hillsboro, OR 97123, USA","VIRGINIA GARCIA MEMORIAL HEALTH CENTER, ALOHA, OR",(503) 601-7400,45.520804,-122.9767156,Virginia Garcia Memorial Health Center
EUGENE,COUNTY OF LANE,OR,"Eugene, OR, USA","COUNTY OF LANE, EUGENE, OR",,44.0520691,-123.08675359999998,Eugene
EUGENE,WHITE BIRD CLINIC,OR,"341 E 12th Ave, Eugene, OR 97401, USA","WHITE BIRD CLINIC, EUGENE, OR",(541) 342-8255,44.046818,-123.087504,White Bird Clinic
GRANTS PASS,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",OR,"1701 NW Hawthorne Ave, Grants Pass, OR 97526, USA","SISKIYOU COMMUNITY HEALTH CENTER, INC., GRANTS PASS, OR",(541) 471-3455,42.4581159,-123.3258741,Siskiyou Community Health Center
MEDFORD,"LA CLINICA DEL VALLE FAMILY HEALTH CARE CENTER, INC.",OR,"1307 W Main St, Medford, OR 97501, USA","LA CLINICA DEL VALLE FAMILY HEALTH CARE CENTER, INC., MEDFORD, OR",(541) 535-6239,42.323455,-122.8868909,La Clinica West Medford Health Center
OREGON CITY,"CLACKAMAS, COUNTY OF",OR,"Oregon City, OR 97045, USA","CLACKAMAS, COUNTY OF, OREGON CITY, OR",,45.3364465,-122.6050422,Oregon City
PORTLAND,"MULTNOMAH, COUNTY OF",OR,"Multnomah County, OR, USA","MULTNOMAH, COUNTY OF, PORTLAND, OR",,45.5145659,-122.5863212,Multnomah County
PORTLAND,NATIVE AMERICAN REHABILITATION ASSOCIATION INC,OR,"620 NE 2nd St, Gresham, OR 97030, USA","NATIVE AMERICAN REHABILITATION ASSOCIATION INC, PORTLAND, OR",(503) 224-1044,45.498769,-122.4245633,"NARA Administration, Child & Family Services"
PORTLAND,NEIGHBORHOOD HEALTH CENTER,OR,"10330 SE 32nd Ave Ste 325, Portland, OR 97222, USA","NEIGHBORHOOD HEALTH CENTER, PORTLAND, OR",(503) 416-1960,45.448712,-122.629271,Neighborhood Health Center - Milwaukie Medical Clinic
PORTLAND,OUTSIDE IN,OR,"1132 SW 13th Ave, Portland, OR 97205, USA","OUTSIDE IN, PORTLAND, OR",(503) 535-3860,45.5176709,-122.686533,Outside In
PORTLAND,"WALLACE MEDICAL CONCERN, THE",OR,"18139 NE Couch St, Portland, OR 97230, USA","WALLACE MEDICAL CONCERN, THE, PORTLAND, OR",,45.5233268,-122.4759465,The Wallace Medical Concern
PRINEVILLE,MOSAICMEDICAL,OR,"375 NW Beaver St # 101, Prineville, OR 97754, USA","MOSAICMEDICAL, PRINEVILLE, OR",(541) 383-3005,44.3035339,-120.8491401,Mosaic Medical - Prineville Clinic
TILLAMOOK,TILLAMOOK COUNTY,OR,"Tillamook, OR 97141, USA","TILLAMOOK COUNTY, TILLAMOOK, OR",,45.4562158,-123.8440137,Tillamook
PALAU,REPUBLIC OF PALAU,PW,Palau,"REPUBLIC OF PALAU, PALAU, PW",,7.51498,134.58252,Palau
ALLENTOWN,NEIGHBORHOOD HEALTH CENTERS OF LEHIGH VALLEY,PA,"218 N 2nd St, Allentown, PA 18102, USA","NEIGHBORHOOD HEALTH CENTERS OF LEHIGH VALLEY, ALLENTOWN, PA",(610) 841-8400,40.6088376,-75.4615578,Neighborhood Health Center
BETHLEHEM,"STAR COMMUNITY HEALTH, INC.",PA,"801 Ostrum St, Bethlehem, PA 18015, USA","STAR COMMUNITY HEALTH, INC., BETHLEHEM, PA",(484) 526-4761,40.6089201,-75.39370079999998,Star Community Health Women's Health - Bethlehem
CHESTER,"CHESPENN HEALTH SERVICES, INC.",PA,"2600 W 9th St, Chester, PA 19013, USA","CHESPENN HEALTH SERVICES, INC., CHESTER, PA",(610) 485-3800,39.838041,-75.393587,Chespenn Health Services
FREDERICKTOWN,"CENTERVILLE CLINICS, INCORPORATED",PA,"1070 Old National Pike, Fredericktown, PA 15333, USA","CENTERVILLE CLINICS, INCORPORATED, FREDERICKTOWN, PA",(724) 632-6801,40.0473928,-79.98392729999998,Centerville Clinics - Joseph A. Yablonski Memorial Clinic
GREENSBORO,"CORNERSTONE CARE, INC.",PA,"7 Glassworks Rd, Greensboro, PA 15338, USA","CORNERSTONE CARE, INC., GREENSBORO, PA",(724) 943-3308,39.8008687,-79.9153781,Cornerstone Care Community Health Center of Greensboro
HARRISBURG,"HAMILTON HEALTH CENTER, INC.",PA,"1301 Sycamore St, Harrisburg, PA 17104, USA","HAMILTON HEALTH CENTER, INC., HARRISBURG, PA",(717) 230-3909,40.251105,-76.861339,Hamilton Health Center Inc
LANCASTER,LANCASTER HEALTH CENTER,PA,"304 N Water St, Lancaster, PA 17603, USA","LANCASTER HEALTH CENTER, LANCASTER, PA",(717) 299-6371,40.04325479999999,-76.3102569,Lancaster Health Center
NEW HOLLAND,WELSH MOUNTAIN HEALTH CENTERS,PA,"435 S Kinzer Ave, New Holland, PA 17557, USA","WELSH MOUNTAIN HEALTH CENTERS, NEW HOLLAND, PA",(717) 351-2400,40.09971229999999,-76.0733032,Meadow Creek Family Practice
PHILADELPHIA,"DELAWARE VALLEY COMMUNITY HEALTH, INC.",PA,"1412 Fairmount Ave, Philadelphia, PA 19130, USA","DELAWARE VALLEY COMMUNITY HEALTH, INC., PHILADELPHIA, PA",(215) 235-9600,39.9669239,-75.1614056,Delaware Valley Community Health
PHILADELPHIA,"ESPERANZA HEALTH CENTER, INC.",PA,"4417 N 6th St, Philadelphia, PA 19140, USA","ESPERANZA HEALTH CENTER, INC., PHILADELPHIA, PA",(215) 302-3600,40.0189565,-75.1364988,Esperanza Health Center
PHILADELPHIA,"GREATER PHILADELPHIA HEALTH ACTION, INCORPORATED",PA,"432 N 6th St, Philadelphia, PA 19123, USA","GREATER PHILADELPHIA HEALTH ACTION, INCORPORATED, PHILADELPHIA, PA",(215) 925-2400,39.9592238,-75.14874300000002,"GREATER PHILADELPHIA HEALTH ACTION, INC"
PHILADELPHIA,PHILADELPHIA FIGHT,PA,"1233 Locust St, Philadelphia, PA 19107, USA","PHILADELPHIA FIGHT, PHILADELPHIA, PA",(215) 985-4448,39.948075,-75.1617544,Philadelphia FIGHT
PHILADELPHIA,"PHILADELPHIA, CITY OF",PA,"Philadelphia, PA, USA","PHILADELPHIA, CITY OF, PHILADELPHIA, PA",,39.9525839,-75.1652215,Philadelphia
PHILADELPHIA,"PHILADELPHIA, CITY OF",PA,"Philadelphia, PA, USA","PHILADELPHIA, CITY OF, PHILADELPHIA, PA",,39.9525839,-75.1652215,Philadelphia
PHILADELPHIA,"PHILADELPHIA, CITY OF",PA,"Philadelphia, PA, USA","PHILADELPHIA, CITY OF, PHILADELPHIA, PA",,39.9525839,-75.1652215,Philadelphia
PHILADELPHIA,"PHILADELPHIA, CITY OF",PA,"Philadelphia, PA, USA","PHILADELPHIA, CITY OF, PHILADELPHIA, PA",,39.9525839,-75.1652215,Philadelphia
PHILADELPHIA,PROJECT H.O.M.E.,PA,"1515 Fairmount Ave, Philadelphia, PA 19130, USA","PROJECT H.O.M.E., PHILADELPHIA, PA",(215) 232-7272,39.9672135,-75.1612585,Project HOME
PHILADELPHIA,PUBLIC HEALTH MANAGEMENT CORPORATION,PA,"1500 Market St, Philadelphia, PA 19102, USA","PUBLIC HEALTH MANAGEMENT CORPORATION, PHILADELPHIA, PA",(215) 985-2500,39.9523167,-75.16648570000002,Public Health Management Corporation
PHILADELPHIA,"RESOURCES FOR HUMAN DEVELOPMENT, INC.",PA,"4800 N 5th St, Philadelphia, PA 19120, USA","RESOURCES FOR HUMAN DEVELOPMENT, INC., PHILADELPHIA, PA",(215) 329-3022,40.0244392,-75.133448,Resources For Human Development Inc
PHILADELPHIA,"SPECTRUM HEALTH SERVICES, INC.",PA,"5201 Haverford Ave, Philadelphia, PA 19139, USA","SPECTRUM HEALTH SERVICES, INC., PHILADELPHIA, PA",(215) 471-2761,39.9652863,-75.2250449,Spectrum Community Health Center (SCHC)
PITTSBURGH,"EAST LIBERTY FAMILY HEALTH CARE CENTER, INC.",PA,"6023 Harvard St, Pittsburgh, PA 15206, USA","EAST LIBERTY FAMILY HEALTH CARE CENTER, INC., PITTSBURGH, PA",(412) 661-2802,40.4629273,-79.9230037,East Liberty Family Health Care Center - East Liberty
PITTSBURGH,NORTH SIDE CHRISTIAN HEALTH CENTER,PA,"816 Middle St, Pittsburgh, PA 15212, USA","NORTH SIDE CHRISTIAN HEALTH CENTER, PITTSBURGH, PA",(412) 321-4001,40.45525,-79.99942,Northside Christian Health Center
PITTSBURGH,"PRIMARY CARE HEALTH SERVICES, INC.",PA,"7227 Hamilton Ave 2nd floor, Pittsburgh, PA 15208, USA","PRIMARY CARE HEALTH SERVICES, INC., PITTSBURGH, PA",(412) 244-7792,40.454588,-79.896213,"Primary Care Health Services, Inc."
PITTSBURGH,SQUIRREL HILL HEALTH CENTER,PA,"4516 Browns Hill Rd, Pittsburgh, PA 15217, USA","SQUIRREL HILL HEALTH CENTER, PITTSBURGH, PA",(412) 422-7442,40.4167556,-79.9253997,Squirrel Hill Health Center
POTTSTOWN,"COMMUNITY HEALTH AND DENTAL CARE, INC.",PA,"351 W Schuylkill Rd Suite G-15A, Pottstown, PA 19465, USA","COMMUNITY HEALTH AND DENTAL CARE, INC., POTTSTOWN, PA",(610) 326-9460,40.2369002,-75.6616449,Community Health & Dental Care
READING,BERKS COMMUNITY HEALTH CENTER,PA,"1110 Rockland St, Reading, PA 19604, USA","BERKS COMMUNITY HEALTH CENTER, READING, PA",(610) 988-4838,40.3643074,-75.9148101,Berks Community Health Center (Northeast Reading)
SCRANTON,"WRIGHT CENTER MEDICAL GROUP, THE",PA,"501 S Washington Ave Suite 1000, Scranton, PA 18505, USA","WRIGHT CENTER MEDICAL GROUP, THE, SCRANTON, PA",(570) 343-2383,41.40138620000001,-75.6696243,The Wright Center for Community Health | The Wright Center for Graduate Medical Education Admin Bldg
WILLIAMSPORT,"SUSQUEHANNA COMMUNITY HEALTH AND DENTAL CLINIC, INC.",PA,"471 Hepburn St, Williamsport, PA 17701, USA","SUSQUEHANNA COMMUNITY HEALTH AND DENTAL CLINIC, INC., WILLIAMSPORT, PA",(570) 567-5400,41.2421983,-77.0078411,River Valley Health & Dental Center
YORK,FAMILY FIRST HEALTH CORPORATION,PA,"116 S George St, York, PA 17401, USA","FAMILY FIRST HEALTH CORPORATION, YORK, PA",(717) 845-8617,39.960585,-76.727079,Family First Health
ARROYO,"CENTRO DE SALUD FAMILIAR DR. JULIO PALMIERI FERRI, INC.",PR,"Arroyo, 00714, Puerto Rico","CENTRO DE SALUD FAMILIAR DR. JULIO PALMIERI FERRI, INC., ARROYO, PR",(787) 839-4150,17.9684466,-66.06021700000001,Centro Salud Familiar Dr. Julio Palmieri Ferri
BARCELONETA,"SERVICIOS DE SALUD PRIMARIOS DE BARCELONETA, INC.",PR,"PR-2, Barceloneta, 00617, Puerto Rico","SERVICIOS DE SALUD PRIMARIOS DE BARCELONETA, INC., BARCELONETA, PR",(787) 846-4412,18.4301026,-66.5639949,Atlantic Medical Center
BAYAMON,COMMUNITY HEALTH FOUNDATION OF PUERTO RICO INC.,PR,"17 Calle Marginal C, Bayamón, 00961, Puerto Rico","COMMUNITY HEALTH FOUNDATION OF PUERTO RICO INC., BAYAMON, PR",(787) 780-1273,18.3958586,-66.1483478,Community Health Foundation of Puerto Rico
CAGUAS,"CORPORACION DE SALUD ASEGURADA POR NUESTRA ORGANIZACIN SOLIDARIA, INC. (S.A.N.O.S.)",PR,"Esquina Troche, Av. Rafael Cordero, Caguas, 00725, Puerto Rico","CORPORACION DE SALUD ASEGURADA POR NUESTRA ORGANIZACIN SOLIDARIA, INC. (S.A.N.O.S.), CAGUAS, PR",(787) 745-0340,18.2334003,-66.0303497,Corporacion SANOS
CAMUY,CAMUY HEALTH SERVICES INC,PR,"#63, Ave Luis Munoz Rivera, Camuy, 00627, Puerto Rico","CAMUY HEALTH SERVICES INC, CAMUY, PR",(787) 898-2660,18.483932100000004,-66.84316410000001,Camuy Health Services
CASTANER,"HOSPITAL GENERAL DE CASTANER, INC.",PR,"Carr. 135 KM 4.5, Castañer, Lares 00631, Puerto Rico","HOSPITAL GENERAL DE CASTANER, INC., CASTANER, PR",(787) 829-5010,18.1810502,-66.8331137,Hospital General Castañer
CIALES,"PRYMED MEDICAL CARE, INC.",PR,"PR-149 Km. 13, Ciales, 00638, Puerto Rico","PRYMED MEDICAL CARE, INC., CIALES, PR",(787) 871-0601,18.3413649,-66.4689863,Prymed Medical Care. Inc.
CIDRA,CORPORACION DE SERVICIOS DE SALUD Y MEDICINA AVANZADA,PR,"Ave El Jibaro Carr #172 Km 13.5 Bo, Cidra, 00739, Puerto Rico","CORPORACION DE SERVICIOS DE SALUD Y MEDICINA AVANZADA, CIDRA, PR",(787) 739-8182,18.1786201,-66.154489,COSSMA Cidra
GURABO,"NEOMED CENTER, INC.",PR,"941 Salida Bo. Jaguas Calle, Gurabo, 00778, Puerto Rico","NEOMED CENTER, INC., GURABO, PR",(787) 737-2311,18.257712,-65.97497,"NeoMed Center, Inc. - Gurabo Center"
HATILLO,CORPORACION DE SERVICIOS MEDICO PRIMARIO Y PREVENCION DE HATILLO,PR,"Hatillo, 00659, Puerto Rico","CORPORACION DE SERVICIOS MEDICO PRIMARIO Y PREVENCION DE HATILLO, HATILLO, PR",(787) 898-4190,18.4873643,-66.82556389999999,Corporación de Servicios Médicos IPA-19
LARES,"CENTRO DE SALUD DE LARES, INC.",PR,"Lares, 00669, Puerto Rico","CENTRO DE SALUD DE LARES, INC., LARES, PR",(787) 897-2727,18.290622600000006,-66.8853835,Centros Integrados de Servicios de Salud Lares
LOIZA,"CONCILIO DE SALUD INTEGRAL DE LOIZA, INC.",PR,"PR-187, Loíza, 00772, Puerto Rico","CONCILIO DE SALUD INTEGRAL DE LOIZA, INC., LOIZA, PR",(787) 876-2042,18.4268944,-65.88016139999999,"Integral Health Council of Loiza, Inc."
MAYAGUEZ,"MIGRANT HEALTH CENTER WESTERN REGION, INC.",PR,"Calle Ramón Emeterio Betances, #392 sur, Mayagüez 00681, Puerto Rico","MIGRANT HEALTH CENTER WESTERN REGION, INC., MAYAGUEZ, PR",(787) 805-2900,18.1847052,-67.143209,Migrant Health Center Clinica Mayaguez
MOROVIS,MOROVIS COMMUNITY HEALTH CENTER INC,PR,"#2 Carr Patron, Morovis, 00687, Puerto Rico","MOROVIS COMMUNITY HEALTH CENTER INC, MOROVIS, PR",(787) 862-3000,18.326366,-66.40442,Morovis Community Health Center
NARANJITO,SALUD INTEGRAL EN LA MONTANA INC,PR,"Cedro Arriba, Naranjito 00782, Puerto Rico","SALUD INTEGRAL EN LA MONTANA INC, NARANJITO, PR",(787) 869-5900,18.2588079,-66.2824541,"Salud Integral en la Montaña, Inc. Clinica La Montaña"
PATILLAS,CENTRO DE SERVICIOS PRIMARIOS DE SALUD DE PATILLAS INC,PR,"99 Cll Guillermo Riefkohl, Patillas, 00723, Puerto Rico","CENTRO DE SERVICIOS PRIMARIOS DE SALUD DE PATILLAS INC, PATILLAS, PR",(787) 839-4320,18.0036952,-66.0131466,Centro de Servicios Primarios de Salud de Patillas
PONCE,"MED CENTRO, INC.",PR,"1034 Av. Hostos, Ponce, 00716, Puerto Rico","MED CENTRO, INC., PONCE, PR",(787) 843-9393,17.9919697,-66.6157806,"Med Centro, Inc."
RINCON,COSTA SALUD COMMUNITY HEALTH CENTERS INC.,PR,"Rincon, Rincón 00677, Puerto Rico","COSTA SALUD COMMUNITY HEALTH CENTERS INC., RINCON, PR",(787) 823-5500,18.3388866,-67.2518856,Costa Salud Community Health Center
SAN JUAN,"HPM FOUNDATION, INC",PR,"Avenida Borinquen, San Juan, 00915, Puerto Rico","HPM FOUNDATION, INC, SAN JUAN, PR",(787) 268-4171,18.4376724,-66.056066,Health ProMed
SAN JUAN,MUNICIPIO DE SAN JUAN,PR,"San Juan, Puerto Rico","MUNICIPIO DE SAN JUAN, SAN JUAN, PR",,18.4655394,-66.1057355,San Juan
SAN JUAN,"PUERTO RICO COMMUNITY NETWORK FOR CLINICAL SERVICES, RESEARCH AND HEALTH ADVANCEMENT (PRCONCRA) INC.",PR,"Urb. García Ubarri, #1162, Calle Brumbaugh, San Juan, 00925, Puerto Rico","PUERTO RICO COMMUNITY NETWORK FOR CLINICAL SERVICES, RESEARCH AND HEALTH ADVANCEMENT (PRCONCRA) INC., SAN JUAN, PR",(787) 753-9437,18.3966848,-66.05220820000001,PR CoNCRA
CRANSTON,"COMPREHENSIVE COMMUNITY ACTION, INC.",RI,"111 Francis St, Providence, RI 02908, USA","COMPREHENSIVE COMMUNITY ACTION, INC., CRANSTON, RI",,41.8281064,-71.4158428,"Comprehensive Community Action,Inc."
HOPE VALLEY,"WOOD RIVER HEALTH SERVICES, INC.",RI,"823 Main St, Hope Valley, RI 02832, USA","WOOD RIVER HEALTH SERVICES, INC., HOPE VALLEY, RI",(401) 539-2461,41.489782,-71.736562,Wood River Health Services
NEWPORT,EAST BAY COMMUNITY ACTION PROGRAM,RI,"6 John H Chafee Blvd, Newport, RI 02840, USA","EAST BAY COMMUNITY ACTION PROGRAM, NEWPORT, RI",(401) 848-2160,41.5169941,-71.31247929999998,East Bay Community Action Program
PASCOAG,NORTHWEST COMMUNITY HEALTH CARE,RI,"36 Bridge Way, Pascoag, RI 02859, USA","NORTHWEST COMMUNITY HEALTH CARE, PASCOAG, RI",(401) 285-5101,41.95678,-71.702394,Northwest Community Health Cr
PAWTUCKET,"BLACKSTONE VALLEY COMMUNITY HEALTH CARE, INC.",RI,"39 East Ave, Pawtucket, RI 02860, USA","BLACKSTONE VALLEY COMMUNITY HEALTH CARE, INC., PAWTUCKET, RI",(401) 722-0081,41.8764102,-71.3866984,Blackstone Valley Community Health Care
PROVIDENCE,"PROVIDENCE COMMUNITY HEALTH CENTERS, INC., THE",RI,"375 Allens Ave, Providence, RI 02905, USA","PROVIDENCE COMMUNITY HEALTH CENTERS, INC., THE, PROVIDENCE, RI",(401) 444-0400,41.8028161,-71.40166490000001,Providence Community Health Centers
WOONSOCKET,THUNDERMIST HEALTH CENTER,RI,"450 Clinton St, Woonsocket, RI 02895, USA","THUNDERMIST HEALTH CENTER, WOONSOCKET, RI",(401) 767-4100,42.0070571,-71.5063171,Thundermist Health Center of Woonsocket
CHARLESTON,"FETTER HEALTH CARE NETWORK, INC.",SC,"51 Nassau St, Charleston, SC 29403, USA","FETTER HEALTH CARE NETWORK, INC., CHARLESTON, SC",(843) 722-4112,32.7939273,-79.9388134,Fetter Health Care Network - Charleston Health Center & Corporate Office
CLEARWATER,"RURAL HEALTH SERVICES, INC.",SC,"4645 Augusta Rd, Beech Island, SC 29842, USA","RURAL HEALTH SERVICES, INC., CLEARWATER, SC",(803) 593-9283,33.4941021,-81.89709090000002,"Rural Health Services, Inc"
COLUMBIA,EAU CLAIRE COOPERATIVE HEALTH CENTER,SC,"4605 Monticello Rd Building B, Suite 2, Columbia, SC 29203, USA","EAU CLAIRE COOPERATIVE HEALTH CENTER, COLUMBIA, SC",(803) 753-5590,34.0459609,-81.04380959999997,Eau Claire Walk-In
CONWAY,"HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.",SC,"1608 Main St, Conway, SC 29526, USA","HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC., CONWAY, SC",(843) 248-4700,33.8509838,-79.0563667,Health Care Partners Of South Carolina
FAIRFAX,"LOW COUNTRY HEALTH CARE SYSTEM, INC.",SC,"333 Revolutionary Trail, Fairfax, SC 29827, USA","LOW COUNTRY HEALTH CARE SYSTEM, INC., FAIRFAX, SC",(803) 632-2533,32.9658573,-81.249802,"Low Country Health Care System, Inc."
FLORENCE,"HOPEHEALTH, INC.",SC,"360 N Irby St, Florence, SC 29501, USA","HOPEHEALTH, INC., FLORENCE, SC",(843) 667-9414,34.2023486,-79.7681353,HopeHealth
GREENVILLE,"NEW HORIZON FAMILY HEALTH SERVICES, INC",SC,"975 W Faris Rd, Greenville, SC 29605, USA","NEW HORIZON FAMILY HEALTH SERVICES, INC, GREENVILLE, SC",(864) 729-8330,34.815959,-82.414598,New Horizon Family Health Services
HARTSVILLE,CARE SOUTH CAROLINA INC,SC,"201 S 5th St, Hartsville, SC 29550, USA","CARE SOUTH CAROLINA INC, HARTSVILLE, SC",(843) 857-0111,34.37300820000001,-80.0722992,CareSouth Carolina
LITTLE RIVER,"LITTLE RIVER MEDICAL CENTER, INC.",SC,"4303 Live Oak Dr, Little River, SC 29566, USA","LITTLE RIVER MEDICAL CENTER, INC., LITTLE RIVER, SC",(843) 663-8000,33.8832359,-78.5987243,Little River Medical Center
MCCLELLANVLE,ST. JAMES HEALTH AND WELLNESS INC.,SC,"1189 Tibwin Rd, McClellanville, SC 29458, USA","ST. JAMES HEALTH AND WELLNESS INC., MCCLELLANVLE, SC",(843) 887-3274,33.0821113,-79.5114593,St. James Health and Wellness
ORANGEBURG,"FAMILY HEALTH CENTERS, INC.",SC,"3310 Magnolia St, Orangeburg, SC 29115, USA","FAMILY HEALTH CENTERS, INC., ORANGEBURG, SC",(803) 531-6900,33.5285027,-80.8384648,"Family Health Centers, Inc."
RIDGELAND,"BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICES, INCORPORATED",SC,"Family Medical Center, 1520 Grays Hwy, Ridgeland, SC 29936, USA","BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICES, INCORPORATED, RIDGELAND, SC",(843) 726-3979,32.49689480000001,-80.9856033,Beaufort Jasper Hampton Comprehensive Health Services
ROCK HILL,"COMMUNITY MEDICINE FOUNDATION, INC.",SC,"1131 Saluda St, Rock Hill, SC 29730, USA","COMMUNITY MEDICINE FOUNDATION, INC., ROCK HILL, SC",(803) 325-7744,34.9072251,-81.0293365,Community Medicine Foundation
SENECA,ROSA CLARK MEDICAL CLINIC INC,SC,"528 Bypass 123 Suite C, Seneca, SC 29678, USA","ROSA CLARK MEDICAL CLINIC INC, SENECA, SC",(864) 882-9743,34.6980736,-82.95505179999998,United Way of Oconee County
HOWARD,HORIZON HEALTH CARE INC,SD,"109 N Main St, Howard, SD 57349, USA","HORIZON HEALTH CARE INC, HOWARD, SD",(605) 772-4525,44.0112629,-97.5268854,Horizon Health Care Administration Office
BENTON,OCOEE REGIONAL HEALTH CORPORATION,TN,"6784 US-411, Benton, TN 37307, USA","OCOEE REGIONAL HEALTH CORPORATION, BENTON, TN",(423) 338-2831,35.18656400000001,-84.6358355,Ocoee Regional Health Corporation
CHATTANOOGA,CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,TN,"921 E 3rd St, Chattanooga, TN 37403, USA","CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY, CHATTANOOGA, TN",(423) 209-8000,35.0484961,-85.2920073,Hamilton County Health Department
COOKEVILLE,"HEALTH, TENNESSEE DEPT OF",TN,"701 County Services Dr, Cookeville, TN 38501, USA","HEALTH, TENNESSEE DEPT OF, COOKEVILLE, TN",(931) 528-2531,36.1494165,-85.5229902,Putnam County Health Department
KNOXVILLE,CHEROKEE HEALTH SYSTEMS,TN,"2018 Western Ave, Knoxville, TN 37921, USA","CHEROKEE HEALTH SYSTEMS, KNOXVILLE, TN",(865) 544-0406,35.9665829,-83.9453236,Cherokee Health Systems: Allen William PHD
MEMPHIS,"CHRIST COMMUNITY HEALTH SERVICES, INC.",TN,"2569 Douglass Ave, Memphis, TN 38114, USA","CHRIST COMMUNITY HEALTH SERVICES, INC., MEMPHIS, TN",(901) 842-3164,35.1096896,-89.9767585,Christ Community Health Services
MEMPHIS,"MEMPHIS HEALTH CENTER, INC.",TN,"360 E E.H.Crump Blvd, Memphis, TN 38126, USA","MEMPHIS HEALTH CENTER, INC., MEMPHIS, TN",(901) 261-2000,35.1247037,-90.050498,"Memphis Health Center, Inc."
MEMPHIS,TRI-STATE COMMUNITY HEALTH CENTER,TN,"4041 Knight Arnold Rd, Memphis, TN 38118, USA","TRI-STATE COMMUNITY HEALTH CENTER, MEMPHIS, TN",(901) 572-1573,35.064367100000005,-89.92863129999998,Tri-State Community Health Center
NASHVILLE,"MATTHEW WALKER COMPREHENSIVE HEALTH CENTER, INC.",TN,"1035 14th Ave N, Nashville, TN 37208, USA","MATTHEW WALKER COMPREHENSIVE HEALTH CENTER, INC., NASHVILLE, TN",(615) 327-9400,36.170308,-86.8011117,Matthew Walker Comprehensive Health Center
NASHVILLE,TENNESSEE DEPT OF HEALTH,TN,"665 Mainstream Dr, Nashville, TN 37243, USA","TENNESSEE DEPT OF HEALTH, NASHVILLE, TN",(615) 741-3011,36.1958299,-86.818922,Tennessee Department of Health
NASHVILLE,TENNESSEE STATE DEPARTMENT OF HEALTH,TN,"665 Mainstream Dr, Nashville, TN 37243, USA","TENNESSEE STATE DEPARTMENT OF HEALTH, NASHVILLE, TN",(615) 741-3011,36.1958299,-86.818922,Tennessee Department of Health
NASHVILLE,"UNITED NEIGHBORHOOD HEALTH SERVICES, INC.",TN,"419 Welshwood Dr, Nashville, TN 37211, USA","UNITED NEIGHBORHOOD HEALTH SERVICES, INC., NASHVILLE, TN",(615) 227-3000,36.0824696,-86.7302031,Neighborhood Health at Welshwood
ROGERSVILLE,"RURAL HEALTH SERVICES CONSORTIUM, INC.",TN,"4307 TN-66, Rogersville, TN 37857, USA","RURAL HEALTH SERVICES CONSORTIUM, INC., ROGERSVILLE, TN",(423) 921-1600,36.3963268,-83.0163072,"Rural Health Services Consortium, Inc."
WESTMORELAND,HOPE FAMILY HEALTH SERVICES,TN,"1124 New Highway 52,, Westmoreland, TN 37186, USA","HOPE FAMILY HEALTH SERVICES, WESTMORELAND, TN",(615) 644-2000,36.5526273,-86.239818,Hope Family Health Services
ALICE,COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,TX,"700 N Flournoy Rd, Alice, TX 78332, USA","COMMUNITY ACTION CORPORATION OF SOUTH TEXAS, ALICE, TX",(361) 664-3171,27.7644004,-98.0472946,Community Action Corporation of South Texas Enrollment
ALVIN,"STEPHEN F. AUSTIN COMMUNITY HEALTH CENTER, INC.",TX,"1111 W Adoue St, Alvin, TX 77511, USA","STEPHEN F. AUSTIN COMMUNITY HEALTH CENTER, INC., ALVIN, TX",(281) 824-1480,29.4196538,-95.2550946,Adoue Family Health Center
AUSTIN,PEOPLE'S COMMUNITY CLINIC,TX,"1101 Camino La Costa, Austin, TX 78752, USA","PEOPLE'S COMMUNITY CLINIC, AUSTIN, TX",(512) 478-4939,30.324148,-97.6994011,People's Community Clinic
AUSTIN,TRAVIS COUNTY HEALTHCARE DISTRICT,TX,"1111 E Cesar Chavez St, Austin, TX 78702, USA","TRAVIS COUNTY HEALTHCARE DISTRICT, AUSTIN, TX",(512) 978-8000,30.2595002,-97.7331915,Central Health
BAY CITY,MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM CORPORATION,TX,"101 Avenue F, Bay City, TX 77414, USA","MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM CORPORATION, BAY CITY, TX",(979) 245-2008,29.0034529,-95.9718897,MEHOP
