Health Center Name,City,State,Status,address,phone,lon,lat
"CENTER STREET COMMUNITY CLINIC, INC.",MARION,OH,Invited,,,,
SHAWNEE MENTAL HEALTH CENTER INC,PORTSMOUTH,OH,Invited,,,,
"ERIE, COUNTY OF",SANDUSKY,OH,Invited,,,,
"OHIO NORTH EAST HEALTH SYSTEMS, INC.",YOUNGSTOWN,OH,Invited,,,,
SHORTGRASS COMMUNITY HEALTH CENTER INC.,HOLLIS,OK,Invited,,,,
"VARIETY CARE, INC.",OKLAHOMA CITY,OK,Participating,,,,
STIGLER HEALTH & WELLNESS CENTER INC.,STIGLER,OK,Invited,,,,
"COMMUNITY HEALTH CONNECTION, INC.",TULSA,OK,Invited,"9912 E 21st St, Tulsa, OK",918-622-0641,-95.86589092,36.13335912
VIRGINIA GARCIA MEMORIAL HEALTH CENTER,ALOHA,OR,Participating,,,,
COUNTY OF LANE,EUGENE,OR,Participating,,,,
WHITE BIRD CLINIC,EUGENE,OR,Invited,"341 E 12th Ave, Eugene, OR",541-342-8255,-123.087756,44.04664747
"SISKIYOU COMMUNITY HEALTH CENTER, INC.",GRANTS PASS,OR,Invited,,,,
"LA CLINICA DEL VALLE FAMILY HEALTH CARE CENTER, INC.",MEDFORD,OR,Invited,,,,
"CLACKAMAS, COUNTY OF",OREGON CITY,OR,Invited,,,,
"MULTNOMAH, COUNTY OF",PORTLAND,OR,Participating,,,,
NATIVE AMERICAN REHABILITATION ASSOCIATION INC,PORTLAND,OR,Invited,,,,
NEIGHBORHOOD HEALTH CENTER,PORTLAND,OR,Participating,,,,
OUTSIDE IN,PORTLAND,OR,Invited,"1132 SW 13th Ave, Portland, OR",503-535-3804,-122.68680990000001,45.51771099
"WALLACE MEDICAL CONCERN, THE",PORTLAND,OR,Invited,,,,
MOSAICMEDICAL,PRINEVILLE,OR,Invited,,,,
TILLAMOOK COUNTY,TILLAMOOK,OR,Invited,,,,
REPUBLIC OF PALAU,PALAU,PW,Invited,,,,
NEIGHBORHOOD HEALTH CENTERS OF LEHIGH VALLEY,ALLENTOWN,PA,Invited,,,,
"STAR COMMUNITY HEALTH, INC.",BETHLEHEM,PA,Invited,,,,
"CHESPENN HEALTH SERVICES, INC.",CHESTER,PA,Invited,,,,
"CENTERVILLE CLINICS, INCORPORATED",FREDERICKTOWN,PA,Invited,,,,
"CORNERSTONE CARE, INC.",GREENSBORO,PA,Invited,,,,
"HAMILTON HEALTH CENTER, INC.",HARRISBURG,PA,Invited,,,,
LANCASTER HEALTH CENTER,LANCASTER,PA,Invited,,,,
WELSH MOUNTAIN HEALTH CENTERS,NEW HOLLAND,PA,Invited,,,,
"DELAWARE VALLEY COMMUNITY HEALTH, INC.",PHILADELPHIA,PA,Participating,,,,
"ESPERANZA HEALTH CENTER, INC.",PHILADELPHIA,PA,Invited,,,,
"GREATER PHILADELPHIA HEALTH ACTION, INCORPORATED",PHILADELPHIA,PA,Invited,,,,
PHILADELPHIA FIGHT,PHILADELPHIA,PA,Invited,,,,
"PHILADELPHIA, CITY OF",PHILADELPHIA,PA,Invited,,,,
"PHILADELPHIA, CITY OF",PHILADELPHIA,PA,Invited,,,,
PROJECT H.O.M.E.,PHILADELPHIA,PA,Invited,,,,
PUBLIC HEALTH MANAGEMENT CORPORATION,PHILADELPHIA,PA,Participating,,,,
"RESOURCES FOR HUMAN DEVELOPMENT, INC.",PHILADELPHIA,PA,Participating,,,,
"SPECTRUM HEALTH SERVICES, INC.",PHILADELPHIA,PA,Invited,,,,
"EAST LIBERTY FAMILY HEALTH CARE CENTER, INC.",PITTSBURGH,PA,Invited,,,,
NORTH SIDE CHRISTIAN HEALTH CENTER,PITTSBURGH,PA,Invited,"816 Middle Rd, Pittsburgh, PA",412-321-4001,-80.01401477,40.37536981
"PRIMARY CARE HEALTH SERVICES, INC.",PITTSBURGH,PA,Invited,,,,
SQUIRREL HILL HEALTH CENTER,PITTSBURGH,PA,Invited,"4516 Browns Hill Rd, Pittsburgh, PA",412-422-7442,-79.92578852,40.4168995
"COMMUNITY HEALTH AND DENTAL CARE, INC.",POTTSTOWN,PA,Invited,,,,
BERKS COMMUNITY HEALTH CENTER,READING,PA,Invited,"838 Penn St, Reading, PA",610-988-4838,-75.92107359999999,40.33521308
"WRIGHT CENTER MEDICAL GROUP, THE",SCRANTON,PA,Invited,,,,
"SUSQUEHANNA COMMUNITY HEALTH AND DENTAL CLINIC, INC.",WILLIAMSPORT,PA,Participating,,,,
FAMILY FIRST HEALTH CORPORATION,YORK,PA,Invited,"116 S George St, York, PA",717-846-1995,-76.72684087,39.96075252
"CENTRO DE SALUD FAMILIAR DR. JULIO PALMIERI FERRI, INC.",ARROYO,PR,Invited,,,,
"SERVICIOS DE SALUD PRIMARIOS DE BARCELONETA, INC.",BARCELONETA,PR,Invited,,,,
COMMUNITY HEALTH FOUNDATION OF PUERTO RICO INC.,BAYAMON,PR,Invited,,,,
"CORPORACION DE SALUD ASEGURADA POR NUESTRA ORGANIZACIN SOLIDARIA, INC. (S.A.N.O.S.)",CAGUAS,PR,Invited,,,,
CAMUY HEALTH SERVICES INC,CAMUY,PR,Invited,,,,
"HOSPITAL GENERAL DE CASTANER, INC.",CASTANER,PR,Invited,,,,
"PRYMED MEDICAL CARE, INC.",CIALES,PR,Invited,"13 Carr 149, Ciales, PR",787-871-0601,-66.46857653,18.33855671
CORPORACION DE SERVICIOS DE SALUD Y MEDICINA AVANZADA,CIDRA,PR,Invited,,,,
"NEOMED CENTER, INC.",GURABO,PR,Invited,,,,
CORPORACION DE SERVICIOS MEDICO PRIMARIO Y PREVENCION DE HATILLO,HATILLO,PR,Invited,,,,
"CENTRO DE SALUD DE LARES, INC.",LARES,PR,Invited,,,,
"CONCILIO DE SALUD INTEGRAL DE LOIZA, INC.",LOIZA,PR,Invited,"187 PR-188, Canóvanas, PR",787-876-3130,-65.88815775,18.39733717
"MIGRANT HEALTH CENTER WESTERN REGION, INC.",MAYAGUEZ,PR,Participating,,,,
MOROVIS COMMUNITY HEALTH CENTER INC,MOROVIS,PR,Invited,,,,
SALUD INTEGRAL EN LA MONTANA INC,NARANJITO,PR,Participating,,,,
CENTRO DE SERVICIOS PRIMARIOS DE SALUD DE PATILLAS INC,PATILLAS,PR,Participating,,,,
"MED CENTRO, INC.",PONCE,PR,Participating,,,,
COSTA SALUD COMMUNITY HEALTH CENTERS INC.,RINCON,PR,Invited,,,,
"HPM FOUNDATION, INC",SAN JUAN,PR,Invited,,,,
MUNICIPIO DE SAN JUAN,SAN JUAN,PR,Invited,,,,
"PUERTO RICO COMMUNITY NETWORK FOR CLINICAL SERVICES, RESEARCH AND HEALTH ADVANCEMENT (PRCONCRA) INC.",SAN JUAN,PR,Invited,,,,
"COMPREHENSIVE COMMUNITY ACTION, INC.",CRANSTON,RI,Invited,,,,
"WOOD RIVER HEALTH SERVICES, INC.",HOPE VALLEY,RI,Invited,"823 Main St, Hope Valley, RI",401-539-2461,-71.7360673,41.4891714
EAST BAY COMMUNITY ACTION PROGRAM,NEWPORT,RI,Invited,,,,
NORTHWEST COMMUNITY HEALTH CARE,PASCOAG,RI,Invited,,,,
"BLACKSTONE VALLEY COMMUNITY HEALTH CARE, INC.",PAWTUCKET,RI,Invited,"39 East Ave, Pawtucket, RI",401-722-0081,-71.38488777,41.87643183
"PROVIDENCE COMMUNITY HEALTH CENTERS, INC., THE",PROVIDENCE,RI,Participating,,,,
THUNDERMIST HEALTH CENTER,WOONSOCKET,RI,Participating,,,,
"FETTER HEALTH CARE NETWORK, INC.",CHARLESTON,SC,Participating,,,,
"RURAL HEALTH SERVICES, INC.",CLEARWATER,SC,Invited,,,,
EAU CLAIRE COOPERATIVE HEALTH CENTER,COLUMBIA,SC,Invited,,,,
"HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.",CONWAY,SC,Invited,,,,
"LOW COUNTRY HEALTH CARE SYSTEM, INC.",FAIRFAX,SC,Invited,,,,
"HOPEHEALTH, INC.",FLORENCE,SC,Invited,"600 E Palmetto St, Florence, SC",843-667-9414,-79.75891799,34.19362301
"NEW HORIZON FAMILY HEALTH SERVICES, INC",GREENVILLE,SC,Invited,,,,
CARE SOUTH CAROLINA INC,HARTSVILLE,SC,Invited,,,,
"LITTLE RIVER MEDICAL CENTER, INC.",LITTLE RIVER,SC,Invited,,,,
ST. JAMES HEALTH AND WELLNESS INC.,MCCLELLANVLE,SC,Invited,,,,
"FAMILY HEALTH CENTERS, INC.",ORANGEBURG,SC,Invited,"3310 Magnolia St, Orangeburg, SC",803-531-8951,-80.83889587,33.52886919
"BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICES, INCORPORATED",RIDGELAND,SC,Invited,,,,
"COMMUNITY MEDICINE FOUNDATION, INC.",ROCK HILL,SC,Invited,"1131 Saluda St, Rock Hill, SC",803-325-7744,-81.02996697,34.90748385
ROSA CLARK MEDICAL CLINIC INC,SENECA,SC,Invited,,,,
HORIZON HEALTH CARE INC,HOWARD,SD,Participating,,,,
OCOEE REGIONAL HEALTH CORPORATION,BENTON,TN,Invited,,,,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,CHATTANOOGA,TN,Invited,,,,
"HEALTH, TENNESSEE DEPT OF",COOKEVILLE,TN,Invited,,,,
CHEROKEE HEALTH SYSTEMS,KNOXVILLE,TN,Participating,,,,
"CHRIST COMMUNITY HEALTH SERVICES, INC.",MEMPHIS,TN,Invited,,,,
"MEMPHIS HEALTH CENTER, INC.",MEMPHIS,TN,Invited,"360 E Eh Crump Blvd, Memphis, TN",901-261-2000,-90.05019901,35.12451701
TRI-STATE COMMUNITY HEALTH CENTER,MEMPHIS,TN,Invited,,,,
"MATTHEW WALKER COMPREHENSIVE HEALTH CENTER, INC.",NASHVILLE,TN,Invited,,,,
TENNESSEE DEPT OF HEALTH,NASHVILLE,TN,Invited,,,,
TENNESSEE STATE DEPARTMENT OF HEALTH,NASHVILLE,TN,Invited,,,,
"UNITED NEIGHBORHOOD HEALTH SERVICES, INC.",NASHVILLE,TN,Invited,,,,
"RURAL HEALTH SERVICES CONSORTIUM, INC.",ROGERSVILLE,TN,Invited,,,,
HOPE FAMILY HEALTH SERVICES,WESTMORELAND,TN,Invited,"214 Beriah Blvd, Salyersville, TN",606-349-5126,-83.05430999,37.74459002
COMMUNITY ACTION CORPORATION OF SOUTH TEXAS,ALICE,TX,Participating,,,,
"STEPHEN F. AUSTIN COMMUNITY HEALTH CENTER, INC.",ALVIN,TX,Invited,,,,
PEOPLE'S COMMUNITY CLINIC,AUSTIN,TX,Invited,"2909 N Interstate 35, Austin, TX",512-478-4939,-97.72324799,30.28748598
TRAVIS COUNTY HEALTHCARE DISTRICT,AUSTIN,TX,Participating,,,,
MATAGORDA EPISCOPAL HEALTH OUTREACH PROGRAM CORPORATION,BAY CITY,TX,Invited,,,,
HEALTH CENTER OF SOUTHEAST TEXAS,CLEVELAND,TX,Invited,"307 N William Barnett Ave, Cleveland, TX",281-592-2224,-95.08346632,30.344305600000006
"BRAZOS VALLEY COMMUNITY ACTION AGENCY, INC.",COLLEGE STA,TX,Invited,,,,
"LONE STAR COMMUNITY HEALTH CENTER, INC",CONROE,TX,Invited,,,,
AMISTAD COMMUNITY HEALTH CENTER.,CORPUS CHRISTI,TX,Invited,,,,
"COASTAL BEND WELLNESS FOUNDATION, INC.",CORPUS CHRISTI,TX,Invited,,,,
"SOUTH TEXAS RURAL HEALTH SERVICES, INC",COTULLA,TX,Invited,,,,
VIDAYSALUD HEALTH SYSTEM INC,CRYSTAL CITY,TX,Invited,,,,
DALLAS COUNTY HOSPITAL DISTRICT,DALLAS,TX,Invited,,,,
"HEALING HANDS MINISTRIES, INC.",DALLAS,TX,Invited,,,,
"LOS BARRIOS UNIDOS COMMUNITY CLINIC, INC.",DALLAS,TX,Invited,"809 Singleton Blvd, Dallas, TX",214-571-6132,-96.83631003,32.77857746
"LOS BARRIOS UNIDOS COMMUNITY CLINIC, INC.",DALLAS,TX,Invited,"3111 Sylvan Ave, Dallas, TX",214-571-6132,-96.83589781,32.78011143
MARTIN LUTHER KING JR FAMILY CLINIC INC,DALLAS,TX,Invited,,,,
MISSION EAST DALLAS AND METROPLEX PROJECT,DALLAS,TX,Invited,"4550 Gus Thomasson Rd Ste 36, Mesquite, TX",972-682-8917,-96.64731001,32.82608001
UNITED MEDICAL CENTERS,EAGLE PASS,TX,Participating,,,,
"CENTRO DE SALUD FAMILIAR LA FE, INC",EL PASO,TX,Invited,,,,
CENTRO SAN VICENTE,EL PASO,TX,Participating,"8061 Alameda Ave, El Paso, TX",915-859-7545,-106.35556480000001,31.72322272
PROJECT VIDA HEALTH CENTER,EL PASO,TX,Invited,,,,
NORTH TEXAS AREA COMMUNITY HEALTH CENTERS INC,FORT WORTH,TX,Invited,,,,
LONE STAR CIRCLE OF CARE,GEORGETOWN,TX,Participating,,,,
"COMMUNITY HEALTH CENTERS OF SOUTH CENTRAL TEXAS, INC.",GONZALES,TX,Invited,"228 Saint George St, Gonzales, TX",830-672-6511 x205,-97.45483095,29.50186365
SU CLINICA FAMILIAR,HARLINGEN,TX,Invited,,,,
"ASIAN AMERICAN HEALTH COALITION OF THE GREATER HOUSTON AREA, INC.",HOUSTON,TX,Invited,,,,
BEE BUSY WELLNESS CENTER,HOUSTON,TX,Invited,"8785 W Bellfort St, Houston, TX",713-771-2292,-95.53094847,29.65593761
BEE BUSY WELLNESS CENTER,HOUSTON,TX,Invited,"9896 Bissonnet St Ste 625, Houston, TX",713-774-8800,-95.552598,29.67804899
EL CENTRO DEL CORAZON,HOUSTON,TX,Invited,,,,
HARRIS HEALTH SYSTEM,HOUSTON,TX,Invited,,,,
HEALTH CARE FOR THE HOMELESS-HOUSTON,HOUSTON,TX,Invited,,,,
"HOUSTON AREA COMMUNITY SERVICES, INC.",HOUSTON,TX,Invited,,,,
"HOUSTON COMMUNITY HEALTH CENTERS, INC.",HOUSTON,TX,Invited,,,,
"LEGACY COMMUNITY HEALTH SERVICES, INC.",HOUSTON,TX,Participating,,,,
SAINT HOPE FOUNDATION,HOUSTON,TX,Invited,,,,
SPRING BRANCH COMMUNITY HEALTH CENTER,HOUSTON,TX,Invited,,,,
GATEWAY COMMUNITY HEALTH CENTER INC,LAREDO,TX,Participating,,,,
SOUTH PLAINS RURAL HEALTH SERVICES INC,LEVELLAND,TX,Invited,,,,
"SPECIAL HEALTH RESOURCES FOR TEXAS, INCORPORATED",LONGVIEW,TX,Invited,,,,
"COMMUNITY HEALTH CENTER OF LUBBOCK, INC., THE",LUBBOCK,TX,Invited,,,,
MIDLAND COMMUNITY HEALTHCARE SERVICES,MIDLAND,TX,Invited,,,,
"PASADENA HEALTH CENTER, INC.",PASADENA,TX,Invited,,,,
"NUESTRA CLINICA DEL VALLE, INC.",PHARR,TX,Invited,,,,
"REGENCE HEALTH NETWORK, INC.",PLAINVIEW,TX,Invited,,,,
"ATASCOSA HEALTH CENTER, INC.",PLEASANTON,TX,Invited,,,,
"GULF COAST HEALTH CENTER, INC.",PORT ARTHUR,TX,Invited,,,,
"FORT BEND FAMILY HEALTH CENTER, INC.",RICHMOND,TX,Invited,,,,
"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",SAN ANTONIO,TX,Participating,,,,
EL CENTRO DEL BARRIO,SAN ANTONIO,TX,Participating,,,,
"CACTUS HEALTH SERVICES, INC.",SANDERSON,TX,Invited,"700 N Main St, Fort Stockton, TX",432-336-8110,-102.8791026,30.89107735
COASTAL HEALTH & WELLNESS,TEXAS CITY,TX,Invited,,,,
TYLER FAMILY CIRCLE OF CARE,TYLER,TX,Invited,,,,
COMMUNITY HEALTH DEVELOPMENT INC,UVALDE,TX,Invited,,,,
"HEART OF TEXAS COMMUNITY HEALTH CENTER, INC.",WACO,TX,Invited,,,,
"PAIUTE INDIAN TRIBE OF UTAH, THE",CEDAR CITY,UT,Invited,,,,
CARBON MEDICAL SERVICE ASSOCIATION INCORPORATED,EAST CARBON,UT,Invited,,,,
"BEAR LAKE COMMUNITY HEALTH CENTER, INC.",GARDEN CITY,UT,Invited,"325 W Logan Rd, Garden City, UT",435-946-3660,-111.4012895,41.94680974
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,UT,Participating,"12716 NE 36th St, Choctaw, UT",405-203-7628,-97.30549075,35.507619399999996
UTAH PARTNERS FOR HEALTH,MIDVALE,UT,Invited,,,,
"UTAH NAVAJO HEALTH SYSTEM, INC.",MONTEZUMA CREEK,UT,Invited,,,,
"MOUNTAINLANDS COMMUNITY HEALTH CENTER, INC",PROVO,UT,Invited,,,,
"WASATCH HOMELESS HEALTH CARE, INC.",SALT LAKE CTY,UT,Invited,,,,
"FIVE-TOWN HEALTH ALLIANCE, INC.",BRISTOL,VT,Invited,,,,
NORTHEAST WASHINGTON COUNTY COMMUNITY HEALTH INC,PLAINFIELD,VT,Invited,,,,
"RICHFORD HEALTH CENTER, INC.",RICHFORD,VT,Participating,,,,
FREDERIKSTED HEALTH CARE INC,ST CROIX,VI,Participating,,,,
ST THOMAS EAST END MEDICAL CENTER CORPORATION,ST THOMAS,VI,Invited,,,,
NEIGHBORHOOD HEALTH,ALEXANDRIA,VA,Participating,,,,
BLUE RIDGE MEDICAL CENTER INC,ARRINGTON,VA,Invited,,,,
PIEDMONT ACCESS TO HEALTH SERVICES INC,DANVILLE,VA,Participating,,,,
"HORIZON HEALTH SERVICES, INC.",IVOR,VA,Invited,,,,
LOUDOUN COMMUNITY HEALTH CENTER,LEESBURG,VA,Invited,,,,
JOHNSON HEALTH CENTER,MADISON HTS,VA,Invited,"320 Federal St, Lynchburg, VA",434-947-5967,-79.15162639,37.41613076
"PENINSULA INSTITUTE FOR COMMUNITY HEALTH, INC",NEWPORT NEWS,VA,Invited,,,,
"PORTSMOUTH COMMUNITY HEALTH CENTER, INC.",PORTSMOUTH,VA,Invited,,,,
DAILY PLANET INC,RICHMOND,VA,Invited,,,,
"RICHMOND, CITY OF",RICHMOND,VA,Invited,,,,
STONY CREEK COMMUNITY HEALTH CENTER,STONY CREEK,VA,Invited,"12454 Hartley St, Stony Creek, VA",434-246-6100,-77.40037708,36.94744391
"SOUTHERN DOMINION HEALTH SYSTEMS, INC.",VICTORIA,VA,Invited,,,,
"GREATER PRINCE WILLIAM AREA COMMUNITY HEALTH CENTER, INC.",WOODBRIDGE,VA,Invited,,,,
UNITY CARE NORTHWEST,BELLINGHAM,WA,Invited,,,,
PENINSULA COMMUNITY HEALTH SERVICES,BREMERTON,WA,Invited,,,,
NEW HEALTH PROGRAMS ASSOCIATION,CHEWELAH,WA,Invited,,,,
"CONFEDERATED TRIBES OF THE COLVILLE RESERVATION, THE",INCHELIUM,WA,Invited,,,,
COWLITZ FAMILY HEALTH CENTER,LONGVIEW,WA,Participating,"1057 12th Ave, Longview, WA",360-636-3892,-122.9345848,46.13317327
GRANT COUNTY HOSPITAL DISTRICT 5,MATTAWA,WA,Invited,,,,
MOSES LAKE COMMUNITY HEALTH CENTER,MOSES LAKE,WA,Participating,"605 S Coolidge St, Moses Lake, WA",509-765-0674,-119.2625085,47.12968668
FAMILY HEALTH CENTERS,OKANOGAN,WA,Participating,,,,
COLUMBIA BASIN HEALTH ASSOCIATION,OTHELLO,WA,Participating,,,,
TRI-CITIES COMMUNITY HEALTH,PASCO,WA,Participating,,,,
HEALTHPOINT,RENTON,WA,Participating,,,,
COUNTRY DOCTOR COMMUNITY CLINIC,SEATTLE,WA,Participating,"500 19th Ave E, Seattle, WA",206-299-1600,-122.3072757,47.62341699
INTERNATIONAL COMMUNITY HEALTH SERVICES,SEATTLE,WA,Participating,,,,
"KING, COUNTY OF",SEATTLE,WA,Participating,,,,
NEIGHBORCARE HEALTH,SEATTLE,WA,Invited,"1629 N 45th St, Seattle, WA",206-633-3350,-122.33773899999998,47.66108702
SEA-MAR COMMUNITY HEALTH CENTER,SEATTLE,WA,Participating,,,,
SEATTLE INDIAN HEALTH BOARD,SEATTLE,WA,Invited,"611 12th Ave S, Seattle, WA",206-324-9360,-122.31810300000001,47.597232
COMMUNITY HEALTH ASSOCIATION OF SPOKANE,SPOKANE,WA,Participating,,,,
"N. A. T. I. V. E. PROJECT, THE",SPOKANE,WA,Invited,,,,
COMMUNITY HEALTH CARE,TACOMA,WA,Participating,,,,
YAKIMA VALLEY FARM WORKERS CLINIC,TOPPENISH,WA,Participating,,,,
COLUMBIA VALLEY COMMUNITY HEALTH,WENATCHEE,WA,Invited,,,,
YAKIMA NEIGHBORHOOD HEALTH SERVICES,YAKIMA,WA,Participating,,,,
"E. A. HAWSE HEALTH CENTER, INC.",BAKER,WV,Invited,,,,
"COMMUNITY HEALTH SYSTEMS, INC.",BECKLEY,WV,Invited,,,,
"CAMDEN-ON-GAULEY MEDICAL CENTER, INC.",CAMDEN ON GLY,WV,Invited,,,,
"TUG RIVER HEALTH ASSOCIATION, INC",GARY,WV,Invited,,,,
PRESTON TAYLOR COMMUNITY HEALTH CENTER,GRAFTON,WV,Invited,,,,
"VALLEY HEALTH SYSTEMS, INC.",HUNTINGTON,WV,Participating,,,,
"SHENANDOAH VALLEY MEDICAL SYSTEM, INCORPORATED",MARTINSBURG,WV,Participating,,,,
MOUNTAINEER COMMUNITY HEALTH CENTER INC,PAW PAW,WV,Invited,,,,
"RAINELLE MEDICAL CENTER, INC.",RAINELLE,WV,Invited,,,,
"NEW RIVER HEALTH ASSOCIATION, INC.",SCARBRO,WV,Invited,,,,
"WOMENCARE, INC.",SCOTT DEPOT,WV,Invited,,,,
COMMUNITY HEALTH SYSTEMS INC,BELOIT,WI,Invited,,,,
"LAKES COMMUNITY HEALTH CENTER, INC., THE",IRON RIVER,WI,Invited,,,,
KENOSHA COMMUNITY HEALTH CENTER INC,KENOSHA,WI,Invited,,,,
"ACCESS COMMUNITY HEALTH CENTERS, INC.",MADISON,WI,Invited,,,,
"FAMILY HEALTH CENTER OF MARSHFIELD, INC.",MARSHFIELD,WI,Invited,,,,
"GERALD L. IGNACE INDIAN HEALTH CENTER, INC.",MILWAUKEE,WI,Invited,"930 W Historic Mitchell St, Milwaukee, WI",414-383-9526,-87.92368704,43.01256302
"MILWAUKEE HEALTH SERVICES, INC.",MILWAUKEE,WI,Invited,"2555 N Dr Martin Luther King Jr Dr, Milwaukee, WI",414-372-8080 x1100,-87.91451598,43.06532899
"OUTREACH COMMUNITY HEALTH CENTERS, INC.",MILWAUKEE,WI,Invited,,,,
"PROGRESSIVE COMMUNITY HEALTH CENTERS, INC.",MILWAUKEE,WI,Invited,,,,
"SIXTEENTH STREET COMMUNITY HEALTH CENTERS, INC.",MILWAUKEE,WI,Invited,,,,
"LA CLINICA DE LOS CAMPESINOS, INC.",WAUTOMA,WI,Invited,,,,
"COMMUNITY HEALTH CENTER OF CENTRAL WYOMING, INC.",CASPER,WY,Invited,,,,
