,fid,hospital_name,address,city,zip,placekey,hospital_pk,lat,lon
3923,3923,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,DALLAS,75231,224@5qv-x4d-7wk,450462,32.87957024924528,-96.76266232928096
3924,3924,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,6800 SCENIC DR,ROWLETT,75088,222@5qv-tzq-ffz,450742,32.91803015441008,-96.50875771960948
3925,3925,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,MESQUITE,75149,224@5qw-sv9-cbk,450688,32.77813182569686,-96.59963783466857
3926,3926,METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,DALLAS,75237,224@5qw-t32-4d9,450723,32.645101374032826,-96.87604630372321
3927,3927,SAGECREST HOSPITAL  CARROLLTON,1401 E TRINITY MILLS,CARROLLTON,75006,222@5qv-wz8-fzz,452110,32.98576625537077,-96.89814297754803
3928,3928,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,231 SOUTH COLLINS ROAD,SUNNYVALE,75182,222@5qv-vcw-dqf,670060,32.77870763544206,-96.56853908621123
3929,3929,MEDICAL CITY LAS COLINAS,6800 N MACARTHUR BLVD,IRVING,75039,222@5qv-wxf-c5z,450822,32.90175534701517,-96.95716904892616
3930,3930,VIBRA SPECIALTY HOSPITAL,2700 WALKER WAY,DE SOTO,75115,222@5qw-t32-mc5,452097,32.64494398678388,-96.88345363415017
3931,3931,DALLAS LTACH LLC,8050 MEADOWS ROAD,DALLAS,75231,222@5qv-x4d-2p9,452108,32.887083540291684,-96.76829145712536
3932,3932,METHODIST RICHARDSON MEDICAL CENTER,2831 E PRESIDENT GEORGE BUSH HIGHWAY,RICHARDSON,75082,223@5qv-v9x-c3q,450537,32.99569523350711,-96.66750047504551
3933,3933,BAYLOR UNIVERSITY MEDICAL CENTER,3500 GASTON AVE,DALLAS,75246,223@5qw-st2-dy9,450021,32.78987078092731,-96.7812793826934
3934,3934,PARKLAND HEALTH AND HOSPITAL SYSTEM,5200 HARRY HINES BLVD,DALLAS,75235,222@5qv-x2s-qfz,450015,32.8138702923277,-96.83388321966595
3935,3935,BAYLOR MEDICAL CENTER AT IRVING,1901 N MACARTHUR BLVD,IRVING,75061,229@5qv-xcj-8sq,450079,32.83518727258216,-96.96141824547034
3936,3936,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,75231,224@5qv-x4d-8d9,450889,32.87632107004642,-96.76173369840849
3937,3937,MEDICAL ARTS HOSPITAL,2200 N BRYAN AVE,LAMESA,79331,222@5r2-whd-rc5,450489,32.7499415910057,-101.96795692032391
3938,3938,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,HEREFORD,79045,225@5qz-235-7bk,450155,34.820697092469096,-102.39087244559806
3939,3939,SELECT SPECIALTY HOSPITAL-DALLAS,2329 PARKER ROAD,CARROLLTON,75010,222@5qv-xjz-sh5,452022,33.04523967786327,-96.86441577688952
3940,3940,MEDICAL CITY DENTON,3535 SOUTH I35 EAST,DENTON,76210,222@5qv-w3k-kmk,450634,33.17771331110397,-97.09133629238542
3941,3941,TEXAS HEALTH HOSPITAL FRISCO,12400 N DALLAS PARKWAY,FRISCO,75033,222@5qv-td4-6tv,670260,33.18178811370788,-96.83737359268117
3942,3942,HORIZON MEDICAL CENTER OF DENTON,2813 S MAYHILL ROAD,DENTON,76208,223@5qv-w3j-fs5,452111,33.17346011741162,-97.08660336482006
3943,3943,MEDICAL CITY LEWISVILLE,500 WEST MAIN STREET,LEWISVILLE,75057,222@5qv-wzn-v4v,450669,33.0445502820484,-97.00433423169665
3944,3944,CARROLLTON REGIONAL MEDICAL CENTER,4343 NORTH JOSEY LANE,CARROLLTON,75010,222@5qv-xjx-k9f,450730,33.02846730002469,-96.88650521384707
3945,3945,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,76201,222@5qv-w4g-6hq,450743,33.217479473936635,-97.1653985006701
3946,3946,MAYHILL HOSPITAL,2809 SOUTH MAYHILL ROAD,DENTON,76208,222@5qv-w3j-j35,670010,33.175634392074635,-97.08673472795691
3947,3947,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL AUBREY,26791 HIGHWAY 380,AUBREY,76227,223@5qv-xgh-9cq,670062,33.22054695718805,-96.91341883009424
3948,3948,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,FLOWER MOUND,75028,222@5qv-xp2-cbk,670068,33.04539507058544,-97.06695651014479
3949,3949,THE HEART HOSPITAL BAYLOR DENTON,2801 SOUTH MAYHILL ROAD,DENTON,76208,222@5qv-w3j-hyv,450893,33.17670564150919,-97.08754542992422
3950,3950,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,77995,222@8sw-vrd-dd9,451346,29.307523555579888,-97.12881535091661
3951,3951,CUERO REGIONAL HOSPITAL,2550 N ESPLANADE,CUERO,77954,222@8sw-vzt-575,450597,29.112066071148476,-97.28337750131607
3952,3952,DIMMIT REGIONAL HOSPITAL,704 HOSPITAL DRIVE,CARRIZO SPRINGS,78834,222@8ss-23f-g6k,451390,28.519674173869113,-99.86284951871534
3953,3953,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND,76448,223@5r2-qty-p5f,450411,32.400052478337564,-98.82173890148606
3954,3954,CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,"500 WEST  4TH STREET , 4TH FLOOR",ODESSA,79761,229@8tm-7bw-wp9,452121,31.846498384118913,-102.37425331179253
3955,3955,ODESSA REGIONAL MEDICAL CENTER,520 E 6TH STREET,ODESSA,79761,222@8tm-7bt-dqf,450661,31.851501519616694,-102.36571266683393
3956,3956,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,ODESSA,79761,229@8tm-7bw-wp9,450132,31.846498384118913,-102.37425331179253
3957,3957,ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,ENNIS,75119,222@5qw-v2k-yd9,450833,32.30625393276794,-96.64141416225486
3958,3958,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVE,EL PASO,79905,225@8tf-qxf-c89,450024,31.771169865250595,-106.43662910110503
3959,3959,THE HOSPITALS OF PROVIDENCE EAST CAMPUS,3280 JOE BATTLE BLVD,EL PASO,79938,222@8tf-qw9-649,670047,31.790113886634217,-106.2650956565227
3960,3960,MESA HILLS SPECIALTY HOSPITAL,2311 N OREGON STREET,EL PASO,79902,224@8tf-p3f-3dv,452035,31.773608247973893,-106.50269815095739
3961,3961,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO,79902,222@8tf-p3h-dn5,450668,31.77803939662381,-106.48040197388967
3962,3962,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO,79902,222@8tf-p3d-tgk,450107,31.769498728438222,-106.49905498368571
3963,3963,KINDRED HOSPTIAL EL PASO,1740 CURIE DRIVE,EL PASO,79902,222@8tf-p3h-rrk,452079,31.778336128388673,-106.4773872058722
3964,3964,EL PASO CHILDREN'S HOSPITAL,4845 ALAMEDA AVENUE,EL PASO,79905,222@8tf-qxf-dvz,453313,31.771465578312167,-106.43361451041314
3965,3965,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,2000 TRANSMOUNTAIN RD,EL PASO,79911,222@8tf-jdd-v75,670120,31.904828470627205,-106.56505978642299
3966,3966,THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,"13600 HORIZON STREET, SUITE 100",HORIZON CITY,79928,222@8tf-qqw-sdv,670124,31.681778879712148,-106.20714000629928
3967,3967,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,2001 N OREGON ST,EL PASO,79902,222@8tf-p3d-s3q,450002,31.770377489772493,-106.50147303364689
3968,3968,FOUNDATION SURGICAL HOSPITAL OF EL PASO,1416 GEORGE DIETER,EL PASO,79936,224@8tf-qxy-y5f,450877,31.735336685142773,-106.30016473966569
3969,3969,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,76401,223@8sz-p3y-q9f,450351,32.223075085433194,-98.20372702003985
3970,3970,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,76661,224@8sz-d8f-9mk,450348,31.306719801481435,-96.89399676585245
3971,3971,TMC- BONHAM HOSPITAL,504 LIPSCOMB STREET,BONHAM,75418,222@5qv-zdv-ffz,451370,33.57793650703748,-96.16592157979801
3972,3972,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,78945,222@8t2-fxz-649,670004,29.93578049636146,-96.87531179683235
3973,3973,FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70 N,ROTAN,79546,222@5r2-cw4-g6k,451313,32.833992469109766,-100.43599281984595
3974,3974,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,77469,222@8fc-fp8-pqf,450330,29.57685593150731,-95.77077930225124
3975,3975,HOUSTON METHODIST SUGARLAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,77479,227@8fc-f4q-gtv,450820,29.58871147127111,-95.63072198843977
3976,3976,SUGAR LAND SURGICAL HOSPITAL LLP,16906 SOUTHWEST FREEWAY,SUGAR LAND,77479,222@8fc-fpy-92k,450860,29.589702580816244,-95.6357862628256
3977,3977,ST LUKE'S SUGAR LAND HOSPITAL,1317 LAKE POINTE PARKWAY,SUGAR LAND,77478,222@8fc-f4q-9s5,670053,29.604327279471843,-95.61995324541097
3978,3978,ATRIUM MEDICAL CENTER,"11929 W AIRPORT BLVD, SUITE 110",STAFFORD,77477,224@8fc-f2z-zj9,452114,29.645655476341283,-95.58810468663096
3979,3979,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,77479,222@8fc-fq5-hbk,450848,29.56544975523573,-95.68990414240226
3980,3980,KINDRED HOSPITAL SUGAR LAND,1550 FIRST COLONY BOULEVARD,SUGAR LAND,77479,222@8fc-f5b-89z,452080,29.60065259862077,-95.63771559252804
3981,3981,FREESTONE MEDICAL CENTER,125 NEWMAN ST,FAIRFIELD,75840,222@8fb-g8f-ghq,450658,31.72556861882034,-96.17053912970768
3982,3982,FRIO REGIONAL HOSPITAL,200 S IH 35,PEARSALL,78061,222@8sr-mqq-2x5,451391,28.896252643662965,-99.1172354828141
3983,3983,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,222@8tm-3m5-jvz,451358,32.72161427544611,-102.65493773659395
3984,3984,SHRINERS HOSPITALS FOR CHILDREN,815 MARKET STREET,GALVESTON,77550,225@8fc-g3v-fvf,453311,29.309245647591155,-94.77712402778216
3985,3985,UNIVERSITY OF TEXAS MEDICAL BRANCH,301 UNIVERSITY BOULEVARD,GALVESTON,77555,222@8fc-g3v-c89,450018,29.31254537347581,-94.77653691109613
3986,3986,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,78624,222@8t2-6ff-snq,450604,30.262553456125403,-98.8817521201475
3987,3987,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,78629,222@8t2-jkq-zxq,450235,29.51834760647214,-97.42919469898577
3988,3988,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,75020,222@5qv-xxr-z2k,450324,33.70958031053007,-96.58555519022025
3989,3989,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,3601 CALAIS DRIVE,SHERMAN,75090,223@5qv-xxj-6zf,670076,33.67680341348851,-96.60164077934171
3990,3990,CARRUS SPECIALTY HOSPITAL,1810 WEST HIGHWAY 82,SHERMAN,75092,222@5qv-y78-yjv,452041,33.66977480790774,-96.63411894828396
3991,3991,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,75091,223@5qv-yc8-s89,450469,33.63741816694549,-96.6233209796614
3992,3992,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,700 E MARSHALL AVE,LONGVIEW,75601,22c@8f2-rt7-zcq,450032,32.50220157903835,-94.73022570923368
3993,3993,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,LONGVIEW,75605,223@8f2-rvm-9xq,450702,32.5336404427475,-94.7307118869606
3994,3994,GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,NAVASOTA,77868,222@8fc-hyx-c5z,451322,30.39309944771702,-96.07730669754481
3995,3995,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,78155,223@8sz-wbg-h3q,450104,29.567955502669975,-97.94616074192373
3996,3996,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW,79072,222@5r4-5tx-k75,450539,34.207056741343685,-101.73300476601374
3997,3997,HAMILTON GENERAL HOSPITAL,"400 N BROWN, BUILDING 1",HAMILTON,76531,223@8sz-kcc-p5f,451392,31.703385782023986,-98.11439722791673
3998,3998,HANSFORD COUNTY HOSPITAL,707 ROLAND ST,SPEARMAN,79081,225@5qz-fcs-kxq,451344,36.19020591386524,-101.19970556088603
3999,3999,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER ST,QUANAH,79252,222@5r3-k9h-649,451352,34.29636612404331,-99.74231274009387
4000,4000,ALTUS LUMBERTON HOSPITAL,220 BLANCO ST,LUMBERTON,77657,22p@8fc-vbf-249,670134,30.268021091461264,-94.2251726010234
4001,4001,HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,2929 WOODLAND PARK DRIVE,HOUSTON,77082,222@8fc-fgw-kj9,453309,29.732619022217875,-95.57980436173825
4002,4002,ST LUKE'S HOSPITAL AT THE VINTAGE,20171 CHASEWOOD PARK DRIVE,HOUSTON,77070,223@8fc-9sg-wx5,670075,29.988709540012177,-95.56756914793885
4003,4003,NORTH HOUSTON SURGICAL HOSPITAL LLC,20635 KUYKENDAHL RD,SPRING,77379,222@8fc-9bw-8gk,670280,30.07097551233348,-95.5122556310074
4004,4004,HOUSTON METHODIST WEST HOSPITAL,18500 KATY FREEWAY,HOUSTON,77094,222@8fc-f7w-jy9,670077,29.787365783850138,-95.69431043361713
4005,4005,HOUSTON METHODIST BAYTOWN HOSPITAL,4401 GARTH ROAD,BAYTOWN,77521,229@8fc-8nc-xyv,450424,29.767658363542928,-94.97953415942959
4006,4006,HOUSTON METHODIST ST JOHN HOSPITAL,18300 ST JOHN DRIVE,NASSAU BAY,77058,222@8fc-8qg-nyv,450709,29.549811601736515,-95.08730464408154
4007,4007,HOUSTON METHODIST CONTINUING CARE HOSPITAL,701 S FRY ROAD,KATY,77450,224@8fc-f74-9xq,452118,29.77701407963705,-95.71611083864269
4008,4008,MEMORIAL HERMANN TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,77030,222@8fc-f9x-26k,450068,29.71430609248606,-95.39539685766148
4009,4009,KINDRED HOSPITAL,11297 FALLBROOK,HOUSTON,77065,222@8fc-9v6-j9z,452039,29.924643366490848,-95.58770246831443
4010,4010,ST LUKE'S PATIENTS MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,77505,222@8fc-88m-sbk,670031,29.641772572339306,-95.16180958441457
4011,4011,ALTUS BAYTOWN HOSPITAL,1626 W BAKER ROAD,BAYTOWN,77521,226@8fc-8nc-t9z,670109,29.770910862468174,-94.98180811464272
4012,4012,PARK PLAZA HOSPITAL,1313 HERMANN DR,HOUSTON,77004,222@8fc-f9x-gkz,450659,29.723245744782833,-95.38718199449765
4013,4013,FIRST TEXAS HOSPITAL,9922 LOUETTA RD,HOUSTON,77070,222@8fc-9sg-3nq,670118,30.00089831376968,-95.56164231631789
4014,4014,HCA HOUSTON HEALTHCARE TOMBALL,605 HOLDERRIETH,TOMBALL,77375,222@8fc-r4x-v9f,450670,30.086389125732296,-95.6237839674789
4015,4015,CORNERSTONE SPECIALTY HOSPITALS CLEAR LAKE,709 MEDICAL CENTER BLVD,WEBSTER,77598,222@8fc-8pj-hnq,452032,29.538092966614148,-95.12968759475352
4016,4016,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,77090,222@8fc-985-p35,450774,30.018508013015587,-95.44306870824812
4017,4017,UNITED MEMORIAL MEDICAL CENTER,510 W TIDWELL,HOUSTON,77091,222@8fc-9qv-pn5,450803,29.84797858595167,-95.40835184143232
4018,4018,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,HOUSTON,77054,222@8fc-f9s-kvf,450289,29.687031984344163,-95.38633784226226
4019,4019,HOUSTON METHODIST HOSPITAL,6565 FANNIN,HOUSTON,77030,225@8fc-f9x-pn5,450358,29.709863287970744,-95.39807177471458
4020,4020,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,77024,222@8fc-ffd-8qf,450610,29.781628603747283,-95.54610522831136
4021,4021,CORNERSTONE SPECIALTY HOSPITALS HOUSTON MEDICAL CE,1300 BINZ,HOUSTON,77004,223@8fc-f9x-g8v,452046,29.724356299979448,-95.3865131461742
4022,4022,HCA HOUSTON HEALTHCARE NORTHWEST,710 CYPRESS CREEK PARKWAY,HOUSTON,77090,225@8fc-9t7-9cq,450638,30.019617457938207,-95.44239846616213
4023,4023,HCA HOUSTON HEALTHCARE WEST,12141 RICHMOND AVE,HOUSTON,77082,222@8fc-fh6-c3q,450644,29.729017573660276,-95.59471469239405
4024,4024,HOUSTON SURGERY CENTER,9180 KATY FREEWAY SUITE 250,HOUSTON,77055,227@8fc-ffg-y9z,45C0001372,29.78550595318938,-95.51684902551567
4025,4025,KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM ST,WEBSTER,77598,222@8fc-8pp-249,452075,29.5436141713861,-95.12776958954483
4026,4026,HOUSTON PHYSICIANS' HOSPITAL,333 N TEXAS AVENUE,WEBSTER,77598,222@8fc-8pv-b49,670008,29.53375704580281,-95.12665335085282
4027,4027,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,HOUSTON,77008,222@8fc-9q6-qj9,450184,29.81133967475394,-95.43043811496376
4028,4028,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,HOUSTON,77030,222@8fc-f9v-6c5,450804,29.699783512239136,-95.40838619886743
4029,4029,TEXAS CHILDRENS HOSP,6621 FANNIN STREET,HOUSTON,77030,222@8fc-f9x-s5z,453304,29.70761432156272,-95.40084136193788
4030,4030,HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,77070,223@8fc-9v3-5cq,450844,29.967084306764807,-95.55078227871886
4031,4031,SHRINERS HOSPITALS FOR CHILDREN,6977 MAIN STREET,HOUSTON,77030,223@8fc-f9t-d7q,453312,29.7053376931469,-95.40504308784779
4032,4032,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,300 KINGWOOD MEDICAL DRIVE,KINGWOOD,77339,223@8fc-96s-7kf,670005,30.048093833854296,-95.25898669334906
4033,4033,"AD HOSPITAL EAST, LLC","12950 EAST FREEWAY, SUITE 100",HOUSTON,77015,224@8fc-8cd-6x5,670102,29.770561060691048,-95.20004934579816
4034,4034,KINGWOOD EMERGENCY HOSPITAL,23330 HIGHWAY 59 N,KINGWOOD,77339,222@8fc-9gz-sdv,670285,30.05481279010646,-95.25065280174435
4035,4035,HCA HOUSTON HEALTHCARE KINGWOOD,22999 US HWY 59,KINGWOOD,77325,222@8fc-96s-8sq,450775,30.050309237568722,-95.2576439145879
4036,4036,"UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,THE",1515 HOLCOMBE BLVD,HOUSTON,77030,222@8fc-f9x-rx5,450076,29.707669295712655,-95.39797699831183
4037,4037,MEMORIAL HERMANN NORTHEAST HOSPITAL,18951 MEMORIAL NORTH,HUMBLE,77338,222@8fc-96t-66k,450684,29.996267208378843,-95.27618364608847
4038,4038,HCA HOUSTON HEALTHCARE CLEAR LAKE,500 MEDICAL CENTER BLVD,WEBSTER,77598,222@8fc-8pp-4d9,450617,29.541420903811055,-95.12768015838178
4039,4039,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,77054,226@8fc-f9s-dy9,450674,29.69331159122768,-95.40237307916955
4040,4040,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON,77002,222@8fc-fc2-99f,450035,29.748893460102494,-95.36606631284974
4041,4041,MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,77494,224@8fc-f73-9zz,450847,29.7875880694098,-95.78632220041554
4042,4042,HCA HOUSTON HEALTHCARE SOUTHEAST,4000 SPENCER HWY,PASADENA,77504,222@8fc-8tx-4d9,450097,29.661129480543618,-95.18406548164127
4043,4043,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN ST,HOUSTON,77030,223@8fc-f9x-yy9,452023,29.71314052651302,-95.39893006696173
4044,4044,SE TEXAS ER & HOSPITAL,19211 MCKAY BLVD,HUMBLE,77338,222@8fc-96t-5xq,452112,29.998458671849704,-95.27627629887533
4045,4045,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,"6720 BERTNER AVE, STE MC1-266",HOUSTON,77030,224@8fc-f9x-rrk,450193,29.707641816466957,-95.39940917402576
4046,4046,HASKELL MEMORIAL HOSPITAL,1 NORTH AVENUE N  PO BOX 1117,HASKELL,79521,223@5r2-rz7-zs5,451341,33.120333518905305,-99.61330243511505
4047,4047,ASCENSION  SETON HAYS,6001 KYLE PKWY,KYLE,78640,222@8t2-jtj-fcq,670056,30.00948442540892,-97.85251823994447
4048,4048,CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,1301 WONDER WORLD DRIVE,SAN MARCOS,78666,222@8t2-khw-v2k,450272,29.852367296559972,-97.94508161216363
4049,4049,BAYLOR SCOTT & WHITE MEDICAL CENTER � BUDA,5330 OVERPASS ROAD SUITE 110,BUDA,78610,222@8t2-k87-x3q,670131,30.075876885591885,-97.8196075430618
4050,4050,HEMPHILL COUNTY HOSPITAL,1020 S 4TH ST,CANADIAN,79014,222@5qt-c54-vs5,450578,35.90398930289779,-100.38753729336719
4051,4051,UT HEALTH EAST TEXAS ATHENS HOSPITAL,2000 SOUTH PALESTINE ST,ATHENS,75751,222@5qw-6vr-z9f,450389,32.16966225463473,-95.84507045793418
4052,4052,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,78572,222@8t7-rby-9vf,450176,26.196396368030246,-98.31483338987022
4053,4053,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,78539,223@8t8-cqy-vxq,450869,26.252233165865725,-98.20299013277459
4054,4054,SOUTH TEXAS HEALTH SYSTEM BEHAVIORAL,1102 W TRENTON ROAD,EDINBURG,78539,222@8t8-csb-575,450119,26.2611075160839,-98.18160226599814
4055,4055,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,EDINBURG,78539,226@8t8-cqz-bx5,450825,26.264632027565128,-98.2002555485681
4056,4056,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,19096,zzw-224@628-ph9-fxq,390195,39.987804552864525,-75.26305553681358
4057,4057,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,MCALLEN,78503,222-222@8t8-csn-28v,450711,26.18665055568815,-98.22137933626789
4058,4058,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,78596,zzw-222@8t8-cnc-skf,450128,26.15192278369813,-97.97852122569513
4059,4059,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,HILLSBORO,76645,224-222@5qw-rvt-wkz,451395,32.0127731001769,-97.09934920923801
4060,4060,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,LEVELLAND,79336,222-223@8tj-xn4-8vz,450755,33.57256449144141,-102.3694537248408
4061,4061,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,GRANBURY,76048,zzw-222@5qw-dyb-pgk,450596,32.43274236914326,-97.80264310557185
4062,4062,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,115 AIRPORT RD,SULPHUR SPRINGS,75482,223-222@5qw-8gt-2ff,450236,33.15838149757694,-95.59983971280532
4063,4063,CROCKETT MEDICAL CENTER,1100 E LOOP 304,CROCKETT,75835,zzw-222@8fb-h7v-4d9,451393,31.32453289552544,-95.43918368164215
4064,4064,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",1601 W 11TH PLACE,BIG SPRING,79720,223-222@8sv-73r-wp9,450653,32.23713031750281,-101.49123778509568
4065,4065,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,GREENVILLE,75401,zzw-222@5qw-bcs-dy9,450352,33.121866571430715,-96.12511192869964
4066,4066,GOLDEN PLAINS COMMUNITY HOSPITAL,100 MEDICAL DRIVE,BORGER,79007,222-222@5qz-jp3-7kf,451369,35.65446715511223,-101.4083958255835
4067,4067,FAITH COMMUNITY HOSPITAL,215 CHISHOLM TRAIL,JACKSBORO,76458,222-222@5qw-kk6-j9z,450241,33.230918546702874,-98.1665597328119
4068,4068,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,JASPER,75951,222-223@8fb-tnt-yjv,450573,30.908258943338428,-94.00972775886689
4069,4069,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2830 CALDER AVENUE,BEAUMONT,77702,zzw-222@8fc-yxm-pd9,450034,30.086471929864913,-94.13145646726598
4070,4070,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,2830 CALDER AVENUE 4TH FLOOR,BEAUMONT,77702,223-222@8fc-yxm-p5f,452042,30.088655259676933,-94.13152707085123
4071,4071,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,77640,222-222@8fc-tgx-jsq,450518,29.93584601704953,-93.9892807332404
4072,4072,MID-JEFFERSON EXTENDED CARE HOSPITAL,2600 HWY 365,NEDERLAND,77627,zzw-222@8fc-tfb-vcq,452083,29.955517046336627,-93.98704659025819
4073,4073,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT,77701,zzw-222@8fc-yxj-wp9,450346,30.07018620961094,-94.12024062661376
4074,4074,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,ALICE,78332,222-223@8sy-2w4-nbk,450828,27.765255903244917,-98.04194290183239
4075,4075,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,11801 SOUTH FREEWAY,BURLESON,76028,zzw-223@5qw-v8s-249,450677,32.58581710268907,-97.31717861966703
4076,4076,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,76033,zzw-222@5qw-qvt-w6k,450148,32.33123150058615,-97.43939991582081
4077,4077,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL BURLESON,12500 SOUTH FREEWAY SUITE 100,BURLESON,76028,zzw-222@5qw-vjz-rp9,670107,32.57479886254991,-97.32095394905505
4078,4078,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,79501,zzw-222@5r2-9vh-j9z,450078,32.76802560520356,-99.89462444265666
