lat,lon,hospital_pk,hospital_name,address,city,zip,hospital_subtype,fips_code
37.05607,-76.39052,490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,23666,Short Term,51650
38.40464,-78.85374,490004,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,22801,Short Term,51660
37.30716,-77.29136,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,23860,Short Term,51670
37.77867,-79.44133,491304,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,24450,Critical Access Hospitals,51678
53.54293,-7.33864,490021,"CENTRA  HEALTH, INC",1901 TATE SPRINGS ROAD,LYNCHBURG,24501,Short Term,51680
38.76778,-77.48989,490045,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,20110,Short Term,51683
37.14444,-76.51117,490041,MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,23602,Short Term,51700
37.065,-76.48348,490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,23601,Short Term,51700
40.81229,-81.39694,492008,SELECT SPECIALTY HOSPITAL - HAMPTON ROADS,500 J CLYDE MORRIS BLVD - 4TH FLOOR,NEWPORT NEWS,23601,Long Term,51700
36.89933,-76.28156,490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,23505,Short Term,51710
36.86268,-76.30354,490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,23507,Short Term,51710
36.72438,-76.3059,493301,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,601 CHILDREN'S LANE,NORFOLK,23507,Childrens Hospitals,51710
36.85098,-76.18989,490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,23502,Short Term,51710
13.05196,80.23248,492001,LAKE TAYLOR TRANSITIONAL CARE HOSPITAL,1309 KEMPSVILLE ROAD,NORFOLK,23502,Long Term,51710
36.93256,-82.64199,490001,NORTON COMMUNITY HOSPITAL,100  15TH NW STREET,NORTON,24273,Short Term,51720
37.18279,-77.35948,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,23805,Short Term,51730
36.83695,-76.34797,490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,23707,Short Term,51740
37.54032,-77.40682,490094,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,RICHMOND,23223,Short Term,51760
10.76591,79.10812,490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,BOX 980510   1250 EAST MARSHALL STREET,RICHMOND,23298,Short Term,51760
37.25128,-79.94125,490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,24014,Short Term,51770
37.26369,-80.03139,490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,24153,Short Term,51775
36.77377,-76.57856,490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,23439,Short Term,51800
36.86516,-76.02594,490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,23454,Short Term,51810
36.77525,-76.09883,490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,23456,Short Term,51810
39.19758,-78.19027,490005,WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,22601,Short Term,51840
46.83117,-119.15525,501318,OTHELLO COMMUNITY HOSPITAL,315 NORTH 14TH AVENUE,OTHELLO,99344,Critical Access Hospitals,53001
47.12113,-118.37208,501311,EAST ADAMS RURAL HOSPITAL,903 SOUTH ADAMS,RITZVILLE,99169,Critical Access Hospitals,53001
46.403,-117.05433,501332,TRI-STATE MEMORIAL HOSPITAL,1221 HIGHLAND AVENUE,CLARKSTON,99403,Critical Access Hospitals,53003
46.28132,-119.28218,500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,99352,Short Term,53005
2.3,-55.26667,500053,TRIOS,900 SOUTH AUBURN STREET,KENNEWICK,99336,Short Term,53005
46.20809,-119.76402,501312,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL STREET,PROSSER,99350,Critical Access Hospitals,53005
47.84498,-120.00982,501334,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,CHELAN,98816,Critical Access Hospitals,53007
47.407376,-120.3227,500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,820 NORTH CHELAN AVENUE,WENATCHEE,98801,Short Term,53007
44.51842,-116.0495,501313,CASCADE MEDICAL CENTER,817 COMMERCIAL STREET,LEAVENWORTH,98826,Critical Access Hospitals,53007
47.4077,-120.32428,500016,CENTRAL WASHINGTON HOSPITAL,1201 SOUTH MILLER STREET,WENATCHEE,98807,Short Term,53007
47.94602,-124.39247,501325,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,98331,Critical Access Hospitals,53009
48.11559,-123.4147,500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,98362,Short Term,53009
45.62459,-122.58145,500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,98668,Short Term,53011
45.71995,-122.64818,500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,98686,Short Term,53011
46.31224,-117.97024,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,DAYTON,99328,Critical Access Hospitals,53013
46.13048,-122.94172,500041,PEACEHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,98632,Short Term,53015
48.65275,-118.73154,501322,FERRY COUNTY MEMORIAL HOSPITAL,36 KLONDIKE ROAD,REPUBLIC,99166,Critical Access Hospitals,53019
46.23533,-119.09501,501337,LOURDES MEDICAL CENTER,520 N FOURTH AVENUE,PASCO,99301,Critical Access Hospitals,53021
37.82608,-112.42711,501301,GARFIELD COUNTY MEMORIAL HOSPITAL,66 NORTH SIXTH STREET,POMEROY,99347,Critical Access Hospitals,53023
43.87636,-89.95624,501320,QUINCY VALLEY HOSPITAL,908 10TH AVENUE SOUTHWEST,QUINCY,98848,Critical Access Hospitals,53025
47.94217,-119.00785,501308,COULEE MEDICAL CENTER,411 FORTUYN ROAD,GRAND COULEE,99133,Critical Access Hospitals,53025
47.31431,-119.54626,501317,COLUMBIA BASIN HOSPITAL,200 NAT WASHINGTON WAY,EPHRATA,98823,Critical Access Hospitals,53025
42.7336,-73.67282,500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,98837,Short Term,53025
47.00728,-123.39276,501304,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,600 EAST MAIN STREET,ELMA,98541,Critical Access Hospitals,53027
46.97914,-123.84744,500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,98520,Short Term,53027
48.21356,-122.68591,501339,WHIDBEYHEALTH MEDICAL CENTER,101 NORTH MAIN STREET,COUPEVILLE,98239,Critical Access Hospitals,53029
47.821795,-122.875873,501323,JEFFERSON HEALTHCARE,834 SHERIDAN STREET,PORT TOWNSEND,98368,Critical Access Hospitals,53031
47.64872,-122.30637,500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST  BOX 356151,SEATTLE,98195,Short Term,53033
47.44191,-122.2129,500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,98055,Short Term,53033
-1.22545,36.91625,500141,ST FRANCIS COMMUNITY HOSPITAL,34515 9TH AVENUE SOUTH,FEDERAL WAY,98003,Short Term,53033
47.20869,-121.9881,501335,ST ELIZABETH HOSPITAL,1450 BATTERSBY AVENUE,ENUMCLAW,98022,Critical Access Hospitals,53033
47.51276,-121.88572,501338,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,SNOQUALMIE,98065,Critical Access Hospitals,53033
47.71582,-122.17872,500124,EVERGREENHEALTH MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,98034,Short Term,53033
47.5301,-122.03439,500152,SWEDISH ISSAQUAH,751 NE BLAKELY DR,ISSAQUAH,98029,Short Term,53033
39.65396,-104.98117,500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,98122,Short Term,53033
47.60954,-122.32794,500005,VIRGINIA MASON MEDICAL CENTER,925 SENECA ST,SEATTLE,98101,Short Term,53033
39.65396,-104.98117,500025,SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,98122,Short Term,53033
18.60131,79.37639,500051,OVERLAKE HOSPITAL MEDICAL CENTER,1035-116TH AVE NE,BELLEVUE,98004,Short Term,53033
47.472559,-122.334851,500138,SEATTLE CANCER CARE ALLIANCE,825 EASTLAKE AVENUE EAST,SEATTLE,98109,Short Term,53033
47.66337,-122.28278,503300,SEATTLE CHILDREN'S HOSPITAL,"4800 SAND POINT WAY NE, PO BOX C-5371",SEATTLE,98105,Childrens Hospitals,53033
49.66795,-96.64799,500011,ST ANNE HOSPITAL,16251 SYLVESTER ROAD SW,BURIEN,98166,Short Term,53033
47.30853,-122.22927,500015,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,98001,Short Term,53033
47.35905,-122.10387,500154,MULTICARE COVINGTON MEDICAL CENTER,17700 SE 272ND ST,COVINGTON,98042,Short Term,53033
47.619005,-122.312315,500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,SEATTLE,98112,Short Term,53033
47.60356,-122.32473,500064,HARBORVIEW MEDICAL CENTER,325 9TH AVENUE,SEATTLE,98104,Short Term,53033
47.64852,-101.41048,500039,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,BREMERTON,98310,Short Term,53035
41.65718,-88.62073,501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,ELLENSBURG,98926,Critical Access Hospitals,53037
45.72242,-121.47033,501315,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,98672,Critical Access Hospitals,53039
45.81873,-120.90562,501316,KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT ST,GOLDENDALE,98620,Critical Access Hospitals,53039
31.2965547,-86.49476183,501319,ARBOR HEALTH MORTON HOSPITAL,521 ADAMS STREET,MORTON,98356,Critical Access Hospitals,53041
46.712256,-122.985398,500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,98531,Short Term,53041
47.33146,-118.68225,501307,ODESSA MEMORIAL HEALTHCARE CENTER,502 E AMENDE DRIVE,ODESSA,99159,Critical Access Hospitals,53043
40.81733,-73.92536,501305,LINCOLN HOSPITAL,10 NICHOLS STREET,DAVENPORT,99122,Critical Access Hospitals,53043
9.04004,38.75223,501336,MASON GENERAL HOSPITAL & FAMILY OF CLINICS,901 MT VIEW DRIVE,SHELTON,98584,Critical Access Hospitals,53045
36.07592,-87.79232,501324,THREE RIVERS HOSPITAL,507 HOSPITAL WAY,BREWSTER,98812,Critical Access Hospitals,53047
48.38087,-114.33109,501321,NORTH VALLEY HOSPITAL,203 SOUTH WESTERN,TONASKET,98855,Critical Access Hospitals,53047
48.3966,-119.54609,501328,MID VALLEY HOSPITAL,810 JASMINE STREET,OMAK,98841,Critical Access Hospitals,53047
46.66254,-123.81233,501303,WILLAPA HARBOR HOSPITAL,800 ALDER STREET,SOUTH BEND,98586,Critical Access Hospitals,53049
10.98361,75.86866,501314,OCEAN BEACH HOSPITAL,174 FIRST AVENUE NORTH,ILWACO,98624,Critical Access Hospitals,53049
32.5343,-85.91222,501310,NEWPORT COMMUNITY HOSPITAL,714 WEST PINE STREET,NEWPORT,99156,Critical Access Hospitals,53051
47.2419,-122.48138,500129,TACOMA GENERAL ALLENMORE HOSPITAL,315 S MLK JR WAY,TACOMA,98405,Short Term,53053
47.1544,-122.50206,500021,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,98499,Short Term,53053
41.85527,-87.69682,500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,98332,Short Term,53053
47.25916,-122.45333,503301,MARY BRIDGE CHILDREN'S HOSPITAL,317 MARTIN LUTHER KING JR W BOX 5299,TACOMA,98415,Childrens Hospitals,53053
29.74802,-95.36608,500108,ST JOSEPH MEDICAL CENTER,1717 SOUTH J STREET,TACOMA,98405,Short Term,53053
47.17755,-122.28943,500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,98372,Short Term,53053
29.71179,-95.39315,501340,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING STREET,FRIDAY HARBOR,98250,Critical Access Hospitals,53055
48.215367,-122.478404,500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,98274,Short Term,53057
48.50194,-122.61549,500007,ISLAND HOSPITAL,1211  24TH STREET,ANACORTES,98221,Short Term,53057
48.49591,-122.27627,501329,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,2000 HOSPITAL DRIVE,SEDRO WOOLLEY,98284,Critical Access Hospitals,53057
47.99985,-122.20563,500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,98201,Short Term,53061
47.86384,-121.98888,500084,EVERGREENHEALTH MONROE,14701 179TH AVE SE,MONROE,98272,Short Term,53061
47.80328,-122.33419,500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,98026,Short Term,53061
48.1888,-122.11853,500060,CASCADE VALLEY HOSPITAL,330 S STILLAGUAMISH AVE,ARLINGTON,98223,Short Term,53061
-33.43179,-70.60939,500054,PROV SACRED HRT MED CTR & CHILDS HOSP.,101 WEST 8TH AVENUE,SPOKANE,99204,Short Term,53063
47.65154,-117.42348,500044,MULTICARE DEACONESS HOSPITAL,W 800 FIFTH AVENUE,SPOKANE,99210,Short Term,53063
47.67149,-117.23527,500119,MULTICARE VALLEY HOSPITAL,12606 EAST MISSION AVENUE,SPOKANE,99216,Short Term,53063
38.030567,-84.510166,503302,SHRINERS HOSPITAL FOR CHILDREN,911 WEST 5TH AVENUE,SPOKANE,99204,Childrens Hospitals,53063
47.7091,-117.40607,500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,99208,Short Term,53063
48.27806,-117.71155,501309,PROVIDENCE ST JOSEPH HOSPITAL,500 EAST WEBSTER,CHEWELAH,99109,Critical Access Hospitals,53065
48.54112,-117.8932,501326,PROVIDENCE MOUNT CARMEL HOSPITAL,982 EAST COLUMBIA,COLVILLE,99114,Critical Access Hospitals,53065
47.04294,-122.95174,500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,98502,Short Term,53067
47.05274,-122.84462,500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,98506,Short Term,53067
46.06204,-118.34326,500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,99362,Short Term,53071
38.03172,-84.5214,500030,ST JOSEPH HOSPITAL,2901 SQUALICUM PARKWAY,BELLINGHAM,98225,Short Term,53073
46.86887,-117.37562,501327,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW,COLFAX,99111,Critical Access Hospitals,53075
46.71277,-117.16951,501331,PULLMAN REGIONAL HOSPITAL,835 S BISHOP BLVD,PULLMAN,99163,Critical Access Hospitals,53075
46.5936,-120.5474,500036,VIRGINIA MASON MEMORIAL,2811 TIETON DRIVE,YAKIMA,98902,Short Term,53077
46.37124,-120.31654,500037,ASTRIA TOPPENISH HOSPITAL,502 W FOURTH AVE,TOPPENISH,98948,Short Term,53077
46.32255,-120.00666,501330,ASTRIA SUNNYSIDE HOSPITAL,1016 TACOMA AVENUE,SUNNYSIDE,98944,Critical Access Hospitals,53077
39.14378,-80.0621,511300,"BROADDUS HOSPITAL ASSOCIATION, INC",1 HEALTHCARE DRIVE MANSFIELD HILL,PHILIPPI,26416,Critical Access Hospitals,54001
39.47652,-77.98072,510008,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,25401,Short Term,54003
38.04786,-81.80635,511313,BOONE MEMORIAL HOSPITAL,701 MADISON AVENUE,MADISON,25130,Critical Access Hospitals,54005
38.65926,-80.7493,511308,"BRAXTON COUNTY MEMORIAL HOSPITAL, INC",100 HOYLMAN DRIVE,GASSAWAY,26624,Critical Access Hospitals,54007
38.40981,-82.42626,510055,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BOULEVARD,HUNTINGTON,25701,Short Term,54011
38.42031,-82.44551,512003,CORNERSTONE SPECIALTY HOSPITALS HUNTINGTON,"2900 FIRST AVENUE, 2E",HUNTINGTON,25702,Long Term,54011
26.75632,-80.06326,510007,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,HUNTINGTON,25702,Short Term,54011
38.92314,-81.09261,511303,MINNIE HAMILTON HEALTH SYSTEM,186 HOSPITAL DRIVE,GRANTSVILLE,26147,Critical Access Hospitals,54013
38.18287,-81.32435,511318,"MONTGOMERY GENERAL HOSPITAL, INC",401 SIXTH AVENUE,MONTGOMERY,25136,Critical Access Hospitals,54019
37.97191,-81.14945,511317,PLATEAU MEDICAL CENTER,"430 MAIN STREET, WEST",OAK HILL,25901,Critical Access Hospitals,54019
39.00118,-79.13721,511316,GRANT MEMORIAL HOSPITAL,117 HOSPITAL DRIVE,PETERSBURG,26847,Critical Access Hospitals,54023
37.77306,-80.46971,510002,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,24970,Short Term,54025
39.333288,-78.698784,511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,ROMNEY,26757,Critical Access Hospitals,54027
40.39230933,-80.52839108,510023,WEIRTON MEDICAL CENTER,601 COLLIERS WAY,WEIRTON,26062,Short Term,54029
40.87006,-80.951,512005,ACUITY SPECIALTY HOSPITAL OHIO VALLEY,601 COLLIERS WAY 9TH FLOOR,WEIRTON,26062,Long Term,54029
39.32858,-80.24018,510006,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,26330,Short Term,54033
38.8229,-81.72943,511320,JACKSON GENERAL HOSPITAL,122 PINNELL ST,RIPLEY,25271,Critical Access Hospitals,54035
39.29585,-77.85881,511319,JEFFERSON MEDICAL CENTER,300 SOUTH PRESTON STREET,RANSON,25438,Critical Access Hospitals,54037
32.50563,-84.96073,510031,ST FRANCIS HOSPITAL,333 LAIDLEY ST,CHARLESTON,25301,Short Term,54039
40.81229,-81.39694,512002,SELECT SPECIALTY HOSPITAL,333 LAIDLEY STREET,CHARLESTON,25301,Long Term,54039
38.322119,-81.58222,510022,CHARLESTON AREA MEDICAL CENTER,501 MORRIS STREET,CHARLESTON,25301,Short Term,54039
38.35508,-81.72729,510029,THOMAS MEMORIAL HOSPITAL,4605 MACCORKLE AVENUE SW,SOUTH CHARLESTON,25309,Short Term,54039
43.38305733,-124.2377498,510091,CHARLESTON SURGICAL HOSPITAL,1306 KANAWHA BOULEVARD EAST,CHARLESTON,25301,Short Term,54039
39.042523,-80.471985,510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,WESTON,26452,Short Term,54041
37.84574,-81.99379,510048,LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DRIVE,LOGAN,25601,Short Term,54045
37.43898,-81.58842,510086,WELCH COMMUNITY HOSPITAL,454 MCDOWELL STREET,WELCH,24801,Short Term,54047
39.94585,-80.7537,510013,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,26038,Short Term,54051
38.86877,-82.12485,510012,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,25550,Short Term,54053
37.36256,-81.113,510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,24740,Short Term,54055
38.817225,-77.276367,511315,POTOMAC VALLEY HOSPITAL,100 PIN OAK LANE,KEYSER,26726,Critical Access Hospitals,54057
39.66256,-79.94627,510024,MON HEALTH MEDICAL CENTER,1200 JD ANDERSON DRIVE,MORGANTOWN,26505,Short Term,54061
39.63053,-79.95771,512004,ACUITY SPECIALTY HOSPITAL OF MORGANTOWN,"1200 JD ANDERSON DRIVE, 4TH FLOOR",MORGANTOWN,26505,Long Term,54061
38.03188,-78.49888,510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,26506,Short Term,54061
57.34075,-2.61422,511309,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,BERKELEY SPRINGS,25411,Critical Access Hospitals,54065
38.2922,-80.83113,511322,SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,26651,Critical Access Hospitals,54067
40.05954,-80.68517,510050,WHEELING HOSPITAL,1 MEDICAL PARK,WHEELING,26003,Short Term,54069
38.201,-80.1093,511314,POCAHONTAS MEMORIAL HOSPITAL,150 DUNCAN ROAD,BUCKEYE,24924,Critical Access Hospitals,54075
39.46511,-79.6753,511312,PRESTON MEMORIAL HOSPITAL,150 MEMORIAL DRIVE,KINGWOOD,26537,Critical Access Hospitals,54077
37.78753,-81.20245,510070,RALEIGH GENERAL HOSPITAL,1710 HARPER ROAD,BECKLEY,25801,Short Term,54081
37.79849,-81.16871,510062,BECKLEY ARH HOSPITAL,306 STANAFORD ROAD,BECKLEY,25801,Short Term,54081
38.92856,-79.855,510030,DAVIS MEDICAL CENTER,812 GORMAN AVENUE,ELKINS,26241,Short Term,54083
38.81257,-81.36868,511306,ROANE GENERAL HOSPITAL,200 HOSPITAL DRIVE,SPENCER,25276,Critical Access Hospitals,54087
37.65081,-80.86031,511310,SUMMERS COUNTY ARH HOSPITAL,115 SUMMERS HOSPITAL ROAD,HINTON,25951,Critical Access Hospitals,54089
39.34375,-80.02506,511307,"GRAFTON CITY HOSPITAL, INC",1 HOSPITAL PLAZA,GRAFTON,26354,Critical Access Hospitals,54091
39.55864,-81.00406,511304,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,SISTERSVILLE,26175,Critical Access Hospitals,54095
27.98177,-82.491,511321,ST JOSEPH'S HOSPITAL,1 AMALIA DRIVE,BUCKHANNON,26201,Critical Access Hospitals,54097
38.48252,-80.41046,511301,WEBSTER COUNTY MEMORIAL HOSPITAL,324 MILLER MOUNTAIN DRIVE,WEBSTER SPRINGS,26288,Critical Access Hospitals,54101
39.68074,-80.84968,510072,WETZEL COUNTY HOSPITAL,#3 EAST BENJAMIN DRIVE,NEW MARTINSVILLE,26155,Short Term,54103
39.26991,-81.56016,510058,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,PARKERSBURG,26101,Short Term,54107
21.11982,79.10047,521309,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,402 W LAKE ST,FRIENDSHIP,53934,Critical Access Hospitals,55001
28.62051,-96.63201,521359,MEMORIAL MEDICAL CENTER,1615 MAPLE LANE,ASHLAND,54806,Critical Access Hospitals,55003
45.50782,-91.75856,520011,MARSHFIELD MEDICAL CENTER - RICE LAKE,1700 WEST STOUT STREET,RICE LAKE,54868,Short Term,55005
45.85596,-63.659,521353,CUMBERLAND MEMORIAL HOSPITAL,1110 7TH AVENUE,CUMBERLAND,54829,Critical Access Hospitals,55005
44.78951,-91.46025,521315,MAYO CLINIC HEALTH SYSTEM-NORTHLAND,1222 E WOODLAND AVE,BARRON,54812,Critical Access Hospitals,55005
39.24489,-106.30328,520075,ST VINCENT HOSPITAL,835 S VAN BUREN ST,GREEN BAY,54301,Short Term,55009
44.4753,-87.93879,520193,AURORA BAYCARE MEDICAL CTR,2845 GREENBRIER RD,GREEN BAY,54311,Short Term,55009
52.39375,-0.72306,520097,ST MARYS HOSPITAL MEDICAL CTR,1726 SHAWANO AVE,GREEN BAY,54303,Short Term,55009
43.97767,-88.94145,520049,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE,GREEN BAY,54305,Short Term,55009
-24.86783,152.34905,521331,BURNETT MEDICAL CENTER,257 W ST GEORGE AVE,GRANTSBURG,54840,Critical Access Hospitals,55013
44.02524,-88.15277,521317,ASCENSION CALUMET HOSPITAL,614 MEMORIAL DRIVE,CHILTON,53014,Critical Access Hospitals,55015
44.95336,-90.91847,521311,ASCENSION OUR LADY OF VICTORY HOSPITAL,1120 PINE ST,STANLEY,54768,Critical Access Hospitals,55017
6.11521,-0.24263,520017,ST JOSEPHS HOSPITAL,2661 COUNTY HWY I,CHIPPEWA FALLS,54729,Short Term,55017
45.10211,-91.50171,521314,MAYO CLINIC HEALTH SYSTEM-CHIPPEWA VALLEY,1501 THOMPSON ST,BLOOMER,54724,Critical Access Hospitals,55017
44.55783,-90.60763,521323,MARSHFIELD MEDICAL CENTER - NEILLSVILLE,216 SUNSET PLACE,NEILLSVILLE,54456,Critical Access Hospitals,55019
54.9786,-1.61934,520041,ASPIRUS DIVINE SAVIOR HOSPITAL,2817 NEW PINERY ROAD,PORTAGE,53901,Short Term,55021
43.32241,-89.03574,521338,PRAIRIE RIDGE HEALTH,1515 PARK AVE,COLUMBUS,53925,Critical Access Hospitals,55021
43.02147,-91.11304,521330,CROSSING RIVERS HEALTH MEDICAL CENTER,37868 US HWY 18,PRAIRIE DU CHIEN,53821,Critical Access Hospitals,55023
34.36515,-89.53375,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,53792,Short Term,55025
40.81229,-81.39694,522008,SELECT SPECIALTY HOSPITAL MADISON,801 BRAXTON PLACE,MADISON,53715,Long Term,55025
43.05927,-89.40151,520083,SSM HEALTH ST MARY'S HOSPITAL - MADISON,700 SOUTH PARK ST,MADISON,53715,Short Term,55025
43.06487,-89.40168,520089,UNITYPOINT HEALTH - MERITER,202 S PARK ST,MADISON,53715,Short Term,55025
42.92031,-89.21111,521343,STOUGHTON HOSPITAL,900 RIDGE ST,STOUGHTON,53589,Critical Access Hospitals,55025
43.20131,-88.69836,520116,WATERTOWN REGIONAL MEDICAL CENTER,125 HOSPITAL DRIVE,WATERTOWN,53098,Short Term,55027
44.88979,-89.58114,520076,MARSHFIELD MEDICAL CENTER - BEAVER DAM,707 S UNIVERSITY AVE,BEAVER DAM,53916,Short Term,55027
43.63113,-88.74528,521327,WAUPUN MEMORIAL HOSPITAL,620 W BROWN ST,WAUPUN,53963,Critical Access Hospitals,55027
44.83266,-87.35363,521358,DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,STURGEON BAY,54235,Critical Access Hospitals,55029
46.81566,-95.8447,521329,ESSENTIA HEALTH ST MARY'S HOSPITAL - SUPERIOR,3500 TOWER AVE,SUPERIOR,54880,Critical Access Hospitals,55031
44.78951,-91.46025,521340,MAYO CLINIC HEALTH SYSTEM-RED CEDAR,2321 STOUT RD,MENOMONIE,54751,Critical Access Hospitals,55033
44.79433,-91.52036,520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,EAU CLAIRE,54701,Short Term,55035
