name,lon,lat,type,address,phone,description,volume
Hospital General Castañer,-66.8331137,18.1810502,0,"Carr. 135 KM 4.5, Castañer, Lares 00631, Puerto Rico",(787) 829-5010,,
COSSMA Cidra,-66.154489,18.1786201,0,"Ave El Jibaro Carr #172 Km 13.5 Bo, Cidra, 00739, Puerto Rico",(787) 739-8182,,
"NeoMed Center, Inc. - Gurabo Center",-65.97497,18.257712,0,"941 Salida Bo. Jaguas Calle, Gurabo, 00778, Puerto Rico",(787) 737-2311,,
Corporación de Servicios Médicos IPA-19,-66.8255639,18.4873643,0,"Hatillo, 00659, Puerto Rico",(787) 898-4190,,
Centros Integrados de Servicios de Salud Lares,-66.8853835,18.2906226,0,"Lares, 00669, Puerto Rico",(787) 897-2727,,
Migrant Health Center Clinica Mayaguez,-67.143209,18.1847052,1,"Calle Ramón Emeterio Betances, #392 sur, Mayagüez 00681, Puerto Rico",(787) 805-2900,,
Morovis Community Health Center,-66.40442,18.326366,0,"#2 Carr Patron, Morovis, 00687, Puerto Rico",(787) 862-3000,,
"Salud Integral en la Montaña, Inc. Clinica La Montaña",-66.2824541,18.2588079,1,"Cedro Arriba, Naranjito 00782, Puerto Rico",(787) 869-5900,,
Centro de Servicios Primarios de Salud de Patillas,-66.0131466,18.0036952,1,"99 Cll Guillermo Riefkohl, Patillas, 00723, Puerto Rico",(787) 839-4320,,
"Med Centro, Inc.",-66.6157806,17.9919697,1,"1034 Av. Hostos, Ponce, 00716, Puerto Rico",(787) 843-9393,,
Costa Salud Community Health Center,-67.2518856,18.3388866,0,"Rincon, Rincón 00677, Puerto Rico",(787) 823-5500,,
Health ProMed,-66.056066,18.4376724,0,"Avenida Borinquen, San Juan, 00915, Puerto Rico",(787) 268-4171,,
San Juan,-66.1057355,18.4655394,0,"San Juan, Puerto Rico",,,
PR CoNCRA,-66.0522082,18.3966848,0,"Urb. García Ubarri, #1162, Calle Brumbaugh, San Juan, 00925, Puerto Rico",(787) 753-9437,,
"Comprehensive Community Action,Inc.",-71.4158428,41.8281064,0,"111 Francis St, Providence, RI 02908, USA",,,
East Bay Community Action Program,-71.3124793,41.5169941,0,"6 John H Chafee Blvd, Newport, RI 02840, USA",(401) 848-2160,,
Northwest Community Health Cr,-71.702394,41.95678,0,"36 Bridge Way, Pascoag, RI 02859, USA",(401) 285-5101,,
Providence Community Health Centers,-71.4016649,41.8028161,1,"375 Allens Ave, Providence, RI 02905, USA",(401) 444-0400,,
Thundermist Health Center of Woonsocket,-71.5063171,42.0070571,1,"450 Clinton St, Woonsocket, RI 02895, USA",(401) 767-4100,,
Fetter Health Care Network - Charleston Health Center & Corporate Office,-79.9388134,32.7939273,1,"51 Nassau St, Charleston, SC 29403, USA",(843) 722-4112,,
"Rural Health Services, Inc",-81.8970909,33.4941021,0,"4645 Augusta Rd, Beech Island, SC 29842, USA",(803) 593-9283,,
Eau Claire Walk-In,-81.0438096,34.0459609,0,"4605 Monticello Rd Building B, Suite 2, Columbia, SC 29203, USA",(803) 753-5590,,
Health Care Partners Of South Carolina,-79.0563667,33.8509838,0,"1608 Main St, Conway, SC 29526, USA",(843) 248-4700,,
"Low Country Health Care System, Inc.",-81.249802,32.9658573,0,"333 Revolutionary Trail, Fairfax, SC 29827, USA",(803) 632-2533,,
New Horizon Family Health Services,-82.414598,34.815959,0,"975 W Faris Rd, Greenville, SC 29605, USA",(864) 729-8330,,
CareSouth Carolina,-80.0722992,34.3730082,0,"201 S 5th St, Hartsville, SC 29550, USA",(843) 857-0111,,
Little River Medical Center,-78.5987243,33.8832359,0,"4303 Live Oak Dr, Little River, SC 29566, USA",(843) 663-8000,,
St. James Health and Wellness,-79.5114593,33.0821113,0,"1189 Tibwin Rd, McClellanville, SC 29458, USA",(843) 887-3274,,
Beaufort Jasper Hampton Comprehensive Health Services,-80.9856033,32.4968948,0,"Family Medical Center, 1520 Grays Hwy, Ridgeland, SC 29936, USA",(843) 726-3979,,
United Way of Oconee County,-82.9550518,34.6980736,0,"528 Bypass 123 Suite C, Seneca, SC 29678, USA",(864) 882-9743,,
Horizon Health Care Administration Office,-97.5268854,44.0112629,1,"109 N Main St, Howard, SD 57349, USA",(605) 772-4525,,
Ocoee Regional Health Corporation,-84.6358355,35.186564,0,"6784 US-411, Benton, TN 37307, USA",(423) 338-2831,,
Hamilton County Health Department,-85.2920073,35.0484961,0,"921 E 3rd St, Chattanooga, TN 37403, USA",(423) 209-8000,,
Putnam County Health Department,-85.5229902,36.1494165,0,"701 County Services Dr, Cookeville, TN 38501, USA",(931) 528-2531,,
Cherokee Health Systems: Allen William PHD,-83.9453236,35.9665829,1,"2018 Western Ave, Knoxville, TN 37921, USA",(865) 544-0406,,
Christ Community Health Services,-89.9767585,35.1096896,0,"2569 Douglass Ave, Memphis, TN 38114, USA",(901) 842-3164,,
Tri-State Community Health Center,-89.9286313,35.0643671,0,"4041 Knight Arnold Rd, Memphis, TN 38118, USA",(901) 572-1573,,
Matthew Walker Comprehensive Health Center,-86.8011117,36.170308,0,"1035 14th Ave N, Nashville, TN 37208, USA",(615) 327-9400,,
Tennessee Department of Health,-86.818922,36.1958299,0,"665 Mainstream Dr, Nashville, TN 37243, USA",(615) 741-3011,,
Neighborhood Health at Welshwood,-86.7302031,36.0824696,0,"419 Welshwood Dr, Nashville, TN 37211, USA",(615) 227-3000,,
"Rural Health Services Consortium, Inc.",-83.0163072,36.3963268,0,"4307 TN-66, Rogersville, TN 37857, USA",(423) 921-1600,,
Community Action Corporation of South Texas Enrollment,-98.0472946,27.7644004,1,"700 N Flournoy Rd, Alice, TX 78332, USA",(361) 664-3171,,
Adoue Family Health Center,-95.2550946,29.4196538,0,"1111 W Adoue St, Alvin, TX 77511, USA",(281) 824-1480,,
Central Health,-97.7331915,30.2595002,1,"1111 E Cesar Chavez St, Austin, TX 78702, USA",(512) 978-8000,,
MEHOP,-95.9718897,29.0034529,0,"101 Avenue F, Bay City, TX 77414, USA",(979) 245-2008,,
Eric Todd | Brazos Valley Community Action Agency Inc,-96.315992,30.637332,0,"1500 University Dr E, College Station, TX 77840, USA",(979) 846-1100,,
Lone Star Family Health Center,-95.471432,30.2854351,0,"605 S, Conroe Medical Dr, Conroe, TX 77304, USA",(936) 539-4004,,
Amistad Community Health Center,-97.4050003,27.7750586,0,"1533 S Brownlee Blvd, Corpus Christi, TX 78404, USA",(361) 884-2242,,
Coastal Bend Wellness Foundation,-97.4238409,27.722308,0,"2882 Holly Rd, Corpus Christi, TX 78415, USA",(361) 814-2001,,
"South Texas Rural Health Services, Inc.",-99.2360305,28.4339656,0,"105 S Stewart St, Cotulla, TX 78014, USA",(830) 879-2502,,
"Vida Y Salud-Health Systems, Inc.",-99.8237304,28.6763896,0,"308 Cesar Chavez, Crystal City, TX 78839, USA",(830) 374-2301,,
Dallas County Hospital District,-96.8385386,32.8107052,0,"5201 Harry Hines Blvd, Dallas, TX 75235, USA",(214) 590-8000,,
Healing Hands Ministries,-96.7543387,32.8945879,0,"#N-108, 8515 Greenville Ave, Dallas, TX 75243, USA",(214) 221-0855,,
Martin Luther King Jr Family Clinic,-96.7660254,32.77056,0,"2922 Martin Luther King Jr Blvd, Dallas, TX 75215, USA",(214) 426-3645,,
United Medical Center,-100.4789128,28.7300521,1,"2525 N Veterans Blvd, Eagle Pass, TX 78852, USA",(830) 773-5358,,
"Centro de Salud Familiar La Fe, Inc.",-106.4797938,31.7700886,0,"1314 Yandell Dr, El Paso, TX 79902, USA",(915) 534-7979,,
Project Vida Health Center,-106.4503234,31.7720393,0,"3612 Pera Ave, El Paso, TX 79905, USA",(915) 533-7057,,
Northside Community Health Center,-97.3939837,32.795545,0,"2332 Beverly Hills Dr, Fort Worth, TX 76114, USA",(817) 625-4254,,
Lone Star Circle of Care HQ,-97.6754951,30.6336833,1,"205 E University Ave, Georgetown, TX 78626, USA",(877) 800-5722,,
Su Clinica,-97.667794,26.1718401,0,"1706 Treasure Hills Blvd, Harlingen, TX 78550, USA",(956) 365-6000,,
Asian American Health Coalition,-95.5508928,29.7033635,0,"7001 Corporate Dr, Houston, TX 77036, USA",(713) 773-0803,,
El Centro de Corazón John S. Dunn Health Center,-95.286923,29.735872,0,"7635 Canal St, Houston, TX 77012, USA",(713) 660-1880,,
Harris Health System,-95.3873527,29.6862447,0,"2525 Holly Hall St, Houston, TX 77054, USA",(713) 566-3600,,
Healthcare For the Homeless - Houston,-95.3683425,29.7480924,0,"1934 Caroline St, Houston, TX 77002, USA",(713) 286-6000,,
Houston Area Community Services,-95.4191216,29.7330212,0,"3730 Kirby Dr #820, Houston, TX 77098, USA",(713) 526-0555,,
"Houston Community Health Centers, Inc.",-95.3098829,29.7803836,0,"424B Hahlo St, Houston, TX 77020, USA",,,
Legacy Community Health - North Line Clinic,-95.3935508,29.8480506,1,"5598-A1 Northtown Plaza Houston TX 77076 US, North Fwy, Houston, TX 77076, USA",(281) 628-2030,,
St. Hope Foundation - Corporate Office,-95.5054623,29.7152161,0,"6200 Savoy Dr ste 540, Houston, TX 77036, USA",(713) 778-1300,,
Spring Branch Community Health Center - West Houston Clinic,-95.707286,29.830642,0,"19333 Clay Rd, Katy, TX 77449, USA",(713) 462-6555,,
"Gateway Community Health Center, Inc.",-99.4767405,27.5356928,1,"1515 Pappas St, Laredo, TX 78041, USA",(956) 795-8100,,
South Plains Rural Health,-102.3798937,33.5715863,0,"1000 FM300, Levelland, TX 79336, USA",(806) 305-0926,,
Special Health Resources,-94.7309929,32.4969019,0,"410 Fourth St, Longview, TX 75602, USA",(903) 234-8808,,
"Community Health Center of Lubbock, Inc",-101.8537258,33.5916702,0,"1610 5th St, Lubbock, TX 79401, USA",(806) 765-2611,,
Midland Community Healthcare Services,-102.1038823,31.9936322,0,"2502 Delano Ave, Midland, TX 79701, USA",(432) 699-3817,,
Pasadena Health Center,-95.2011254,29.6897705,0,"908 Southmore Ave #100, Pasadena, TX 77502, USA",(713) 597-8051,,
Nuestra Clinica del Valle,-98.166706,26.2105229,0,"1203 E Ferguson Ave, Pharr, TX 78577, USA",(956) 787-0787,,
RHN Plainview Medical,-101.7328106,34.2066326,0,"2601 Dimmitt Suite 104, Plainview, TX 79072, USA",(806) 291-0297,,
"Atascosa Health Center, Inc.",-98.4868204,28.9574837,0,"310 W. Oaklawn Street, Pleasanton, TX 78064, USA",(830) 569-2527,,
Gulf Coast Health Center,-93.9358707,29.9046682,0,"2548 Memorial Blvd, Port Arthur, TX 77640, USA",(409) 983-1161,,
AccessHealth Richmond Clinic,-95.7602734,29.5786836,0,"400 Austin St, Richmond, TX 77469, USA",(281) 342-4530,,
CommuniCare Health Centers - West Campus,-98.5421103,29.4097534,1,"1102 Barclay St, San Antonio, TX 78207, USA",(210) 233-7000,,
El Centro Del Barrio Clinic,-98.633184,29.3998565,1,"7404 W US Hwy 90, San Antonio, TX 78227, USA",(210) 440-3368,,
Fresenius Medical Care at Kindred Chicago- Lakeshore,-87.655904,41.993599,0,"6130 N Sheridan Rd, Chicago, IL 60660, USA",(773) 381-1222,,
Tyler Family Circle Of Care,-95.2988392,32.3439705,0,"214 E Houston St, Tyler, TX 75702, USA",(903) 535-9041,,
Community Health Development Inc,-99.790245,29.1935939,0,"908 Evans St, Uvalde, TX 78801, USA",(830) 278-5604,,
Heart Of Texas Community Health Center,-97.1528905,31.5590161,0,"1600 Providence Dr, Waco, TX 76707, USA",(254) 313-4200,,
Paiute Indian Tribe of Utah,-113.0578039,37.6850231,0,"440 N Paiute Dr, Cedar City, UT 84721, USA",(435) 586-1112,,
Carbon Medical Service,-110.393341,39.5502395,0,"331 UT-123, Sunnyside, UT 84539, USA",(435) 888-4411,,
Utah Partners for Health,-111.909871,40.612299,0,"7651 S Main St, Midvale, UT 84047, USA",(801) 417-0131,,
Utah Navajo Health System Inc.,-109.3038585,37.2602953,0,"1478 East, UT-162, Montezuma Creek, UT 84534, USA",(435) 651-3700,,
Mountainlands Community Health,-111.6302022,40.2119669,0,"Provo, UT 84606, USA",(801) 429-2006,,
Wasatch Homeless Health Care: Corral Silvia MD,-111.9029039,40.7602419,0,"404 400 W, Salt Lake City, UT 84101, USA",(801) 364-0058,,
Mountain Health Center,-73.0848605,44.1383303,0,"61 Pine St, Bristol, VT 05443, USA",(802) 453-5028,,
The Health Center,-72.4330425,44.27747,0,"157 Towne Ave, Plainfield, VT 05667, USA",(802) 454-8336,,
Richford Health Center,-72.6731608,44.996372,1,"44 Main St #200, Richford, VT 05476, USA",(802) 255-5500,,
Frederiksted Health Care Inc,-64.8829295,17.7104078,1,"516 Strand St, Frederiksted, St Croix 00840, USVI",(340) 772-0260,,
East End Family Health Center,-64.8900846,18.3395921,0,"4605, 4605 Tutu Park Mall, Anna's Retreat, St Thomas 00802, USVI",(340) 775-3700,,
Neighborhood Health,-77.0805188,38.7734927,1,"6677 Richmond Hwy, Alexandria, VA 22306, USA",(703) 535-5568,,
Blue Ridge Medical Center,-78.9339264,37.7066469,0,"4038 Thomas Nelson Hwy, Arrington, VA 22922, USA",(434) 263-4000,,
Piedmont Access To Health Services,-79.3951888,36.5857727,1,"705 Main St, Danville, VA 24541, USA",(434) 791-3630,,
Horizon Health Services Inc,-76.9039368,36.9008007,0,"8575 Ivor Rd, Ivor, VA 23866, USA",(757) 859-6161,,
HealthWorks for Northern Virginia - Leesburg,-77.5407765,39.1089838,0,"163 Fort Evans Rd NE, Leesburg, VA 20176, USA",(703) 443-2000,,
Peninsula Institute-Community Health,-76.5543732,37.1503152,0,"15425 Warwick Blvd, Newport News, VA 23608, USA",(757) 874-8400,,
Hampton Roads Community Health Center,-76.3047249,36.8251391,0,"664 Lincoln St, Portsmouth, VA 23704, USA",(757) 393-6363,,
The Daily Planet Inc,-77.4816245,37.5059147,0,"180 E Belt Blvd, Richmond, VA 23224, USA",(804) 783-2505,,
Richmond,-77.4360481,37.5407246,0,"Richmond, VA, USA",,,
Southern Dominion Health System,-78.1962982,36.9704555,0,"1508 K-V Rd, Victoria, VA 23974, USA",(434) 696-2165,,
GPW Health Center,-77.340726,38.6734473,0,"4379 Ridgewood Center Dr #102, Woodbridge, VA 22192, USA",(703) 680-7950,,
Unity Care NW - Bellingham,-122.4760444,48.7537102,0,"220 Unity St, Bellingham, WA 98225, USA",(360) 676-6177,,
Peninsula Community Health Services Bremerton Medical Clinic,-122.628868,47.567815,0,"616 6th St, Bremerton, WA 98337, USA",(360) 377-3776,,
NEW Health Programs Association,-117.71036,48.2767192,0,"509 E Main Ave, Chewelah, WA 99109, USA",(509) 935-6001,,
Colville Tribe Sr Meal Site,-118.2052372,48.2994774,0,"Inchelium, WA 99138, USA",(509) 722-7074,,
Grant Mental Healthcare,-119.908334,46.7373742,0,"76 Government Rd #4, Mattawa, WA 99349, USA",(509) 932-0100,,
Family Health Center,-119.5938119,48.3569012,1,"1234 2nd Ave S, Okanogan, WA 98840, USA",(509) 422-2573,,
COLUMBIA BASIN HEALTH,-119.170685,46.8128089,1,"1515 Columbia St, Othello, WA 99344, USA",(509) 488-5256,,
Tri-Cities Community Health,-119.096134,46.241585,1,"515 W Court St, Pasco, WA 99301, USA",(509) 547-2204,,
HealthPoint Renton,-122.2148421,47.4815423,1,"200 S 2nd St, Renton, WA 98057, USA",(425) 226-5536,,
International District Medical and Dental Clinic (ICHS) - International Community Health Services,-122.3221321,47.596171,1,"720 8th Ave S, Seattle, WA 98104, USA",(206) 788-3700,,
Seattle,-122.3320708,47.6062095,1,"Seattle, WA, USA",,,
Sea Mar Community Health Center,-122.3151543,47.5232482,1,"8915 14th Ave S, Seattle, WA 98108, USA",(206) 762-3263,,
Community Health Association-Spokane,-117.5888486,47.6452791,1,"12824 W 12th Ave, Airway Heights, WA 99001, USA",(509) 244-6014,,
NATIVE Project,-117.4393177,47.6704916,0,"1803 W Maxwell Ave, Spokane, WA 99201, USA",(509) 483-7535,,
Community Health Care,-122.4055467,47.2171393,1,"1708 E 44th St, Tacoma, WA 98404, USA",(253) 471-4553,,
Toppenish Medical-Dental Clinic,-120.3165121,46.3742106,1,"510 W 1st Ave, Toppenish, WA 98948, USA",(509) 865-5600,,
Columbia Valley Community Health Center,-120.3180415,47.4190547,0,"600 Orondo Ave #1, Wenatchee, WA 98801, USA",(509) 662-6000,,
Yakima Neighborhood Health Services:,-120.49563,46.6038345,1,"12 S 8th St, Yakima, WA 98901, USA",(509) 454-4143,,
E.A. Hawse Health Center,-78.736332,39.048003,0,"17978 WV-55, Baker, WV 26801, USA",(304) 897-5915,,
Community Health Systems Inc,-81.17903,37.791354,0,"252 Rural Acres Dr, Beckley, WV 25801, USA",(304) 252-0187,,
Camden On Gauley Medical Center: Hickey Meg MD,-80.610938,38.365212,0,"10003 Webster Rd, Camden-On-Gauley, WV 26208, USA",(304) 226-5725,,
Tug River Health Association,-81.5528011,37.3665479,0,"5883 Black Diamond Hwy Box 507, Gary, WV 24836, USA",(304) 448-2101,,
Preston Taylor Pharmacy,-80.018893,39.345373,0,"725 N Pike St, Grafton, WV 26354, USA",(304) 265-7400,,
Valley Health Systems Inc,-82.4422579,38.4205112,1,"401 10th St, Huntington, WV 25701, USA",(304) 525-3334,,
Shenandoah Community Health,-77.966459,39.4738902,1,"99 Tavern Rd, Martinsburg, WV 25401, USA",(304) 263-4999,,
Mountaineer Community Health Center,-78.453214,39.5249279,0,"783 Winchester St, Paw Paw, WV 25434, USA",(304) 947-5500,,
Rainelle Medical Center Inc,-80.7784895,37.9687264,0,"176 Medical Center Dr, Rainelle, WV 25962, USA",(304) 438-6188,,
New River Health - Scarbro,-81.1605703,37.9407216,0,"908 Scarbro Rd, Scarbro, WV 25917, USA",(304) 469-2905,,
FamilyCare Health Center,-81.9358522,38.4524472,0,"97 Great Teays Blvd #6, Scott Depot, WV 25560, USA",(304) 757-6999,,
Community Health Systems Inc,-89.0308763,42.5202089,0,"74 Eclipse Ctr, Beloit, WI 53511, USA",(608) 361-0311,,
NorthLakes Community Clinic,-91.4151202,46.5648044,0,"7665 US-2, Iron River, WI 54847, USA",(888) 834-4551,,
Kenosha Community Health Center (KCHC),-87.8274596,42.5779383,0,"6226 14th Ave, Kenosha, WI 53143, USA",(262) 656-0044,,
Access Community Health Center,-89.4278295,43.0343809,0,"2901 W Beltline Hwy, Madison, WI 53713, USA",(608) 443-5500,,
Family Health Center of Marshfield,-90.1787781,44.6821333,0,"1307 N St Joseph Ave, Marshfield, WI 54449, USA",(715) 221-5700,,
Outreach Community Health Centers Outpatient Clinic,-87.9125336,43.0897261,0,"210 W Capitol Dr, Milwaukee, WI 53212, USA",(414) 727-6320,,
Progressive Community Health Centers - Lisbon Avenue Health Center,-87.9583975,43.0549654,0,"3522 W Lisbon Ave, Milwaukee, WI 53208, USA",(414) 935-8000,,
"SIXTEENTH STREET COMMUNITY HEALTH CENTERS, INC- United Community Center Geriatric Clinic",-87.920727,43.0202836,0,"730 W Washington St, Milwaukee, WI 53204, USA",(414) 672-1353,,
Family Health La Clinica,-89.2782145,44.0670625,0,"400 S Townline Rd, Wautoma, WI 54982, USA",(920) 787-5514,,
Community Health Center of Central Wyoming,-106.2579074,42.8419279,0,"5000 Blackmore Rd, Casper, WY 82609, USA",(307) 233-6000,,
BETHEL FAMILY CLINIC,-161.7624499,60.79608003,0,"4th Ave & Main St, Bethel, AK",907-543-3773,,
KODIAK AREA NATIVE ASSOCIATION,-152.355082,57.81176899,0,"3449 E Rezanof Dr, Kodiak, AK",907-486-9870,,
LEE COUNTY COOPERATIVE CLINIC,-90.77465172,34.77053277,0,"530 Atkins Blvd, Marianna, AR",870-295-5225,,
"JEFFERSON COMPREHENSIVE CARE SYSTEM, INC.",-91.99830443,34.21892701,0,"1101 S Tennessee St, Pine Bluff, AR",870-543-2315,,
"EAST ARKANSAS FAMILY HEALTH CENTER, INC.",-90.17588355,35.15496985,0,"900 N 7th St, West Memphis, AR",870-735-3842,,
OMNI FAMILY HEALTH,-119.4534105,35.14908676,1,"1100 4th St, Taft, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.4658697,35.39970252,1,"277 E Front St, Buttonwillow, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.6947499,35.61607749,1,"21138 Paso Robles Hwy, Lost Hills, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.6633644,36.32713178,1,"355 Campus Dr Ste E, Hanford, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.7879988,36.74081005,1,"2505 Merced St, Fresno, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.7622758,36.77950141,1,"3748 E Shields Ave, Fresno, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.7722125,36.80218301,1,"4646 N 1st St, Fresno, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.7720167,36.80585075,1,"4844 N 1st St Ste 104, Fresno, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.7267133,36.76771323,1,"1900 N Gateway Blvd Ste 116, Fresno, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.772681,36.82523299,1,"6107 N 1st St, Fresno, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.34989,35.5942625,1,"2101 7th St, Wasco, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.2497976,35.76759787,1,"912 Fremont St, Delano, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.2457325,35.7692924,1,"1001 Main St, Delano, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.2451126,35.77250254,1,"1215 Jefferson St, Delano, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.45265,36.59801909,1,"925 G St, Reedley, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.2771714,35.50326295,1,"320 James St, Shafter, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.2647583,35.4952447,1,"659 S Central Valley Hwy, Shafter, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.2645486,35.49511703,1,"655 S Central Valley Hwy, Shafter, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.4326808,36.60418389,1,"1530 E Manning Ave, Reedley, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.295549,36.32638252,1,"311 W Noble Ave, Visalia, CA",800-300-6664,,
OMNI FAMILY HEALTH,-117.6671124,35.64249206,1,"1133 Chelsea St, Ridgecrest, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.0960427,36.21418287,1,"860 Sequoia Ave, Lindsay, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.1550111,36.29726135,1,"1110 W Visalia Rd Ste 102, Exeter, CA",800-300-6664,,
OMNI FAMILY HEALTH,-118.4520028,35.13415603,1,"161 N Mill St, Tehachapi, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.0209004,35.40753721,1,"210 N Chester Ave, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.0315731,35.40855975,1,"525 Roberts Ln, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.0211724,35.38528196,1,"2811 H St, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.0561469,35.36447166,1,"4900 California Ave Ste 100B, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.019096,35.3175825,1,"1451 White Ln, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.050535,35.33849401,1,"4131 Ming Ave, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.1100671,35.39146835,1,"3409 Calloway Dr Unit 300, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.051854,35.33831401,1,"1701 Stine Rd, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.110165,35.367089,1,"1014 Calloway Dr Bldg F, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.1111383,35.36767309,1,"1022 Calloway Dr, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.054266,35.29596314,1,"4600 Panama Ln Unit 102B, Bakersfield, CA",800-300-6664,,
OMNI FAMILY HEALTH,-119.081645,35.31718419,1,"4151 Mexicali Dr, Bakersfield, CA",800-300-6664,,
BORREGO COMMUNITY HEALTH FOUNDATION,-116.329047,33.19398102,0,"4343 Yaqui Pass Rd, Borrego Springs, CA",760-767-5051,,
ALL-INCLUSIVE COMMUNITY HEALTH CENTER,-118.3204389,34.18932754,0,"1311 N San Fernando Blvd, Burbank, CA",818-843-9900 x53087,,
ST. JUDE NEIGHBORHOOD HEALTH CENTERS,-117.9287175,33.86360401,0,"731 S Highland Ave, Fullerton, CA",714-446-5100,,
SAN BENITO HEALTH FOUNDATION,-121.4169956,36.85335042,0,"351 Felice Dr, Hollister, CA",831-637-5783,,
FRIENDS OF FAMILY HEALTH CENTER,-117.9592175,33.92778701,0,"501 S Idaho St, La Habra, CA",562-690-0400,,
BARTZ-ALTADONNA COMMUNITY HEALTH CENTER,-118.122245,34.66992275,0,"43322 Gingham Ave, Lancaster, CA",661-874-4050,,
CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,-118.2725504,34.02599635,0,"2614 S Grand Ave, Los Angeles, CA",323-234-5000,,
CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,-118.2555138,34.01755347,0,"2707 S Central Ave, Los Angeles, CA",323-234-5000,,
KHEIR CLINIC,-118.3037243,34.06358361,0,"3727 W 6th St Ste 200, Los Angeles, CA",213-235-2500,,
QUEENSCARE HEALTH CENTERS,-118.280432,34.07272014,0,"150 N Reno St, Los Angeles, CA",213-380-7298,,
QUEENSCARE HEALTH CENTERS,-118.2902075,34.0955879,0,"4618 Fountain Ave, Los Angeles, CA",323-953-7170,,
QUEENSCARE HEALTH CENTERS,-118.218877,34.12374501,0,"4448 York Blvd, Los Angeles, CA",323-344-5233,,
QUEENSCARE HEALTH CENTERS,-118.160465,34.03327251,0,"4816 E 3rd St, Los Angeles, CA",323-669-4305,,
SOUTH CENTRAL FAMILY HEALTH CENTER,-118.256771,34.00305998,0,"4425 S Central Ave, Los Angeles, CA",323-908-4200,,
UNIVERSAL COMMUNITY HEALTH CENTER,-118.2531376,34.02582305,0,"1005 E Washington Blvd, Los Angeles, CA",323-233-3100,,
WATTS HEALTHCARE CORPORATION,-118.2461939,33.94268807,0,"10300 Compton Ave, Los Angeles, CA",323-564-4331,,
HARMONY HEALTH MEDICAL CLINIC AND FAMILY RESOURCE CENTER,-121.6174946,39.14773846,0,"1215 Plumas St Ste 1400, Yuba City, CA",530-777-3190,,
HARMONY HEALTH MEDICAL CLINIC AND FAMILY RESOURCE CENTER,-121.6175863,39.14445101,0,"399 Del Norte Ave, Yuba City, CA",530-751-2273,,
HARMONY HEALTH MEDICAL CLINIC AND FAMILY RESOURCE CENTER,-121.5458191,39.12783253,0,"1908 N Beale Rd Ste E, Marysville, CA",530-743-6888,,
VALLEY COMMUNITY HEALTHCARE,-118.4138275,34.194434,0,"6801 Coldwater Canyon Ave, North Hollywood, CA",818-763-8836,,
TRI-STATE COMMUNITY HEALTHCARE CENTER,-114.6183476,34.832735,0,"1402 Bailey Ave, Needles, CA",760-326-0222,,
SIERRA FAMILY MEDICAL CLINIC INC,-121.0351325,39.3660826,0,"15301 Tyler Foote Rd, Nevada City, CA",530-292-3478,,
"MISSION CITY COMMUNITY NETWORK, INC.",-118.4636949,34.22818013,0,"15206 Parthenia St, North Hills, CA",818-895-3100,,
"UNICARE COMMUNITY HEALTH CENTER, INC.",-117.3138872,34.09103274,0,"570 S Mount Vernon Ave Ste G, San Bernardino, CA",909-884-6700,,
"UNICARE COMMUNITY HEALTH CENTER, INC.",-117.6512475,34.06804802,0,"437 N Euclid Ave, Ontario, CA",909-988-2555,,
