name,st_abbr,city,address,phone,testing_status,lon,lat
Clay Avenue Health Center,NY,Bronx,1776 Clay Ave,718-299-1100,Yes,-73.90428301,40.84615801
BronxCare Center for Physical Rehabilitation,NY,Bronx,1775 Grand Concourse Ste 6B,718-579-3940,Yes,-73.90996879,40.84624627
BronxCare Dental Services,NY,Bronx,1775 Grand Concourse,718-901-8400,Yes,-73.90996879,40.84624627
Nelson Avenue Family Residence,NY,Bronx,1605 Nelson Ave,718-299-5550,Yes,-73.91957436,40.84624137
Starhill Health Center,NY,Bronx,1600 Macombs Rd,718-466-8800,Yes,-73.91640198,40.84595399
Claremont Family Health Care Center,NY,Bronx,262 E 174th St Ste 4,718-299-6910,Yes,-73.90613052,40.84458431
BronxCare Health Integrated Services System Inc.,NY,Bronx,1650 Selwyn Ave Apt 11H,718-466-8163,Yes,-73.910107,40.843604
HELP/PSI Bronx Health Center,NY,Bronx,1543 Inwood Ave,718-681-8700,Yes,-73.91653307,40.843905
BronxCare Neurology,NY,Bronx,1650 Selwyn Ave Apt 1B,718-960-1334,Yes,-73.910107,40.843604
BronxCare Women's Health Center,NY,Bronx,1650 Grand Concourse Fl 14,718-518-5085,Yes,-73.91103698,40.84350199
BronxCare Health and Wellness Center,NY,Bronx,199 Mount Eden Pkwy,718-518-5068,Yes,-73.90961117,40.84313983
Highbridge Health Center,NY,Bronx,1381 Dr Martin L King Jr Blvd,718-538-7000,Yes,-73.92575199,40.84277
Taft High School,NY,Bronx,240 E 172nd St,718-293-7200,Yes,-73.911171,40.84001001
Fort Washington Dental And Primary Care Clinic,NY,New York,651 W 168th St,212-740-1780,Yes,-73.94146136,40.84181564
URBAN HORIZONS FAMILY HEALTH CENTER,NY,Bronx,50 E 168th St,718-293-3900,Yes,-73.91896894,40.83659334
Bronx Medical and Wellness Center,NY,Bronx,1227 Edward L Grant Hwy,718-483-1270,Yes,-73.92240745,40.83655222
Morrisania D&TC,NY,Bronx,1225 Gerard Ave,718-960-2777,Yes,-73.91987159,40.83616427
SBHC CES 126,NY,Bronx,175 W 166th St,718-588-1596,Yes,-73.928528,40.83643999
BronxCare Ogden Family Medical and Dental Center,NY,Bronx,1067 Ogden Ave,718-466-3255,Yes,-73.92833412,40.83483703
Dover Middle School,NY,Dover Plains,2368 Route 22,845-838-7038,Yes,-73.57387601,41.686456
Hudson River HealthCare Dover Plains,NY,Dover Plains,3174 Route 22,845-877-4793,Yes,-73.58146197,41.74134699
Dover Elementary School,NY,Dover Plains,9 School St,845-838-7038,Yes,-73.57929709,41.73926857
Wingdale Elementary School,NY,Wingdale,6413 Route 55,845-838-7038,Yes,-73.56164799,41.64935401
Hudson Valley Mental Health: Dover Plains,NY,Dover Plains,7 Market St,845-877-4100,Yes,-73.57661253,41.74139347
Hudson River HealthCare Amenia,NY,Amenia,3360 Route 343,845-373-9006,Yes,-73.55065596,41.850575
Eugene Brook Intermediate School,NY,Amenia,194 Haight Rd,845-838-7038,Yes,-73.53594178,41.88724642
Webutuck Elementary School,NY,Amenia,175 Haight Rd,845-838-7038,Yes,-73.53588973,41.8873071
Newtown Middle School,CT,Newtown,11 Queen St,203-426-7642,Yes,-73.3023773,41.41225067
CHP BARRINGTON OB-GYN,MA,Great Barrington,780 Main St,413-528-1470,Yes,-73.36277191,42.17854433
CHP  Barrington OB-GYN,MA,Great Barrington,27 Lewis Ave,413-528-1470,Yes,-73.37199737,42.19198534
CHP DENTAL CENTER,MA,Great Barrington,343 Main St Rear,413-528-5565,Yes,-73.36325186,42.19337921
CHP Health Center,MA,Great Barrington,444 Stockbridge Rd,413-528-9311,Yes,-73.34315633,42.21973661
CHP Mobile Van,MA,Great Barrington,444 Stockbridge Rd,413-528-8580,Yes,-73.34315633,42.21973661
CHP Lee Family Practice,MA,Lee,11 Quarry Hill Rd,413-243-0536,Yes,-73.25274342,42.28203205
Temporary Site - Isolation Unit at Hilton Garden Inn,MA,Pittsfield,1032 South St,413-854-8086,Yes,-73.26523296,42.40847901
Community Health and Wellness Center,CT,Winsted,10 Center St,860-238-4211,Yes,-73.07028955,41.92186558
The Isabelle Pearson School SBHC,CT,Winsted,2 Wetmore Ave,860-379-7588,Yes,-73.06729549,41.92653282
Batcheller Elementary Education Center SBHC,CT,Winsted,201 Pratt St,860-379-5423,Yes,-73.07423472,41.91319789
CHP Neighborhood Dental Center,MA,Pittsfield,510 North St Ste 2,413-447-2781,Yes,-73.25154431,42.45576174
CHP Neighborhood Health Center,MA,Pittsfield,510 North St,413-447-2351,Yes,-73.25153123,42.45578299
CHP Berkshire Pediatrics,MA,Pittsfield,777 North St,413-499-8531,Yes,-73.24893997,42.46062199
Sullivan Senior Center,CT,Torrington,88 E Albert St,860-489-2211,Yes,-73.11789402,41.79489599
Oliver Wolcott Vocational Technical School,CT,Torrington,75 Oliver St,860-496-5300,Yes,-73.11202342,41.81014146
FISH Torrington Emergency Shelter,CT,Torrington,332 S Main St,860-496-1648,Yes,-73.12067598,41.793568
Torrington High School,CT,Torrington,50 Major Besse Dr,860-489-2294,Yes,-73.10936014,41.81616377
Community Health and Wellness Center of Greater Torrington,CT,Torrington,469 Migeon Ave,860-489-0931,Yes,-73.13267516,41.81200964
Torrington Middle School,CT,Torrington,200 Middle School Dr,860-496-4050,Yes,-73.07020301,41.83285554
Bristol Technical High School,CT,Bristol,431 Minor St,860-584-4833,Yes,-72.99088254,41.69044025
Chippens Hill Middle School,CT,Bristol,551 Peacedale St,860-793-4778,Yes,-72.96581302,41.69885899
West Bristol School,CT,Bristol,500 Clark Ave,860-793-4765,Yes,-72.98419443,41.68462844
Community Health Center of Bristol,CT,Bristol,395 N Main St,860-347-6971,Yes,-72.947875,41.679402
Edgewood School,CT,Bristol,345 Mix St,860-793-3500,Yes,-72.92390401,41.700003
Northeast Middle School,CT,Bristol,530 Stevens St,860-793-3500,Yes,-72.90903278,41.71491188
Bristol Health &amp; Wellness Behavioral Health Center,CT,Bristol,225 N Main St,860-793-3500 x86079,Yes,-72.94757199,41.676583
Bristol Central High School,CT,Bristol,480 Wolcott St,860-793-3500 x86078,Yes,-72.96093501,41.662274
Bristol Central High School SBHC,CT,Bristol,480 Wolcott St,860-584-7735,Yes,-72.96093501,41.662274
Wheeler Health and Wellness Center,CT,Bristol,10 N Main St,860-584-6555,Yes,-72.94498198,41.67092002
Bristol Eastern High School,CT,Bristol,632 King St,860-793-3500,Yes,-72.92508722,41.68581173
Stafford School,CT,Bristol,212 Louisiana Ave,860-793-3500,Yes,-72.91771902,41.68914445
South Side School,CT,Bristol,21 Tuttle Rd,860-793-3046,Yes,-72.95307278,41.66067934
Ivy Drive School,CT,Bristol,160 Ivy Dr,860-793-3500,Yes,-72.90145501,41.70293801
Hubbell School,CT,Bristol,90 W Washington St,960-793-3500,Yes,-72.90791302,41.679603
Wilby School-Based Health Center,CT,Waterbury,568 Bucks Hill Rd,203-756-8021 x3018,Yes,-73.02991655,41.6061622
Plainville Family Health and Wellness Center,CT,Plainville,91 Northwest Dr,860-793-3500,Yes,-72.87867434,41.69162537
Greene-Hills School,CT,Bristol,718 Pine St,860-793-3884,Yes,-72.895916,41.66665199
Health &amp; Wellness Center - Admin,CT,Plainville,74 East St,860-793-3568,Yes,-72.86075953,41.66950452
Kaynor Technical High School SBHC,CT,Waterbury,43 Tompkins St,860-347-6971,Yes,-73.06552337,41.57473266
Brass City School SBHC,CT,Waterbury,289 Willow St,203-527-5942,Yes,-73.04896997,41.565402
Waterbury Health &amp; Wellness Center,CT,Waterbury,855 Lakewood Rd,860-793-3500,Yes,-73.00585497,41.57132599
StayWell School Based Health Center at Driggs,CT,Waterbury,77 Woodlawn Ter,203-596-9503,Yes,-73.04282796,41.56365399
StayWell Health Center at Western CT Mental Health Network,CT,Waterbury,95 Thomaston Ave,203-805-5300,Yes,-73.05572997,41.56073998
"STAYWELL HEALTH CARE, INC.",CT,Waterbury,80 Phoenix Ave,203-756-8021 x3012,Yes,-73.03926716,41.55714545
Community Health Center of Waterbury,CT,Waterbury,51 N Elm St,860-347-6971,Yes,-73.03657657,41.55584114
StayWell Health Center,CT,Waterbury,402 E Main St,203-755-1143,Yes,-73.03397072,41.55445356
Frank J Diloreto Elementary School SBHC,CT,New Britain,732 Slater Rd,860-223-2885,Yes,-72.80764433,41.68629938
Wheeler Health & Wellness Center - New Britain,CT,New Britain,75 N Mountain Rd,860-224-6300,Yes,-72.81813898,41.67086398
Gaffney Elementary School - SBHC,CT,New Britain,322 Slater Rd,860-225-6247,Yes,-72.81333296,41.67581199
Jefferson Elementary School SBHC,CT,New Britain,140 Horseplain Rd,860-223-8007,Yes,-72.79933979,41.69620478
Goodwin Technical High School SBHC,CT,New Britain,735 Slater Rd,860-347-6971,Yes,-72.80493002,41.686161
StayWell Health Center at St. V's,CT,Waterbury,114 Benedict St,203-754-0000,Yes,-73.0405822,41.54869334
Pulaski Middle School,CT,New Britain,757 Farmington Ave,860-347-6971,Yes,-72.78777402,41.69955499
Holmes Elementary School SBHC,CT,New Britain,2150 Stanley St,860-223-8984,Yes,-72.77780601,41.70355999
Slade Middle School SBHC,CT,New Britain,183 Steele St,860-225-6325,Yes,-72.80674403,41.660153
StayWell South End Health Center,CT,Waterbury,1302 S Main St,203-597-9044,Yes,-73.03627473,41.53907802
StayWell South End Health Center II,CT,Waterbury,1309 S Main St,203-597-9044,Yes,-73.03584944,41.5383072
Lincoln Elementary School SBHC,CT,New Britain,145 Steele St,860-229-2564,Yes,-72.80481812,41.65883763
Wallace School Based Health Center,CT,Waterbury,3465 E Main St,203-756-8021,Yes,-72.97356042,41.54329238
COMMUNITY HEALTH CENTER OF NEW BRITAIN,CT,New Britain,1 Lafayette St,860-224-3642,Yes,-72.78122978,41.67117332
Vance Elementary School SBHC,CT,New Britain,183 Vance St,860-225-8731,Yes,-72.79230168,41.65436291
Charter Oak Health Center Bloomfield,CT,Bloomfield,693 Bloomfield Ave,860-243-6584,Yes,-72.73746492,41.82724595
Friendship Service Center of New Britain,CT,New Britain,241 Arch St,860-225-0211,Yes,-72.78280448,41.66247747
Smalley Academy SBHC,CT,New Britain,175 West St,860-225-8647,Yes,-72.77125396,41.676807
Northend Elementary School SBHC,CT,New Britain,160 Bassett St,860-223-3819,Yes,-72.77978968,41.65652967
NEW BRITAIN HIGH SCHOOL - SBHC,CT,New Britain,110 Mill St,860-826-8845,Yes,-72.77822771,41.65110042
Chamberlain Elementary School SBHC,CT,New Britain,120 Newington Ave,860-832-5691,Yes,-72.76012598,41.67292798
Brookside School SBHC,CT,New Britain,505 S Main St,860-224-6450,Yes,-72.7738019,41.65175467
Roosevelt Middle School SBHC,CT,New Britain,40 Goodwin St,,Yes,-72.76237887,41.66528105
Smith Elementary School SBHC,CT,New Britain,142 Rutherford St,860-223-1574,Yes,-72.75808328,41.66129178
Parkville Community Elemetary School,CT,Hartford,1755 Park St,860-695-4720,Yes,-72.70721069,41.7570325
Parkville Community School,CT,Hartford,47 New Park Ave,860-695-4720,Yes,-72.70703843,41.75572568
A.I. PRINCE TECHNICAL SCHOOL,CT,Hartford,500 Brookfield St,860-951-7112,Yes,-72.70695898,41.74284102
Wheeler Family Health and Wellness Center - 49,CT,Hartford,49 Woodland St,860-793-3500,Yes,-72.70139658,41.77074718
Hartford Family Health & Wellness Center,CT,Hartford,43 Woodland St,860-793-3500,Yes,-72.70155676,41.77031606
High Roads School of Hartford: Primary and Middle School,CT,Hartford,757 New Britain Ave,860-695-7950,Yes,-72.70815114,41.73301077
Thomas J. McDonough Middle School,CT,Hartford,111 Hillside Ave,860-695-4260,Yes,-72.69793729,41.7496835
InterCommunity Hartford 131 Coventry,CT,Hartford,131 Coventry St Fl 2,860-569-5900,No,-72.69110503,41.80018401
InterCommunity Inc.,CT,Hartford,16 Coventry St,860-714-3704,No,-72.68992251,41.79652933
CHARTER OAK HEALTH CENTER,CT,Hartford,401 New Britain Ave,860-241-0712,Yes,-72.69601004,41.73997298
StayWell Naugatuck Health Center,CT,Naugatuck,30 Church St,203-756-8021,Yes,-73.05612811,41.48790472
Community Health Services,CT,Hartford,500 Albany Ave,860-808-8703,No,-72.68502078,41.77774
"YWCA OF THE HARTFORD REGION, INC",CT,Hartford,135 Broad St,860-525-1163,Yes,-72.68626155,41.7674445
"COMMUNITY HEALTH SERVICES, INC.",CT,Hartford,500 Albany Ave,860-249-9625,Yes,-72.68502078,41.77774
Charter Oak Health Center Annex at 39 Grand Street,CT,Hartford,39 Grand St,860-550-7500,Yes,-72.68652323,41.75942985
IMMACULATE CONCEPTION SHELTER,CT,Hartford,574 Park St,860-724-4823,Yes,-72.68636867,41.75805401
Charter Oak Health Center; 32 Grand Street,CT,Hartford,32 Grand St,860-550-7500,Yes,-72.68593491,41.75944884
"CHARTER OAK HEALTH CENTER, INC.",CT,Hartford,21 Grand St,860-550-7500,Yes,-72.68552428,41.75936552
CHC of Hartford,CT,Hartford,76 New Britain Ave,860-347-6971,Yes,-72.68570667,41.74603624
HOUSE OF BREAD,CT,Hartford,27 Chestnut St,860-724-1061,Yes,-72.68067971,41.77328149
SOUTH PARK INN,CT,Hartford,75 Main St,860-724-0071,Yes,-72.67605491,41.75639045
OPEN HEARTH,CT,Hartford,437 Sheldon St,860-525-3447,Yes,-72.66609679,41.75857293
High Roads School of Hartford: High School,CT,Hartford,245 Locust St,860-856-6511,Yes,-72.66596678,41.74239711
Community Health Services at Windsor,CT,Windsor,503 Windsor Ave,860-249-9625,Yes,-72.65685599,41.81917945
LINCOLN MIDDLE SCHOOL - SBHC,CT,Meriden,164 Centennial Ave,203-238-2381,Yes,-72.82405199,41.53740699
BENJAMIN FRANKLIN ELEMENTARY SCHOOL - SBHC,CT,Meriden,426 W Main St,203-235-3463,Yes,-72.81822699,41.539021
PLATT HIGH SCHOOL - SBHC,CT,Meriden,220 Coe Ave,203-235-7963,Yes,-72.82545906,41.5347402
Wilcox Technical High School SBHC,CT,Meriden,298 Oregon Rd,860-347-6971,Yes,-72.83197786,41.52869163
JOHN BARRY ELEMENTARY SCHOOL - SBHC,CT,Meriden,124 Columbia St,203-235-3462,Yes,-72.80270771,41.54545979
First Choice Health Centers,CT,East Hartford,110 Connecticut Blvd,860-610-6157,Yes,-72.64911219,41.76951907
FCHC Mobile Health Services,CT,East Hartford,94 Connecticut Blvd,860-610-6183,Yes,-72.64848616,41.76952204
First Choice@92 Connecticut Blvd,CT,East Hartford,92 Connecticut Blvd,860-528-1359 x129,Yes,-72.64840791,41.76952241
First Choice Health Centers,CT,East Hartford,94 Connecticut Blvd,860-528-1359,Yes,-72.64848616,41.76952204
First Choice@809 Main Street,CT,East Hartford,809 Main St,860-528-1359,Yes,-72.64505603,41.76840101
Thomas Edison Magnet Middle School,CT,Meriden,1355 N Broad St,203-639-8403,Yes,-72.77837481,41.55556894
COMMUNITY HEALTH CENTER OF MERIDEN,CT,Meriden,134 State St,203-237-2229,Yes,-72.79874895,41.54063414
WASHINGTON MIDDLE SCHOOL - SBHC,CT,Meriden,1225 N Broad St,203-235-6606,Yes,-72.78035696,41.55177713
WYA AT SHELTER NOW,CT,Meriden,43 Saint Casimir Dr,203-634-1734,Yes,-72.80101601,41.53612698
MERI CARE DENTAL CENTER,CT,Meriden,165 Miller St,203-639-3500,Yes,-72.79442314,41.53744311
HANOVER ELEMENTARY SCHOOL - SBHC,CT,Meriden,208 E Main St,203-235-3496,Yes,-72.79609642,41.53513245
InterCommunity's School Based Health Center at Silver Lane School,CT,East Hartford,15 Mercer Ave,860-569-5900 x158,No,-72.63408462,41.76053186
CASIMIR PULASKI ELEMENTARY SCHOOL - SBHC,CT,Meriden,100 Clearview Ave,203-634-1397,Yes,-72.80484302,41.52458502
NATHAN HALE ELEMENTARY SCHOOL - SBHC,CT,Meriden,277 Atkins Street Ext,203-235-3495,Yes,-72.77481477,41.54300806
"InterCommunity, Inc.",CT,East Hartford,281 Main St,860-569-5900 x158,No,-72.63373401,41.74240202
ISRAEL PUTNAM ELEMENTARY SCHOOL - SBHC,CT,Meriden,133 Parker Ave,203-634-1531,Yes,-72.7917031,41.52960952
ROGER SHERMAN ELEMENTARY SCHOOL - SBHC,CT,Meriden,64 N Pearl St,203-634-1635,Yes,-72.78248815,41.53571556
MERIDEN HEAD START SBHC,CT,Meriden,398 Liberty St,203-238-9311,Yes,-72.78379471,41.53429325
Intercommunity's school based health center at Hockanum Elementary School,CT,East Hartford,191 Main St,860-569-5900 x158,No,-72.63138598,41.73643402
First Choice Health Centers,CT,East Hartford,265 Ellington Rd,860-528-1359 x162,Yes,-72.62158528,41.79563628
MALONEY HIGH SCHOOL - SBHC,CT,Meriden,121 Gravel St,203-238-2334,Yes,-72.77211596,41.531816
THOMAS HOOKER ELEMENTARY SCHOOL SBHC,CT,Meriden,70 Overlook Dr,203-237-8839,Yes,-72.7832872,41.51815896
777 Burnside Ave,CT,East Hartford,777 Burnside Ave,860-569-5900 x158,No,-72.60517913,41.78004447
InterCommunity's Trantolo Health Center at East Hartford High School,CT,East Hartford,869 Forbes St,860-569-5900,No,-72.60565954,41.75213559
Moody Elementary School SBHC,CT,Middletown,300 Country Club Rd,860-347-2561,Yes,-72.7135941,41.56334914
InterCommunity's School Based Health Center at Langford Elementary School,CT,East Hartford,61 Alps Dr,860-569-5900 x158,No,-72.60079308,41.79137497
Lawrence Elementary School SBHC,CT,Middletown,Kaplan Dr,860-632-2158,Yes,-72.68296326,41.58574196
InterCommunity's School Based Health Center at  Franklin Mayberry Elementary School,CT,East Hartford,101 Great Hill Rd,860-569-5900 x158,No,-72.59515999,41.77621072
East Windsor High School SBHC,CT,East Windsor,76 S Main St,860-623-3361,Yes,-72.61039693,41.90132443
WYA at Masters Manna,CT,Wallingford,46 N Plains Industrial Rd,860-347-6971,Yes,-72.8150608,41.48433197
InterCommunity's School Based Health Center at Synergy Alternative High School,CT,East Hartford,40 Butternut Dr,860-569-5900 x158,No,-72.59645667,41.75527658
Venture Academy,CT,Meriden,883 Paddock Ave,860-347-6971,Yes,-72.77599334,41.50580109
Middletown High School SBHC,CT,Middletown,200 La Rosa Ln,860-704-4500,Yes,-72.67886301,41.57667348
KEIGWIN MIDDLE SCHOOL - SBHC,CT,Middletown,99 Spruce St,860-632-8103,Yes,-72.67715712,41.57775633
InterCommunity South Windsor,CT,South Windsor,828 Sullivan Ave Bldg 1st,860-569-5900,No,-72.56848064,41.84795239
First Choice @ Howell Cheney Technical High School,CT,Manchester,791 Middle Tpke W,860-528-1359 x183,Yes,-72.56061027,41.78110651
WYA Master's Manna,CT,Wallingford,428 S Cherry St,860-301-1090,Yes,-72.83342765,41.44466328
Enfield High School SBHC,CT,Enfield,1264 Enfield St,860-253-5540,Yes,-72.59699403,41.97894901
Enfield Street School SBHC,CT,Enfield,1318 Enfield St,860-253-6567,Yes,-72.5920446,41.97630267
COMMUNITY HEALTH CENTER OF ENFIELD,CT,Enfield,5 N Main St,860-405-2140,Yes,-72.60039855,41.99859483
"Community Health Center, Inc.",CT,Enfield,5 N Main St,860-405-2140,No,-72.60039855,41.99859483
Edgar H Parkman School SBHC,CT,Enfield,165 Weymouth Rd,860-253-6574,Yes,-72.57030613,41.94841118
Prudence Crandall School SBHC,CT,Enfield,150 Brainard Rd,860-253-6466,Yes,-72.56887702,42.01610301
Henry Barnard School SBHC,CT,Enfield,27 Shaker Rd,860-253-6544,Yes,-72.56229806,42.00290076
Eli Whitney School SBHC,CT,Enfield,94 Middle Rd,860-763-7544,Yes,-72.55656631,41.98545877
Hazardville Memorial School SBHC,CT,Enfield,68 N Maple St,860-763-7505,Yes,-72.5395887,41.99228359
John F Kennedy Middle School SBHC,CT,Enfield,155 Raffia Rd,860-763-8855,Yes,-72.5650532,41.95649632
East Windsor Middle School SBHC,CT,Broad Brook,38 Main St,860-623-4488,Yes,-72.54671502,41.92184201
Broad Brook Elementary SBHC,CT,Broad Brook,14 Rye St,860-623-2433,Yes,-72.54590499,41.91101951
Momauguin Elementary School,CT,East Haven,99 Cosey Beach Rd,860-347-6971 x3720,Yes,-72.87274192,41.24896104
Grove J. Tuttle Elementary School SBHC,CT,East Haven,108 Prospect Rd,860-468-3315,Yes,-72.87321713,41.27313287
Shoreline Family Health Care,CT,Branford,221 W Main St,203-777-7411,Yes,-72.85475398,41.277038
Fair Haven Community Health Center @ East Haven,CT,East Haven,370 Hemingway Ave,203-777-7411,Yes,-72.86884497,41.278152
Pathways Academy SBHC,CT,East Haven,35 Bishop St,475-238-7932,Yes,-72.87566499,41.27732189
Overbrook Early Learning Center SBHC,CT,East Haven,54 Gerrish Ave,203-468-3305,Yes,-72.87994158,41.27899262
Joseph Melillo Middle School,CT,East Haven,67 Hudson St,203-468-3226,Yes,-72.86678696,41.28520243
Joseph Melillo Middle School SBHC,CT,East Haven,67 Hudson St,203-468-3226,Yes,-72.86678696,41.28520243
West Haven High School - SBHC,CT,West Haven,1 Mcdonough Plz,203-937-4360,Yes,-72.95950415,41.25858462
WEST HAVEN HEALTH CENTER,CT,West Haven,285 Main St,203-503-3400,Yes,-72.94750946,41.27322855
BHcare,CT,Branford,14 Sycamore Way,203-777-7411,Yes,-72.75075921,41.30057589
GRANT STREET PARTNERSHIP,CT,New Haven,62 Grant St,203-503-3350,Yes,-72.93693697,41.28866702
John Martinez K-8 School Based Health Center,CT,New Haven,100 James St,203-777-7411,Yes,-72.90385299,41.30488
HILL CENTRAL SCHOOL CLINIC,CT,New Haven,140 Dewitt St,203-499-6119,Yes,-72.93527079,41.29514249
TRUMAN SCHOOL BASED HEALTH CTR,CT,New Haven,114 Truman St,203-691-2122,Yes,-72.94136393,41.29294987
Fair Haven K-8 School Based Health Center,CT,New Haven,164 Grand Ave,203-777-7411,Yes,-72.89343001,41.30842898
Martha's Place,CT,New Haven,559 Howard Ave,203-624-5798,Yes,-72.933551,41.29644399
Fair Haven Community Health Center @ 50 Grand,CT,New Haven,50 Grand Ave,203-777-7411,Yes,-72.88995833,41.30937944
ROBERTO CLEMENTE SCHOOL CLINIC,CT,New Haven,360 Columbus Ave,203-497-7617,Yes,-72.93459496,41.29739198
CS-HHC at Boys and Girls Club of New Haven,CT,New Haven,253 Columbus Ave,203-503-3000,Yes,-72.93323833,41.29808674
SOUTH CENTRAL REHAB CENTER,CT,New Haven,232 Cedar St,203-503-3300,Yes,-72.93213387,41.29910956
Christopher Columbus Family Academy,CT,New Haven,255 Blatchley Ave,203-777-7411,Yes,-72.89873399,41.30929399
FAIR HAVEN COMMUNITY HEALTH CENTER,CT,New Haven,374 Grand Ave,203-777-7411,Yes,-72.90197159,41.30853728
CS-HHC at The Towers,CT,New Haven,18 Tower Ln,203-503-3252,Yes,-72.92804501,41.30136299
COLUMBUS HOUSE SHELTER CLINIC,CT,New Haven,586 Ella T Grasso Blvd,203-401-4400 x106,Yes,-72.94676699,41.29476899
CORNELL SCOTT-HILL HEALTH CORPORATION,CT,New Haven,400 Columbus Ave,203-503-3000,Yes,-72.93912069,41.29767911
WIC,CT,New Haven,393 Columbus Ave,203-503-3080,Yes,-72.93862004,41.297883
Safe Haven Homeless Clinic,CT,New Haven,210 State St,203-503-3000,Yes,-72.92409462,41.30308225
Fair Haven Medical Group at Bella Vista,CT,New Haven,339 Eastern St,203-469-5331,Yes,-72.87283584,41.31593003
LIFE HAVEN SHELTER HOMLESS OUT,CT,New Haven,447 Ferry St,203-776-6208,Yes,-72.89612538,41.3117628
Men's Seasonal Overflow Shelter Clinic,CT,New Haven,209R Terminal Ln,203-503-3000,Yes,-72.94842269,41.2950948
Emergency Shelter Mangement Service,CT,New Haven,645 Grand Ave,203-777-2522,Yes,-72.91199098,41.308864
Multicultural Ambulatory Addictions Services,CT,New Haven,426 East St,203-495-7710,Yes,-72.90966953,41.31052052
Deer Run School SBHC,CT,East Haven,311 Foxon Rd,203-468-3324,Yes,-72.8362314,41.32457874
East Haven High School SBHC,CT,East Haven,35 Wheelbarrow Ln,203-468-2367,Yes,-72.83177139,41.32626018
East Haven High School,CT,East Haven,35 Wheelbarrow Ln,203-468-3267,Yes,-72.83177139,41.32626018
CS-HHC at CMHC,CT,New Haven,34 Park St,203-503-3000,Yes,-72.93629498,41.30517877
Clinton Avenue School Based Health Center,CT,New Haven,293 Clinton Ave,203-777-7411,Yes,-72.89190601,41.318744
State Street Health & Counseling Services,CT,New Haven,911 State St,203-503-3530,Yes,-72.91081994,41.31491121
OPTIMUS Milford Community Health Center at Bridges,CT,Milford,949 Bridgeport Ave,203-878-6365,Yes,-73.07381946,41.21485828
Platt Technical High School - SBHC,CT,Milford,600 Orange Ave,203-783-5300,Yes,-73.04477583,41.2490007
COMMUNITY SOUP KITCHEN-BROADWAY,CT,New Haven,84 Broadway,203-624-4594,Yes,-72.932113,41.31218198
FELLOWSHIP PLACE HOMELESS OUTREA,CT,New Haven,441 Elm St,203-865-3719,Yes,-72.93564618,41.31273676
CS-HHC at Augusta Lewis Troup School,CT,New Haven,259 Edgewood Ave,203-691-3000,Yes,-72.94221998,41.313365
Dominick Ferrara Elementary School SBHC,CT,East Haven,22 Maynard Rd,203-468-3318,Yes,-72.85128271,41.33413878
Wilbur Cross High School Body Shop,CT,New Haven,181 Mitchell Dr,203-946-8742,Yes,-72.90842792,41.32403474
EARLY STIMULATION PROGRAM (ESP),CT,New Haven,226 Dixwell Ave Ste Esp,203-503-3440,Yes,-72.93438399,41.31918099
DIXWELL HEALTH CENTER,CT,New Haven,226 Dixwell Ave,203-503-3420,Yes,-72.93438399,41.31918099
NORTHSIDE COMM OUTPATIENT SERVICES,CT,New Haven,226 Dixwell Ave Ste Ns,203-503-3470,Yes,-72.93438399,41.31918099
TAKING INITIATIVE CENTER/MARRAKECH,CT,New Haven,514 Whalley Ave,203-389-2970 x1317,Yes,-72.95026801,41.31976976
Lincoln-Bassett Community School SBHC,CT,New Haven,130 Bassett St,475-220-8500,Yes,-72.93091447,41.33158328
KING ROBINSON SBHC,CT,New Haven,150 Fournier St,203-691-2791,Yes,-72.93958798,41.33398498
Stratford High School SBHC,CT,Stratford,45 N Parade St,203-385-4230,Yes,-73.13242326,41.19665412
DAVIS STREET SCHOOL CLINIC,CT,New Haven,35 Davis St,203-497-7815,Yes,-72.97396577,41.32857183
Eli Whitney Technical High School SBHC,CT,Hamden,100 Fairview Ave,203-397-4031,Yes,-72.94148751,41.34118615
OPTIMUS Stratford Community Health Center,CT,Stratford,727 Honeyspot Rd,203-375-7242,Yes,-73.14708652,41.17563457
Eli Whitney Technical High School SBHC,CT,Hamden,71 Jones Rd,203-397-4031,Yes,-72.94360803,41.34315855
Wilmont Crossing Health Center,CT,New Haven,120 Wilmot Rd Ste 1030,203-503-3000,Yes,-72.95773364,41.34188014
Brennan-Rogers Magnet School,CT,New Haven,199 Wilmot Rd,203-946-8640,Yes,-72.95794812,41.34444858
Harry B. Flood Middle School - SBHC,CT,Stratford,490 Chapel St,203-696-3260,Yes,-73.11923982,41.23784665
David Wooster Middle School - SBHC,CT,Stratford,150 Lincoln St,203-696-3260,Yes,-73.13949444,41.21115733
Church Street School SBHC,CT,Hamden,95 Church St,203-407-2020,Yes,-72.93403904,41.35406234
Jettie S. Tisdale Elementary School - SBHC,CT,Bridgeport,250 Hollister Ave,203-275-2089,Yes,-73.16043302,41.178131
North Haven High School SBHC,CT,North Haven,221 Elm St,203-239-1641,Yes,-72.8636652,41.37240981
Frank Scott Bunnell High School SBHC,CT,Stratford,1 Bulldog Blvd,203-385-4250,Yes,-73.13630484,41.2258768
North Haven Middle School SBHC,CT,North Haven,55 Bailey Rd,203-239-1683,Yes,-72.85963904,41.374773
OPTIMUS Ralphola Taylor Community Health Center,CT,Bridgeport,790 Central Ave,203-332-4564,Yes,-73.16543492,41.17781714
