"id","GEOID","NAME","total_population","male","female","male_50above","female_50above"
"2472","47087","Jackson County, Tennessee",11615,5826,5789,2600,2678
"2473","47089","Jefferson County, Tennessee",53247,26099,27148,10319,11585
"2474","47091","Johnson County, Tennessee",17789,9682,8107,3764,3979
"2475","47093","Knox County, Tennessee",456185,221667,234518,71653,84830
"2476","47095","Lake County, Tennessee",7526,4642,2884,1310,1302
"2477","47097","Lauderdale County, Tennessee",26297,13505,12792,4267,4908
"2478","47099","Lawrence County, Tennessee",42937,21088,21849,7541,8488
"2479","47101","Lewis County, Tennessee",11956,5735,6221,2343,2693
"2480","47103","Lincoln County, Tennessee",33711,16620,17091,6381,7458
"2481","47105","Loudon County, Tennessee",51610,25234,26376,11469,12710
"2482","47107","McMinn County, Tennessee",52773,25537,27236,9993,11203
"2483","47109","McNairy County, Tennessee",25903,12685,13218,4905,5666
"2484","47111","Macon County, Tennessee",23487,11544,11943,3911,4483
"2485","47113","Madison County, Tennessee",97682,46137,51545,15813,19515
"2486","47115","Marion County, Tennessee",28417,13832,14585,5469,6244
"2487","47117","Marshall County, Tennessee",32269,15877,16392,5451,6291
"2488","47119","Maury County, Tennessee",89776,43111,46665,14749,17860
"2489","47121","Meigs County, Tennessee",11962,5937,6025,2503,2622
"2490","47123","Monroe County, Tennessee",45876,22701,23175,9102,9875
"2491","47125","Montgomery County, Tennessee",196387,98123,98264,21422,24927
"2492","47127","Moore County, Tennessee",6322,3101,3221,1280,1465
"2493","47129","Morgan County, Tennessee",21596,12050,9546,4076,4001
"2494","47131","Obion County, Tennessee",30520,14647,15873,5740,6748
"2495","47133","Overton County, Tennessee",22004,10857,11147,4230,4748
"2496","47135","Perry County, Tennessee",7912,3978,3934,1640,1681
"2497","47137","Pickett County, Tennessee",5088,2575,2513,1224,1298
"2498","47139","Polk County, Tennessee",16782,8369,8413,3482,3720
"2499","47141","Putnam County, Tennessee",76440,37707,38733,11964,14351
"2500","47143","Rhea County, Tennessee",32628,16106,16522,5936,6477
"2501","47145","Roane County, Tennessee",52897,25931,26966,11440,12669
"2502","47147","Robertson County, Tennessee",69344,34287,35057,11502,12793
"2503","47149","Rutherford County, Tennessee",307128,151446,155682,38614,43947
"2504","47151","Scott County, Tennessee",21954,10855,11099,3716,4175
"2505","47153","Sequatchie County, Tennessee",14730,7331,7399,2858,3175
"2506","47155","Sevier County, Tennessee",96287,47281,49006,17938,20893
"2507","47157","Shelby County, Tennessee",937005,445994,491011,131010,165090
"2508","47159","Smith County, Tennessee",19458,9675,9783,3616,3959
"2509","47161","Stewart County, Tennessee",13301,6631,6670,2745,2909
"2510","47163","Sullivan County, Tennessee",156734,76050,80684,31048,36189
"2511","47165","Sumner County, Tennessee",179473,87811,91662,29709,33895
"2512","47167","Tipton County, Tennessee",61446,30240,31206,9828,11167
"2513","47169","Trousdale County, Tennessee",9573,5302,4271,1423,1726
"2514","47171","Unicoi County, Tennessee",17780,8895,8885,3828,4286
"2515","47173","Union County, Tennessee",19293,9556,9737,3709,3994
"2516","47175","Van Buren County, Tennessee",5704,2882,2822,1250,1353
"2517","47177","Warren County, Tennessee",40454,20091,20363,7095,8022
"2518","47179","Washington County, Tennessee",127055,61851,65204,22261,25134
"2519","47181","Wayne County, Tennessee",16649,9186,7463,3284,3365
"2520","47183","Weakley County, Tennessee",33626,16541,17085,5696,6686
"2521","47185","White County, Tennessee",26580,12982,13598,5052,5786
"2522","47187","Williamson County, Tennessee",218648,107021,111627,34068,37778
"2523","47189","Wilson County, Tennessee",132663,65056,67607,22375,25006
"2524","48001","Anderson County, Texas",57863,35412,22451,10382,8749
"2525","48003","Andrews County, Texas",17818,9102,8716,2292,2405
"2526","48005","Angelina County, Texas",87607,42659,44948,14082,15910
"2527","48007","Aransas County, Texas",24763,12026,12737,5981,6318
"2528","48009","Archer County, Texas",8789,4326,4463,1750,2047
"2529","48011","Armstrong County, Texas",1916,960,956,373,451
"2530","48013","Atascosa County, Texas",48828,24398,24430,7524,8124
"2531","48015","Austin County, Texas",29565,14684,14881,5707,6043
"2532","48017","Bailey County, Texas",7092,3640,3452,1155,1010
"2533","48019","Bandera County, Texas",21763,11032,10731,5551,5877
"2534","48021","Bastrop County, Texas",82577,42014,40563,14358,14921
"2535","48023","Baylor County, Texas",3591,1752,1839,786,913
"2536","48025","Bee County, Texas",32691,19911,12780,5106,4439
"2537","48027","Bell County, Texas",342236,170918,171318,39751,46458
"2538","48029","Bexar County, Texas",1925865,950030,975835,248470,293323
"2539","48031","Blanco County, Texas",11279,5781,5498,2821,2812
"2540","48033","Borden County, Texas",665,346,319,127,149
"2541","48035","Bosque County, Texas",18122,8935,9187,4050,4351
"2542","48037","Bowie County, Texas",93858,47275,46583,15125,17533
"2543","48039","Brazoria County, Texas",353999,179060,174939,50864,53381
"2544","48041","Brazos County, Texas",219193,111074,108119,21904,24614
"2545","48043","Brewster County, Texas",9216,4558,4658,1902,1895
"2546","48045","Briscoe County, Texas",1546,831,715,353,325
"2547","48047","Brooks County, Texas",7180,3724,3456,901,1196
"2548","48049","Brown County, Texas",37834,18774,19060,7112,7768
"2549","48051","Burleson County, Texas",17863,8977,8886,3558,3860
"2550","48053","Burnet County, Texas",45750,22642,23108,9592,10415
"2551","48055","Caldwell County, Texas",41401,20893,20508,6398,6927
"2552","48057","Calhoun County, Texas",21807,11062,10745,3781,3932
"2553","48059","Callahan County, Texas",13770,6763,7007,2797,3015
"2554","48061","Cameron County, Texas",421750,204788,216962,52795,64296
"2555","48063","Camp County, Texas",12813,6220,6593,2275,2546
"2556","48065","Carson County, Texas",6032,2820,3212,1100,1179
"2557","48067","Cass County, Texas",30087,14692,15395,5932,6848
"2558","48069","Castro County, Texas",7787,3905,3882,1282,1283
"2559","48071","Chambers County, Texas",40292,20377,19915,6022,6167
"2560","48073","Cherokee County, Texas",51903,26607,25296,8827,9514
"2561","48075","Childress County, Texas",7226,4449,2777,1003,1021
"2562","48077","Clay County, Texas",10387,5195,5192,2314,2424
"2563","48079","Cochran County, Texas",2904,1491,1413,468,459
"2564","48081","Coke County, Texas",3275,1606,1669,783,872
"2565","48083","Coleman County, Texas",8391,4220,4171,1931,1986
"2566","48085","Collin County, Texas",944350,464248,480102,126934,141347
"2567","48087","Collingsworth County, Texas",2996,1496,1500,555,601
"2568","48089","Colorado County, Texas",21022,10538,10484,4341,4618
"2569","48091","Comal County, Texas",135097,66793,68304,25538,27963
"2570","48093","Comanche County, Texas",13495,6738,6757,2938,3060
"2571","48095","Concho County, Texas",4233,2802,1431,889,707
"2572","48097","Cooke County, Texas",39571,19660,19911,7339,7847
"2573","48099","Coryell County, Texas",75389,37630,37759,7807,9625
"2574","48101","Cottle County, Texas",1623,792,831,301,349
"2575","48103","Crane County, Texas",4839,2511,2328,624,718
"2576","48105","Crockett County, Texas",3633,1771,1862,648,646
"2577","48107","Crosby County, Texas",5861,2921,2940,1002,1124
"2578","48109","Culberson County, Texas",2241,1231,1010,480,437
"2579","48111","Dallam County, Texas",7243,3795,3448,1032,986
"2580","48113","Dallas County, Texas",2586552,1275226,1311326,327057,374610
"2581","48115","Dawson County, Texas",12964,7235,5729,1838,2029
"2582","48117","Deaf Smith County, Texas",18899,9507,9392,2528,2833
"2583","48119","Delta County, Texas",5215,2527,2688,1054,1138
"2584","48121","Denton County, Texas",807047,397140,409907,103954,115202
"2585","48123","DeWitt County, Texas",20435,10577,9858,3951,4245
"2586","48125","Dickens County, Texas",2216,1143,1073,428,564
"2587","48127","Dimmit County, Texas",10663,5186,5477,1593,1893
"2588","48129","Donley County, Texas",3387,1634,1753,676,777
"2589","48131","Duval County, Texas",11355,5758,5597,1841,2037
"2590","48133","Eastland County, Texas",18270,9245,9025,3758,4163
"2591","48135","Ector County, Texas",158342,80249,78093,18651,20621
"2592","48137","Edwards County, Texas",2055,1062,993,459,502
"2593","48139","Ellis County, Texas",168838,83184,85654,25031,27803
"2594","48141","El Paso County, Texas",837654,411682,425972,103266,127812
"2595","48143","Erath County, Texas",41482,20216,21266,5900,6500
"2596","48145","Falls County, Texas",17299,8189,9110,3030,3354
"2597","48147","Fannin County, Texas",34175,18034,16141,6748,6742
"2598","48149","Fayette County, Texas",25066,12351,12715,5565,6128
"2599","48151","Fisher County, Texas",3883,1879,2004,771,896
"2600","48153","Floyd County, Texas",5872,2885,2987,1011,1119
"2601","48155","Foard County, Texas",1408,712,696,347,351
"2602","48157","Fort Bend County, Texas",739342,363177,376165,101827,111096
"2603","48159","Franklin County, Texas",10679,5362,5317,2109,2351
"2604","48161","Freestone County, Texas",19709,10163,9546,3692,3940
"2605","48163","Frio County, Texas",19394,11580,7814,2573,2699
"2606","48165","Gaines County, Texas",20321,10320,10001,2443,2436
"2607","48167","Galveston County, Texas",327089,161269,165820,52556,58026
"2608","48169","Garza County, Texas",6288,4070,2218,962,905
"2609","48171","Gillespie County, Texas",26208,12731,13477,6039,7115
"2610","48173","Glasscock County, Texas",1430,787,643,196,246
"2611","48175","Goliad County, Texas",7531,3734,3797,1655,1658
"2612","48177","Gonzales County, Texas",20667,10448,10219,3604,3714
"2613","48179","Gray County, Texas",22685,11903,10782,3668,3866
"2614","48181","Grayson County, Texas",128560,62737,65823,22727,25848
"2615","48183","Gregg County, Texas",123494,60208,63286,18438,22168
"2616","48185","Grimes County, Texas",27630,14892,12738,5332,4937
"2617","48187","Guadalupe County, Texas",155137,76850,78287,23162,25916
"2618","48189","Hale County, Texas",34113,17751,16362,4940,5227
"2619","48191","Hall County, Texas",3074,1546,1528,630,665
"2620","48193","Hamilton County, Texas",8269,4070,4199,1822,1971
"2621","48195","Hansford County, Texas",5547,2783,2764,869,850
"2622","48197","Hardeman County, Texas",3952,1938,2014,796,790
"2623","48199","Hardin County, Texas",56379,27342,29037,9578,10781
"2624","48201","Harris County, Texas",4602523,2288295,2314228,575563,645947
"2625","48203","Harrison County, Texas",66645,32556,34089,11158,12649
"2626","48205","Hartley County, Texas",5767,3411,2356,1022,847
"2627","48207","Haskell County, Texas",5809,3071,2738,1126,1235
"2628","48209","Hays County, Texas",204150,101636,102514,25430,28259
"2629","48211","Hemphill County, Texas",4061,1965,2096,565,591
"2630","48213","Henderson County, Texas",80460,39097,41363,16160,18288
"2631","48215","Hidalgo County, Texas",849389,415443,433946,92430,109520
"2632","48217","Hill County, Texas",35399,17603,17796,6977,7461
"2633","48219","Hockley County, Texas",23162,11428,11734,3432,3915
"2634","48221","Hood County, Texas",56901,28004,28897,12423,13729
"2635","48223","Hopkins County, Texas",36240,17801,18439,6450,6990
"2636","48225","Houston County, Texas",22955,12432,10523,4920,4890
"2637","48227","Howard County, Texas",36667,20732,15935,6354,5351
"2638","48229","Hudspeth County, Texas",4098,2019,2079,667,771
"2639","48231","Hunt County, Texas",92152,45279,46873,15573,17251
"2640","48233","Hutchinson County, Texas",21571,10797,10774,3791,3819
"2641","48235","Irion County, Texas",1524,836,688,356,315
"2642","48237","Jack County, Texas",8842,4987,3855,1607,1579
"2643","48239","Jackson County, Texas",14820,7226,7594,2599,2879
"2644","48241","Jasper County, Texas",35504,17501,18003,6717,7394
"2645","48243","Jeff Davis County, Texas",2234,1114,1120,613,592
"2646","48245","Jefferson County, Texas",255210,130660,124550,39886,44091
"2647","48247","Jim Hogg County, Texas",5282,2550,2732,810,1082
"2648","48249","Jim Wells County, Texas",41192,20178,21014,6082,6983
"2649","48251","Johnson County, Texas",163475,81568,81907,25748,28051
"2650","48253","Jones County, Texas",19891,12507,7384,3539,3212
"2651","48255","Karnes County, Texas",15387,9133,6254,2340,2380
"2652","48257","Kaufman County, Texas",118910,58360,60550,17051,19029
"2653","48259","Kendall County, Texas",41982,20415,21567,7868,9039
"2654","48261","Kenedy County, Texas",595,286,309,98,127
"2655","48263","Kent County, Texas",749,327,422,161,230
"2656","48265","Kerr County, Texas",51365,24886,26479,11469,13046
"2657","48267","Kimble County, Texas",4408,2154,2254,1101,1277
"2658","48269","King County, Texas",228,118,110,63,47
"2659","48271","Kinney County, Texas",3675,2290,1385,856,658
"2660","48273","Kleberg County, Texas",31425,16052,15373,3866,4366
"2661","48275","Knox County, Texas",3733,1853,1880,692,764
"2662","48277","Lamar County, Texas",49532,23917,25615,8701,10288
"2663","48279","Lamb County, Texas",13262,6710,6552,2179,2422
"2664","48281","Lampasas County, Texas",20640,10187,10453,3912,4344
"2665","48283","La Salle County, Texas",7409,4408,3001,1211,1098
"2666","48285","Lavaca County, Texas",19941,9684,10257,4037,4560
"2667","48287","Lee County, Texas",16952,8558,8394,3292,3467
"2668","48289","Leon County, Texas",17098,8602,8496,3741,3824
"2669","48291","Liberty County, Texas",81862,40439,41423,12576,13409
"2670","48293","Limestone County, Texas",23515,12056,11459,4302,4734
"2671","48295","Lipscomb County, Texas",3469,1840,1629,587,670
"2672","48297","Live Oak County, Texas",12123,6634,5489,2431,2442
"2673","48299","Llano County, Texas",20640,10138,10502,5697,6440
"2674","48301","Loving County, Texas",102,58,44,29,24
"2675","48303","Lubbock County, Texas",301454,148631,152823,38352,45132
"2676","48305","Lynn County, Texas",5808,2977,2831,1052,1082
"2677","48307","McCulloch County, Texas",8098,4260,3838,1760,1746
"2678","48309","McLennan County, Texas",248429,121359,127070,35263,41356
"2679","48311","McMullen County, Texas",662,387,275,124,112
"2680","48313","Madison County, Texas",14128,8127,6001,1998,2273
"2681","48315","Marion County, Texas",10083,4915,5168,2474,2577
"2682","48317","Martin County, Texas",5614,2934,2680,903,778
"2683","48319","Mason County, Texas",4161,2146,2015,955,945
"2684","48321","Matagorda County, Texas",36743,18319,18424,6592,6809
"2685","48323","Maverick County, Texas",57970,28736,29234,6790,8086
"2686","48325","Medina County, Texas",49334,25551,23783,8700,9220
"2687","48327","Menard County, Texas",2123,1117,1006,520,526
"2688","48329","Midland County, Texas",164194,82543,81651,20527,23528
"2689","48331","Milam County, Texas",24664,12343,12321,4732,5237
"2690","48333","Mills County, Texas",4902,2329,2573,1151,1322
"2691","48335","Mitchell County, Texas",8558,5383,3175,1288,1333
"2692","48337","Montague County, Texas",19409,9403,10006,3981,4317
"2693","48339","Montgomery County, Texas",554445,274604,279841,83721,91980
"2694","48341","Moore County, Texas",21801,11438,10363,2780,2913
"2695","48343","Morris County, Texas",12424,5981,6443,2356,2784
"2696","48345","Motley County, Texas",1156,580,576,239,249
"2697","48347","Nacogdoches County, Texas",65558,31365,34193,9164,10721
"2698","48349","Navarro County, Texas",48583,23845,24738,8228,9186
"2699","48351","Newton County, Texas",14057,7233,6824,2948,3038
"2700","48353","Nolan County, Texas",14966,7669,7297,2563,2911
"2701","48355","Nueces County, Texas",360486,178020,182466,53940,61442
"2702","48357","Ochiltree County, Texas",10348,5230,5118,1410,1342
"2703","48359","Oldham County, Texas",2090,1145,945,319,353
"2704","48361","Orange County, Texas",84047,41630,42417,14099,15734
"2705","48363","Palo Pinto County, Texas",28317,13987,14330,5406,5963
"2706","48365","Panola County, Texas",23440,11498,11942,4185,4722
"2707","48367","Parker County, Texas",129802,64448,65354,23028,24318
"2708","48369","Parmer County, Texas",9852,5059,4793,1499,1526
"2709","48371","Pecos County, Texas",15797,9010,6787,2630,2224
"2710","48373","Polk County, Texas",47837,25878,21959,10229,9903
"2711","48375","Potter County, Texas",120899,62295,58604,16882,18024
"2712","48377","Presidio County, Texas",7123,3497,3626,1292,1373
"2713","48379","Rains County, Texas",11473,5868,5605,2658,2776
"2714","48381","Randall County, Texas",132475,65083,67392,20014,23227
"2715","48383","Reagan County, Texas",3752,1951,1801,511,489
"2716","48385","Real County, Texas",3389,1426,1963,812,977
"2717","48387","Red River County, Texas",12275,5986,6289,2557,2940
"2718","48389","Reeves County, Texas",15125,8689,6436,1957,2224
"2719","48391","Refugio County, Texas",7236,3586,3650,1419,1583
"2720","48393","Roberts County, Texas",885,401,484,160,165
"2721","48395","Robertson County, Texas",16890,8296,8594,3177,3524
"2722","48397","Rockwall County, Texas",93642,46167,47475,13565,15193
"2723","48399","Runnels County, Texas",10310,5233,5077,2028,2168
"2724","48401","Rusk County, Texas",53595,28379,25216,9358,9690
"2725","48403","Sabine County, Texas",10458,5072,5386,2692,2912
"2726","48405","San Augustine County, Texas",8327,4085,4242,1990,2103
"2727","48407","San Jacinto County, Texas",27819,13718,14101,6016,6212
"2728","48409","San Patricio County, Texas",67046,33721,33325,10321,11212
"2729","48411","San Saba County, Texas",5962,3073,2889,1155,1282
"2730","48413","Schleicher County, Texas",3061,1542,1519,543,546
"2731","48415","Scurry County, Texas",17239,9425,7814,2763,2906
"2732","48417","Shackelford County, Texas",3311,1770,1541,635,691
"2733","48419","Shelby County, Texas",25478,12572,12906,4343,4764
"2734","48421","Sherman County, Texas",3058,1574,1484,561,524
"2735","48423","Smith County, Texas",225015,108730,116285,35135,41390
"2736","48425","Somervell County, Texas",8743,4192,4551,1597,1792
"2737","48427","Starr County, Texas",63894,31073,32821,7036,8632
"2738","48429","Stephens County, Texas",9372,4808,4564,1687,1917
"2739","48431","Sterling County, Texas",1141,622,519,208,224
"2740","48433","Stonewall County, Texas",1385,730,655,360,374
"2741","48435","Sutton County, Texas",3865,2116,1749,698,661
"2742","48437","Swisher County, Texas",7484,4036,3448,1269,1383
"2743","48439","Tarrant County, Texas",2019977,988765,1031212,269461,306503
"2744","48441","Taylor County, Texas",136348,66718,69630,18782,22616
"2745","48443","Terrell County, Texas",862,429,433,221,263
"2746","48445","Terry County, Texas",12615,6515,6100,1925,2145
"2747","48447","Throckmorton County, Texas",1567,694,873,334,381
"2748","48449","Titus County, Texas",32730,16046,16684,4748,5201
"2749","48451","Tom Green County, Texas",117466,58343,59123,17430,20292
"2750","48453","Travis County, Texas",1203166,607356,595810,147050,160417
"2751","48455","Trinity County, Texas",14569,7011,7558,3324,3752
"2752","48457","Tyler County, Texas",21496,11738,9758,4177,4693
"2753","48459","Upshur County, Texas",40769,20224,20545,7534,8296
"2754","48461","Upton County, Texas",3634,1843,1791,603,596
"2755","48463","Uvalde County, Texas",27009,13083,13926,4019,4752
"2756","48465","Val Verde County, Texas",49027,24925,24102,6483,7401
"2757","48467","Van Zandt County, Texas",54368,26619,27749,10703,11677
"2758","48469","Victoria County, Texas",91970,44999,46971,14377,16714
"2759","48471","Walker County, Texas",71539,41642,29897,12094,9524
"2760","48473","Waller County, Texas",49987,24869,25118,6845,7199
"2761","48475","Ward County, Texas",11586,5864,5722,1673,1887
"2762","48477","Washington County, Texas",34796,17259,17537,6734,7519
"2763","48479","Webb County, Texas",272053,132906,139147,27459,33652
"2764","48481","Wharton County, Texas",41551,20395,21156,7048,7851
"2765","48483","Wheeler County, Texas",5482,2844,2638,1013,1050
"2766","48485","Wichita County, Texas",131818,68325,63493,19732,22630
"2767","48487","Wilbarger County, Texas",12906,6347,6559,2463,2456
"2768","48489","Willacy County, Texas",21754,11681,10073,2865,3310
"2769","48491","Williamson County, Texas",527057,259443,267614,69205,79301
"2770","48493","Wilson County, Texas",48198,24197,24001,8637,9028
"2771","48495","Winkler County, Texas",7802,3977,3825,1025,1079
"2772","48497","Wise County, Texas",64639,32424,32215,11298,11734
"2773","48499","Wood County, Texas",43815,21807,22008,9953,11083
"2774","48501","Yoakum County, Texas",8571,4438,4133,1084,1128
"2775","48503","Young County, Texas",18114,8930,9184,3550,3726
"2776","48505","Zapata County, Texas",14369,7177,7192,1775,2063
"2777","48507","Zavala County, Texas",12131,6208,5923,1676,1965
"2778","49001","Beaver County, Utah",6443,3280,3163,1015,992
"2779","49003","Box Elder County, Utah",53001,26887,26114,7441,7861
"2780","49005","Cache County, Utah",122336,61354,60982,12120,13070
"2781","49007","Carbon County, Utah",20356,10055,10301,3455,3622
"2782","49009","Daggett County, Utah",612,359,253,187,97
"2783","49011","Davis County, Utah",340621,171584,169037,39086,42281
"2784","49013","Duchesne County, Utah",20219,10312,9907,2683,2639
"2785","49015","Emery County, Utah",10248,5234,5014,1768,1735
"2786","49017","Garfield County, Utah",5017,2594,2423,1058,1012
"2787","49019","Grand County, Utah",9616,4779,4837,1836,1913
"2788","49021","Iron County, Utah",49691,24834,24857,6338,6774
"2789","49023","Juab County, Utah",10948,5590,5358,1388,1404
"2790","49025","Kane County, Utah",7350,3693,3657,1506,1660
"2791","49027","Millard County, Utah",12733,6545,6188,2180,2160
"2792","49029","Morgan County, Utah",11391,5824,5567,1555,1538
"2793","49031","Piute County, Utah",1904,1020,884,431,453
"2794","49033","Rich County, Utah",2350,1152,1198,405,373
"2795","49035","Salt Lake County, Utah",1120805,562543,558262,137705,151344
"2796","49037","San Juan County, Utah",15281,7670,7611,2120,2447
"2797","49039","Sanpete County, Utah",29366,15412,13954,4216,4087
"2798","49041","Sevier County, Utah",21118,10815,10303,3413,3512
"2799","49043","Summit County, Utah",40511,20766,19745,6901,6707
"2800","49045","Tooele County, Utah",65185,32871,32314,7541,7533
"2801","49047","Uintah County, Utah",36323,18496,17827,4253,4611
"2802","49049","Utah County, Utah",590440,298256,292184,50466,54859
"2803","49051","Wasatch County, Utah",30523,15544,14979,4049,4069
"2804","49053","Washington County, Utah",160537,79500,81037,27372,30588
"2805","49055","Wayne County, Utah",2694,1397,1297,548,548
"2806","49057","Weber County, Utah",247731,124402,123329,32767,35024
"2807","50001","Addison County, Vermont",36939,18272,18667,7457,7915
"2808","50003","Bennington County, Vermont",35920,17611,18309,7691,8772
"2809","50005","Caledonia County, Vermont",30425,15218,15207,6179,6795
"2810","50007","Chittenden County, Vermont",162052,79547,82505,25533,29569
"2811","50009","Essex County, Vermont",6208,3135,3073,1569,1563
"2812","50011","Franklin County, Vermont",49025,24357,24668,8822,9503
"2813","50013","Grand Isle County, Vermont",6965,3476,3489,1637,1678
"2814","50015","Lamoille County, Vermont",25268,12591,12677,4623,4968
"2815","50017","Orange County, Vermont",28937,14357,14580,6176,6756
"2816","50019","Orleans County, Vermont",26911,13525,13386,5756,6206
"2817","50021","Rutland County, Vermont",59273,29079,30194,12645,14269
"2818","50023","Washington County, Vermont",58477,28816,29661,11391,12917
"2819","50025","Windham County, Vermont",43150,20937,22213,9292,10542
"2820","50027","Windsor County, Vermont",55427,27052,28375,12293,13718
"2821","51001","Accomack County, Virginia",32742,15861,16881,6812,7976
"2822","51003","Albemarle County, Virginia",106355,50856,55499,17925,21707
"2823","51005","Alleghany County, Virginia",15286,7520,7766,3350,3747
"2824","51007","Amelia County, Virginia",12854,6652,6202,2611,3041
"2825","51009","Amherst County, Virginia",31882,15358,16524,6229,7359
"2826","51011","Appomattox County, Virginia",15577,7563,8014,3047,3443
"2827","51013","Arlington County, Virginia",231803,115819,115984,28945,30950
"2828","51015","Augusta County, Virginia",74701,37897,36804,15531,16416
"2829","51017","Bath County, Virginia",4393,2310,2083,1047,980
"2830","51019","Bedford County, Virginia",77908,38306,39602,16795,18073
"2831","51021","Bland County, Virginia",6447,3542,2905,1410,1422
"2832","51023","Botetourt County, Virginia",33222,16388,16834,7309,7884
"2833","51025","Brunswick County, Virginia",16665,8892,7773,3298,3717
"2834","51027","Buchanan County, Virginia",22138,11155,10983,4639,5206
"2835","51029","Buckingham County, Virginia",17004,9422,7582,3456,3414
"2836","51031","Campbell County, Virginia",55170,26736,28434,10309,12113
"2837","51033","Caroline County, Virginia",30184,15138,15046,5278,5668
"2838","51035","Carroll County, Virginia",29738,14963,14775,6584,7153
"2839","51036","Charles City County, Virginia",6995,3441,3554,1701,1848
"2840","51037","Charlotte County, Virginia",12095,5981,6114,2456,2843
"2841","51041","Chesterfield County, Virginia",339447,163534,175913,53921,63181
"2842","51043","Clarke County, Virginia",14365,7333,7032,3174,3229
"2843","51045","Craig County, Virginia",5113,2501,2612,992,1323
"2844","51047","Culpeper County, Virginia",50450,25249,25201,8618,9397
"2845","51049","Cumberland County, Virginia",9786,4830,4956,2000,2255
"2846","51051","Dickenson County, Virginia",14960,7585,7375,3109,3317
"2847","51053","Dinwiddie County, Virginia",28308,14010,14298,5498,5934
"2848","51057","Essex County, Virginia",11036,4962,6074,2251,2749
"2849","51059","Fairfax County, Virginia",1143529,566646,576883,177594,194867
"2850","51061","Fauquier County, Virginia",69115,34283,34832,12785,13820
"2851","51063","Floyd County, Virginia",15666,7824,7842,3433,3654
"2852","51065","Fluvanna County, Virginia",26282,12005,14277,4912,5859
"2853","51067","Franklin County, Virginia",56233,27532,28701,12366,13425
"2854","51069","Frederick County, Virginia",85153,42405,42748,15283,16529
"2855","51071","Giles County, Virginia",16814,8252,8562,3421,3674
"2856","51073","Gloucester County, Virginia",37161,18328,18833,7711,8272
"2857","51075","Goochland County, Virginia",22482,11129,11353,5092,5580
"2858","51077","Grayson County, Virginia",15811,7995,7816,3541,3878
"2859","51079","Greene County, Virginia",19410,9450,9960,3455,3871
"2860","51081","Greensville County, Virginia",11659,7336,4323,2210,1887
"2861","51083","Halifax County, Virginia",34779,16638,18141,7076,8602
"2862","51085","Hanover County, Virginia",104449,51222,53227,19362,21961
"2863","51087","Henrico County, Virginia",325642,154247,171395,49057,63078
"2864","51089","Henry County, Virginia",51588,24866,26722,10991,12856
"2865","51091","Highland County, Virginia",2214,1043,1171,713,750
"2866","51093","Isle of Wight County, Virginia",36372,17744,18628,7304,8178
"2867","51095","James City County, Virginia",74153,35884,38269,15465,17941
"2868","51097","King and Queen County, Virginia",7052,3538,3514,1498,1646
"2869","51099","King George County, Virginia",25890,12996,12894,4146,4365
"2870","51101","King William County, Virginia",16497,8113,8384,2921,3295
"2871","51103","Lancaster County, Virginia",10804,5108,5696,2870,3495
"2872","51105","Lee County, Virginia",24134,12608,11526,4903,5259
"2873","51107","Loudoun County, Virginia",385143,190737,194406,48426,51660
"2874","51109","Louisa County, Virginia",35380,17376,18004,7397,7927
"2875","51111","Lunenburg County, Virginia",12278,6261,6017,2613,2781
"2876","51113","Madison County, Virginia",13139,6350,6789,2752,3151
"2877","51115","Mathews County, Virginia",8796,4292,4504,2125,2627
"2878","51117","Mecklenburg County, Virginia",30847,14909,15938,6765,8073
"2879","51119","Middlesex County, Virginia",10700,5182,5518,2715,3140
"2880","51121","Montgomery County, Virginia",97997,50738,47259,12226,13923
"2881","51125","Nelson County, Virginia",14812,7198,7614,3464,3951
"2882","51127","New Kent County, Virginia",21103,10603,10500,4184,4310
"2883","51131","Northampton County, Virginia",11957,5699,6258,2610,3210
"2884","51133","Northumberland County, Virginia",12223,5967,6256,3484,3799
"2885","51135","Nottoway County, Virginia",15500,8403,7097,2923,3159
"2886","51137","Orange County, Virginia",35612,17418,18194,6760,7665
"2887","51139","Page County, Virginia",23749,11675,12074,4839,5367
"2888","51141","Patrick County, Virginia",17859,8896,8963,4149,4619
"2889","51143","Pittsylvania County, Virginia",61676,30241,31435,13074,14744
"2890","51145","Powhatan County, Virginia",28574,15249,13325,5983,6043
"2891","51147","Prince Edward County, Virginia",22956,11493,11463,3431,4092
"2892","51149","Prince George County, Virginia",37894,20612,17282,6200,6124
"2893","51153","Prince William County, Virginia",456749,227951,228798,59330,64420
"2894","51155","Pulaski County, Virginia",34234,17138,17096,7238,8033
"2895","51157","Rappahannock County, Virginia",7332,3630,3702,1793,1883
"2896","51159","Richmond County, Virginia",8878,4928,3950,1868,1944
"2897","51161","Roanoke County, Virginia",93583,44850,48733,17676,21481
"2898","51163","Rockbridge County, Virginia",22509,11185,11324,5302,5604
"2899","51165","Rockingham County, Virginia",79444,38910,40534,14730,16545
"2900","51167","Russell County, Virginia",27408,13371,14037,5645,6366
"2901","51169","Scott County, Virginia",22009,11089,10920,4821,5167
"2902","51171","Shenandoah County, Virginia",43045,21044,22001,8528,9853
"2903","51173","Smyth County, Virginia",31059,15301,15758,6255,7060
"2904","51175","Southampton County, Virginia",17939,9345,8594,4184,3860
"2905","51177","Spotsylvania County, Virginia",131412,64570,66842,20824,23249
